# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
potassium;60;1650892623;65576208;65666600;132076;0.20;0;90392;23595380;35.91;30964;83456;1780
potassium;60;1650892683;65571880;65665952;136404;0.21;0;94072;23594556;35.91;30972;87788;1732
potassium;60;1650892743;65567652;65665800;140632;0.21;0;98148;23572620;35.87;30972;91888;1752
potassium;60;1650892803;65563448;65665572;144836;0.22;0;102124;23547312;35.84;30972;95856;1620
potassium;60;1650892863;65560484;65666524;147800;0.22;0;106040;23550060;35.84;30972;99144;1472
