# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
potassium;60;1650892623;-1;0.49;0.00;1.36;0.00;0.00;98.15
potassium;60;1650892623;0;0.46;0.00;1.17;0.00;0.00;98.36
potassium;60;1650892623;1;0.40;0.00;1.46;0.00;0.00;98.15
potassium;60;1650892623;2;0.43;0.00;1.22;0.00;0.00;98.35
potassium;60;1650892623;3;0.45;0.00;1.42;0.00;0.00;98.13
potassium;60;1650892623;4;0.78;0.00;1.73;0.00;0.00;97.49
potassium;60;1650892623;5;0.43;0.00;1.17;0.00;0.00;98.40
potassium;60;1650892683;-1;0.39;0.00;1.29;0.00;0.00;98.33
potassium;60;1650892683;0;0.38;0.00;1.37;0.00;0.00;98.26
potassium;60;1650892683;1;0.38;0.00;1.29;0.00;0.00;98.34
potassium;60;1650892683;2;0.39;0.00;1.28;0.00;0.00;98.32
potassium;60;1650892683;3;0.38;0.00;1.28;0.00;0.00;98.34
potassium;60;1650892683;4;0.36;0.00;1.25;0.00;0.00;98.38
potassium;60;1650892683;5;0.43;0.00;1.25;0.00;0.00;98.32
potassium;60;1650892743;-1;0.43;0.00;1.43;0.00;0.00;98.14
potassium;60;1650892743;0;0.44;0.00;1.51;0.00;0.00;98.05
potassium;60;1650892743;1;0.41;0.00;1.41;0.00;0.00;98.18
potassium;60;1650892743;2;0.41;0.00;1.40;0.00;0.00;98.19
potassium;60;1650892743;3;0.44;0.00;1.44;0.00;0.00;98.11
potassium;60;1650892743;4;0.43;0.00;1.40;0.00;0.00;98.18
potassium;60;1650892743;5;0.44;0.00;1.41;0.00;0.00;98.14
potassium;60;1650892803;-1;0.42;0.00;1.38;0.00;0.00;98.20
potassium;60;1650892803;0;0.44;0.00;1.33;0.00;0.00;98.22
potassium;60;1650892803;1;0.38;0.00;1.30;0.00;0.00;98.32
potassium;60;1650892803;2;0.38;0.00;1.35;0.00;0.00;98.27
potassium;60;1650892803;3;0.43;0.00;1.40;0.00;0.00;98.17
potassium;60;1650892803;4;0.43;0.00;1.42;0.00;0.00;98.15
potassium;60;1650892803;5;0.44;0.00;1.47;0.00;0.00;98.09
potassium;60;1650892863;-1;0.42;0.00;1.39;0.00;0.00;98.18
potassium;60;1650892863;0;0.46;0.00;1.42;0.00;0.00;98.12
potassium;60;1650892863;1;0.40;0.00;1.43;0.00;0.00;98.17
potassium;60;1650892863;2;0.38;0.00;1.33;0.00;0.00;98.29
potassium;60;1650892863;3;0.43;0.00;1.37;0.00;0.00;98.21
potassium;60;1650892863;4;0.44;0.00;1.45;0.00;0.00;98.11
potassium;60;1650892863;5;0.41;0.00;1.37;0.00;0.00;98.22
