Linux 5.15.41-gentoo-x86_64-zbkstdxg5 (pgsql1.dbt2.internal) 	05/26/2022 	_x86_64_	(6 CPU)

01:03:59 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:04:59 AM     all     48.51      0.00     18.52      0.00      0.00     32.98
01:05:59 AM     all     45.18      0.00     11.83      0.00      0.00     42.99
01:06:59 AM     all     39.67      0.00      9.71      0.00      0.00     50.62
01:07:59 AM     all     24.59      0.00      4.80      0.00      0.00     70.62
01:08:59 AM     all     24.52      0.00      4.65      0.00      0.00     70.83
01:09:59 AM     all     71.97      0.00      9.51      0.00      0.00     18.52
01:10:59 AM     all     69.21      0.00      9.15      0.00      0.00     21.63
01:11:59 AM     all     20.81      0.00      3.71      0.00      0.00     75.48
