# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
lithium;60;1682719715;-1;29.83;0.00;38.17;7.82;9.63;14.53
lithium;60;1682719715;0;32.07;0.00;35.75;7.41;9.68;15.09
lithium;60;1682719715;1;29.37;0.00;39.17;8.37;9.18;13.91
lithium;60;1682719715;2;26.71;0.00;39.37;7.82;10.58;15.53
lithium;60;1682719715;3;31.20;0.00;38.41;7.68;9.09;13.61
lithium;60;1682719775;-1;30.95;0.00;39.82;7.59;9.13;12.50
lithium;60;1682719775;0;31.98;0.00;40.00;7.10;8.46;12.46
lithium;60;1682719775;1;30.98;0.00;39.55;8.37;9.15;11.95
lithium;60;1682719775;2;29.41;0.00;42.48;6.86;9.66;11.59
lithium;60;1682719775;3;31.46;0.00;37.23;8.05;9.25;14.01
lithium;60;1682719835;-1;27.70;0.00;39.38;8.17;9.13;15.62
lithium;60;1682719835;0;30.40;0.00;37.81;7.85;8.47;15.46
lithium;60;1682719835;1;28.21;0.00;36.61;8.98;9.08;17.11
lithium;60;1682719835;2;23.49;0.00;42.03;8.19;10.35;15.94
lithium;60;1682719835;3;28.73;0.00;41.03;7.65;8.63;13.96
lithium;60;1682719895;-1;28.32;0.00;38.61;8.25;11.08;13.74
lithium;60;1682719895;0;30.05;0.00;39.88;8.04;10.03;11.99
lithium;60;1682719895;1;30.26;0.00;37.83;8.13;10.56;13.21
lithium;60;1682719895;2;25.46;0.00;39.74;7.75;12.08;14.97
lithium;60;1682719895;3;27.54;0.00;36.97;9.08;11.63;14.77
lithium;60;1682719955;-1;27.00;0.00;36.23;9.56;12.96;14.26
lithium;60;1682719955;0;27.98;0.00;37.08;8.73;12.09;14.13
lithium;60;1682719955;1;28.36;0.00;35.04;10.05;12.68;13.87
lithium;60;1682719955;2;25.16;0.00;39.92;9.19;13.24;12.49
lithium;60;1682719955;3;26.53;0.00;32.87;10.26;13.80;16.53
lithium;60;1682720015;-1;29.30;0.00;38.99;8.08;9.36;14.27
lithium;60;1682720015;0;31.22;0.00;38.33;8.64;8.92;12.89
lithium;60;1682720015;1;29.87;0.00;41.23;7.50;8.74;12.66
lithium;60;1682720015;2;26.65;0.00;40.11;7.49;9.93;15.82
lithium;60;1682720015;3;29.46;0.00;36.31;8.71;9.82;15.69
lithium;60;1682720075;-1;29.82;0.00;39.76;7.46;7.71;15.25
lithium;60;1682720075;0;32.07;0.00;39.08;7.18;7.28;14.39
lithium;60;1682720075;1;30.28;0.00;39.94;7.69;7.51;14.58
lithium;60;1682720075;2;27.76;0.00;40.32;6.73;8.05;17.14
lithium;60;1682720075;3;29.17;0.00;39.71;8.25;7.99;14.88
lithium;60;1682720135;-1;28.14;0.00;38.12;8.14;8.52;17.08
lithium;60;1682720135;0;30.38;0.00;35.60;7.61;8.12;18.29
lithium;60;1682720135;1;29.23;0.00;39.16;9.07;8.21;14.33
lithium;60;1682720135;2;24.95;0.00;38.84;8.46;9.37;18.38
lithium;60;1682720135;3;28.01;0.00;38.88;7.43;8.37;17.31
lithium;60;1682720195;-1;30.51;0.00;39.01;7.59;7.95;14.94
lithium;60;1682720195;0;32.44;0.00;32.79;8.35;8.63;17.78
lithium;60;1682720195;1;29.03;0.00;41.87;7.22;7.49;14.38
lithium;60;1682720195;2;28.35;0.00;43.40;6.65;7.84;13.77
lithium;60;1682720195;3;32.23;0.00;37.98;8.15;7.82;13.82
lithium;60;1682720255;-1;29.86;0.00;39.92;8.01;8.22;13.98
lithium;60;1682720255;0;30.15;0.00;39.99;9.19;7.63;13.04
lithium;60;1682720255;1;31.28;0.00;40.13;7.65;7.80;13.14
lithium;60;1682720255;2;27.48;0.00;40.20;7.56;9.16;15.61
lithium;60;1682720255;3;30.56;0.00;39.37;7.67;8.29;14.11
lithium;60;1682720315;-1;30.07;0.00;39.28;7.85;7.73;15.07
lithium;60;1682720315;0;33.64;0.00;36.51;7.52;7.27;15.07
