ctime,relid,schemaname,relname,heap_blks_read,heap_blks_hit,idx_blks_read,idx_blks_hit,toast_blks_read,toast_blks_hit,tidx_blks_read,tidx_blks_hit,relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
1682725183.370635,2601,pg_catalog,pg_am,196,3894,0,0,,,,,2601,pg_catalog,pg_am,4090,4090,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,22525,public,item,2764420,17493926,170626,40385755,,,,,22525,public,item,0,0,20277634,20258346,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3394,pg_catalog,pg_init_privs,0,0,0,0,0,0,0,0,3394,pg_catalog,pg_init_privs,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,4167,pg_toast,pg_toast_3256,0,0,0,0,,,,,4167,pg_toast,pg_toast_3256,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2336,pg_toast,pg_toast_2620,0,0,0,0,,,,,2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,4151,pg_toast,pg_toast_1417,0,0,0,0,,,,,4151,pg_toast,pg_toast_1417,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2834,pg_toast,pg_toast_2609,0,0,0,0,,,,,2834,pg_toast,pg_toast_2609,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2603,pg_catalog,pg_amproc,307,11407,808,25058,,,,,2603,pg_catalog,pg_amproc,4,14,11694,26181,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2606,pg_catalog,pg_constraint,85,85,170,85,0,0,0,0,2606,pg_catalog,pg_constraint,0,0,170,170,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,1255,pg_catalog,pg_proc,2043,81143,1819,148104,0,0,0,0,1255,pg_catalog,pg_proc,0,0,72662,92516,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2840,pg_toast,pg_toast_2619,4497,79930,461,51502,,,,,2840,pg_toast,pg_toast_2619,0,0,47016,147260,2209,0,2210,0,97,60,4419,60,,2023-04-28 16:34:15.056188-07,,,0,30,0,0
1682725183.370635,4173,pg_toast,pg_toast_1418,0,0,0,0,,,,,4173,pg_toast,pg_toast_1418,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2328,pg_catalog,pg_foreign_data_wrapper,0,0,0,0,0,0,0,0,2328,pg_catalog,pg_foreign_data_wrapper,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2620,pg_catalog,pg_trigger,0,0,0,0,0,0,0,0,2620,pg_catalog,pg_trigger,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,4157,pg_toast,pg_toast_2612,0,0,0,0,,,,,4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,1260,pg_catalog,pg_authid,235,4373,726,8230,0,0,0,0,1260,pg_catalog,pg_authid,130,1538,4478,4478,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2612,pg_catalog,pg_language,12,1089,24,2178,0,0,0,0,2612,pg_catalog,pg_language,0,0,1101,1101,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,4149,pg_toast,pg_toast_2328,0,0,0,0,,,,,4149,pg_toast,pg_toast_2328,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,6102,pg_catalog,pg_subscription_rel,0,0,0,0,,,,,6102,pg_catalog,pg_subscription_rel,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,1214,pg_catalog,pg_shdepend,0,0,0,0,,,,,1214,pg_catalog,pg_shdepend,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,4163,pg_toast,pg_toast_2615,0,0,0,0,,,,,4163,pg_toast,pg_toast_2615,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3598,pg_toast,pg_toast_3596,0,0,0,0,,,,,3598,pg_toast,pg_toast_3596,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,4169,pg_toast,pg_toast_3600,0,0,0,0,,,,,4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,14612,information_schema,sql_sizing,0,0,,,0,0,0,0,14612,information_schema,sql_sizing,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2615,pg_catalog,pg_namespace,306,5060,607,8850,0,0,0,0,2615,pg_catalog,pg_namespace,176,704,7125,4316,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2836,pg_toast,pg_toast_1255,0,0,0,0,,,,,2836,pg_toast,pg_toast_1255,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3456,pg_catalog,pg_collation,0,0,0,0,0,0,0,0,3456,pg_catalog,pg_collation,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3079,pg_catalog,pg_extension,0,0,0,0,0,0,0,0,3079,pg_catalog,pg_extension,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,14605,pg_toast,pg_toast_14602,0,0,0,0,,,,,14605,pg_toast,pg_toast_14602,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,6100,pg_catalog,pg_subscription,0,0,0,0,0,0,0,0,6100,pg_catalog,pg_subscription,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,22522,public,order_line,3186368,83261591,632162,116327932,,,,,22522,public,order_line,0,0,3772436,73837861,20258286,18007061,0,12910213,129414601,18364792,2095437,20258286,,,,2023-04-28 16:18:41.703455-07,0,0,0,3
1682725183.370635,2832,pg_toast,pg_toast_2606,0,0,0,0,,,,,2832,pg_toast,pg_toast_2606,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2396,pg_catalog,pg_shdescription,0,0,0,0,0,0,0,0,2396,pg_catalog,pg_shdescription,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,22516,public,new_order,2265285,16638396,1262567,29077941,,,,,22516,public,new_order,0,0,3429080,3407753,1931033,0,1690954,0,1964687,53542,147994,57080,,2023-04-28 16:23:40.788963-07,,2023-04-28 16:22:22.993594-07,0,5,0,17
1682725183.370635,22508,public,customer,5800392,8368807,3856583,23587845,0,0,0,0,22508,public,customer,0,0,8720491,7611895,0,2452836,0,2446545,2995517,246962,227190,0,,,,2023-04-28 16:14:36.15475-07,0,0,0,7
1682725183.370635,3596,pg_catalog,pg_seclabel,0,0,0,0,0,0,0,0,3596,pg_catalog,pg_seclabel,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2609,pg_catalog,pg_description,0,0,0,0,0,0,0,0,2609,pg_catalog,pg_description,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,14610,pg_toast,pg_toast_14607,0,0,0,0,,,,,14610,pg_toast,pg_toast_14607,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3466,pg_catalog,pg_event_trigger,0,0,0,0,0,0,0,0,3466,pg_catalog,pg_event_trigger,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,14600,pg_toast,pg_toast_14597,0,0,0,0,,,,,14600,pg_toast,pg_toast_14597,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3764,pg_catalog,pg_ts_template,0,0,0,0,,,,,3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3603,pg_catalog,pg_ts_config_map,0,0,0,0,,,,,3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,1213,pg_catalog,pg_tablespace,239,2115,491,4116,0,0,0,0,1213,pg_catalog,pg_tablespace,0,0,2354,2354,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2608,pg_catalog,pg_depend,0,0,0,0,,,,,2608,pg_catalog,pg_depend,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,14602,information_schema,sql_implementation_info,0,0,,,0,0,0,0,14602,information_schema,sql_implementation_info,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2964,pg_catalog,pg_db_role_setting,0,0,333,25739,0,0,0,0,2964,pg_catalog,pg_db_role_setting,0,0,13036,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,,,,,2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,4143,pg_toast,pg_toast_826,0,0,0,0,,,,,4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,22511,pg_toast,pg_toast_22508,0,0,0,0,,,,,22511,pg_toast,pg_toast_22508,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,4185,pg_toast,pg_toast_1213,0,0,0,0,,,,,4185,pg_toast,pg_toast_1213,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2613,pg_catalog,pg_largeobject,0,0,0,0,,,,,2613,pg_catalog,pg_largeobject,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,6175,pg_toast,pg_toast_3456,0,0,0,0,,,,,6175,pg_toast,pg_toast_3456,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,1261,pg_catalog,pg_auth_members,0,0,0,0,,,,,1261,pg_catalog,pg_auth_members,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2616,pg_catalog,pg_opclass,485,109181,897,22568,,,,,2616,pg_catalog,pg_opclass,4,4,19352,279640,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2617,pg_catalog,pg_operator,1081,233175,1178,119517,,,,,2617,pg_catalog,pg_operator,0,0,57418,337132,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,14615,pg_toast,pg_toast_14612,0,0,0,0,,,,,14615,pg_toast,pg_toast_14612,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2838,pg_toast,pg_toast_2618,698,171,170,706,,,,,2838,pg_toast,pg_toast_2618,0,0,523,1830,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2610,pg_catalog,pg_index,1086,80815,1052,79621,,,,,2610,pg_catalog,pg_index,445,71560,76190,77668,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,1249,pg_catalog,pg_attribute,2940,206787,1591,336867,,,,,1249,pg_catalog,pg_attribute,22,104,167988,695757,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2600,pg_catalog,pg_aggregate,120,2191,221,3300,0,0,0,0,2600,pg_catalog,pg_aggregate,0,0,2311,2311,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,3118,pg_catalog,pg_foreign_table,0,0,0,0,0,0,0,0,3118,pg_catalog,pg_foreign_table,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,1259,pg_catalog,pg_class,4064,308442,2541,670735,,,,,1259,pg_catalog,pg_class,2548,850472,293019,276554,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725183.370635,2966,pg_toast,pg_toast_2964,0,0,0,0,,,,,2966,pg_toast,pg_toast_2964,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,3350,pg_catalog,pg_partitioned_table,0,0,0,0,0,0,0,0,3350,pg_catalog,pg_partitioned_table,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,2618,pg_catalog,pg_rewrite,438,195,172,898,699,180,172,714,2618,pg_catalog,pg_rewrite,0,0,621,633,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,4153,pg_toast,pg_toast_3118,0,0,0,0,,,,,4153,pg_toast,pg_toast_3118,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,4177,pg_toast,pg_toast_1262,0,0,0,0,,,,,4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,4060,pg_toast,pg_toast_3592,0,0,0,0,,,,,4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,4159,pg_toast,pg_toast_2600,0,0,0,0,,,,,4159,pg_toast,pg_toast_2600,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,4165,pg_toast,pg_toast_3350,0,0,0,0,,,,,4165,pg_toast,pg_toast_3350,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,4147,pg_toast,pg_toast_3079,0,0,0,0,,,,,4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,14597,information_schema,sql_features,0,0,,,0,0,0,0,14597,information_schema,sql_features,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,2753,pg_catalog,pg_opfamily,0,0,0,0,,,,,2753,pg_catalog,pg_opfamily,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,4181,pg_toast,pg_toast_6000,0,0,0,0,,,,,4181,pg_toast,pg_toast_6000,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,1247,pg_catalog,pg_type,627,78674,814,165423,0,0,0,0,1247,pg_catalog,pg_type,0,0,81517,79301,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,3601,pg_catalog,pg_ts_parser,0,0,0,0,,,,,3601,pg_catalog,pg_ts_parser,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,2602,pg_catalog,pg_amop,1299,47117,1688,59850,,,,,2602,pg_catalog,pg_amop,0,0,28812,57621,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,3439,pg_toast,pg_toast_3381,0,0,0,0,,,,,3439,pg_toast,pg_toast_3381,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,6104,pg_catalog,pg_publication,0,0,0,0,,,,,6104,pg_catalog,pg_publication,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,22513,public,history,131414,1906335,,,,,,,22513,public,history,0,0,,,1849723,0,0,0,12301469,0,841678,1849723,,,,2023-04-28 15:26:41.985002-07,0,0,0,1
1682725243.421691,22502,public,warehouse,74400,44037965,194,3908762,,,,,22502,public,warehouse,0,0,3784522,3784522,0,1849726,0,1795622,100,216,1883,0,,2023-04-28 16:40:15.119763-07,,2023-04-28 16:40:15.12454-07,0,128,0,128
1682725243.421691,3429,pg_catalog,pg_statistic_ext_data,0,0,0,0,0,0,0,0,3429,pg_catalog,pg_statistic_ext_data,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,2846,pg_toast,pg_toast_2396,0,0,0,0,,,,,2846,pg_toast,pg_toast_2396,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,4145,pg_toast,pg_toast_3466,0,0,0,0,,,,,4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1682725243.421691,22528,public,stock,29555243,78612492,8756281,292392790,,,,,22528,public,stock,0,0,76051569,46035093,0,20297836,0,2577,9869006,277322,602096,0,,2023-04-28 16:27:29.788949-07,,2023-04-28 16:23:49.539953-07,0,9,0,17
1682725243.421691,2619,pg_catalog,pg_statistic,3697,213273,1074,425620,4527,80019,463,51578,2619,pg_catalog,pg_statistic,0,0,212284,212284,0,3109,0,3078,0,72,3109,0,,,,,0,0,0,0
1682725243.421691,22519,public,orders,21688123,6987517,2625298,18073553,,,,,22519,public,orders,0,0,1890014,22018399,1934786,1717840,0,1384791,12619886,384701,190525,1934786,,,,2023-04-28 16:19:16.393377-07,0,0,0,3
