ctime,relid,indexrelid,schemaname,relname,indexrelname,idx_scan,idx_tup_read,idx_tup_fetch,relid,indexrelid,schemaname,relname,indexrelname,idx_blks_read,idx_blks_hit
1682725183.414990,22525,22563,public,item,pk_item,20277634,20258346,20258346,22525,22563,public,item,pk_item,170626,40385755
1682725183.414990,22502,22539,public,warehouse,pk_warehouse,3777026,10753358,1162061,22502,22539,public,warehouse,pk_warehouse,193,3901262
1682725183.414990,22519,22567,public,orders,i_orders,171261,20604904,20162343,22519,22567,public,orders,i_orders,2383607,5015010
1682725183.414990,22519,22548,public,orders,pk_orders,1715128,1807706,1803091,22519,22548,public,orders,pk_orders,237052,13019205
1682725183.414990,2619,2696,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,212016,213429,212016,2619,2696,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,1068,425055
1682725183.414990,1247,2703,pg_catalog,pg_type,pg_type_oid_index,71111,69998,69998,1247,2703,pg_catalog,pg_type,pg_type_oid_index,665,143619
1682725183.414990,1247,2704,pg_catalog,pg_type,pg_type_typname_nsp_index,9909,8808,8808,1247,2704,pg_catalog,pg_type,pg_type_typname_nsp_index,138,20781
1682725183.414990,22505,22541,public,district,pk_district,5879568,6356093,5878973,22505,22541,public,district,pk_district,419,11813417
1682725183.414990,2836,2837,pg_toast,pg_toast_1255,pg_toast_1255_index,0,0,0,2836,2837,pg_toast,pg_toast_1255,pg_toast_1255_index,0,0
1682725183.414990,4171,4172,pg_toast,pg_toast_1247,pg_toast_1247_index,0,0,0,4171,4172,pg_toast,pg_toast_1247,pg_toast_1247_index,0,0
1682725183.414990,2830,2831,pg_toast,pg_toast_2604,pg_toast_2604_index,0,0,0,2830,2831,pg_toast,pg_toast_2604,pg_toast_2604_index,0,0
1682725183.414990,2832,2833,pg_toast,pg_toast_2606,pg_toast_2606_index,0,0,0,2832,2833,pg_toast,pg_toast_2606,pg_toast_2606_index,0,0
1682725183.414990,4157,4158,pg_toast,pg_toast_2612,pg_toast_2612_index,0,0,0,4157,4158,pg_toast,pg_toast_2612,pg_toast_2612_index,0,0
1682725183.414990,4159,4160,pg_toast,pg_toast_2600,pg_toast_2600_index,0,0,0,4159,4160,pg_toast,pg_toast_2600,pg_toast_2600_index,0,0
1682725183.414990,2840,2841,pg_toast,pg_toast_2619,pg_toast_2619_index,47016,147260,147260,2840,2841,pg_toast,pg_toast_2619,pg_toast_2619_index,461,51502
1682725183.414990,3439,3440,pg_toast,pg_toast_3381,pg_toast_3381_index,0,0,0,3439,3440,pg_toast,pg_toast_3381,pg_toast_3381_index,0,0
1682725183.414990,3430,3431,pg_toast,pg_toast_3429,pg_toast_3429_index,0,0,0,3430,3431,pg_toast,pg_toast_3429,pg_toast_3429_index,0,0
1682725183.414990,2838,2839,pg_toast,pg_toast_2618,pg_toast_2618_index,523,1830,1830,2838,2839,pg_toast,pg_toast_2618,pg_toast_2618_index,170,706
1682725183.414990,2336,2337,pg_toast,pg_toast_2620,pg_toast_2620_index,0,0,0,2336,2337,pg_toast,pg_toast_2620,pg_toast_2620_index,0,0
