1707240369,9,0,0.066,27522
1707240376,9,0,0.01,27522
1707240386,9,0,0.027,27522
1707240438,9,0,0.034,27522
1707240584,9,0,0.277,27522
1707240629,9,0,0.027,27522
1707240647,9,0,0.145,27522
1707240647,9,0,0.056,27522
1707240824,9,0,0.515,27522
1707240826,9,0,0.14,27522
1707240826,8,0,0.259,27522
1707240830,9,0,0.035,27522
1707240830,9,0,0.023,27522
1707240830,9,0,0.006,27522
1707240830,9,0,0.055,27522
1707240835,9,0,0.034,27522
1707240889,9,0,0.334,27522
1707240898,9,0,0.084,27522
1707240914,9,0,0.005,27522
1707240919,9,0,0.047,27522
1707240931,8,0,0.045,27522
1707240932,9,0,0.09,27522
1707240968,9,0,0.166,27522
1707240968,9,0,0.11,27522
1707240968,9,0,0.337,27522
1707240968,9,0,0.133,27522
1707241008,9,0,0.185,27522
1707241091,9,0,0.118,27522
1707241145,9,0,0.117,27522
1707241159,9,0,0.136,27522
1707241206,9,0,0.038,27522
1707241209,9,0,0.037,27522
1707241209,8,0,0.115,27522
1707241209,9,0,0.005,27522
1707241267,9,0,0.139,27522
1707241267,9,0,0.27,27522
1707241267,9,0,0.024,27522
1707241267,9,0,0.073,27522
1707241267,9,0,0.123,27522
1707241304,9,0,0.036,27522
1707241362,9,0,0.02,27522
1707241362,9,0,0.032,27522
1707241369,9,0,0.113,27522
1707241369,8,0,0.327,27522
1707241391,9,0,0.065,27522
1707241391,9,0,0.026,27522
1707241391,9,0,0.04,27522
1707241391,9,0,0.039,27522
1707241391,9,0,0.081,27522
1707241460,9,0,0.031,27522
1707241460,9,0,0.203,27522
1707241529,9,0,0.073,27522
1707241544,9,0,0.017,27522
1707241625,9,0,0.019,27522
1707241625,8,0,0.063,27522
1707241694,9,0,0.008,27522
1707241694,9,0,0.01,27522
1707241697,9,0,0.022,27522
1707241697,9,0,0.009,27522
1707241708,9,0,0.016,27522
1707241708,9,0,0.039,27522
1707241749,9,0,0.005,27522
1707241754,9,0,0.01,27522
1707241772,9,0,0.097,27522
1707241866,9,0,0.019,27522
1707241866,9,0,0.008,27522
1707241867,8,0,0.184,27522
1707241870,9,0,0.037,27522
1707241870,9,0,0.037,27522
1707241870,9,0,0.129,27522
1707241870,9,0,0.02,27522
1707241994,9,0,0.024,27522
1707242047,9,0,0.026,27522
1707242061,9,0,0.101,27522
1707242096,9,0,0.084,27522
1707242150,9,0,0.006,27522
1707242150,8,0,0.092,27522
