# hostname;interval;timestamp;pswpin/s;pswpout/s
sodium;60;1650892623;0.00;0.00
sodium;60;1650892683;0.00;0.00
sodium;60;1650892743;0.00;0.00
sodium;60;1650892803;0.00;0.00
sodium;60;1650892863;0.00;0.00
