ctime,relid,schemaname,relname,heap_blks_read,heap_blks_hit,idx_blks_read,idx_blks_hit,toast_blks_read,toast_blks_hit,tidx_blks_read,tidx_blks_hit,relid,schemaname,relname,seq_scan,last_seq_scan,seq_tup_read,idx_scan,last_idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_tup_newpage_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
1707241386.586875,24699,public,last_trade,438,2188933,163,214444,0,0,1,0,24699,public,last_trade,136128,2024-02-06 11:43:04.653908-06,232732657,106776,2024-02-06 11:43:06.367623-06,106734,3425,2100,0,1937,163,3425,162,80,0,2024-01-16 18:19:06.395458-06,2024-01-16 17:23:29.053233-06,2024-01-16 18:19:06.460196-06,2024-02-06 09:37:02.595705-06,1,1,1,6
1707241386.586875,24620,public,watch_item,6818,16009,2478,5315,,,,,24620,public,watch_item,7,2024-01-22 20:20:43.18708-06,2002869,2033,2024-02-06 11:43:01.072994-06,46198,500717,34,0,0,34,500717,34,34,0,2024-01-16 18:18:51.257762-06,2024-01-16 17:23:19.897808-06,2024-01-16 18:18:55.089135-06,2024-01-16 17:23:24.141576-06,1,1,1,1
1707241386.586875,24617,public,holding_summary,8664,31337,5280,47604,,,,,24617,public,holding_summary,8,2024-01-16 18:32:27.830217-06,1244495,16115,2024-02-06 11:43:04.653908-06,124991,248902,1150,91,370,780,248896,916,1115,3,2024-01-16 18:18:55.112993-06,2024-01-16 17:23:32.707021-06,2024-01-16 18:18:57.58752-06,2024-01-16 17:23:34.988777-06,1,1,1,1
1707241386.586875,24682,public,daily_market,221944,233151146,225126,2178735,0,0,1,0,24682,public,daily_market,5,2024-01-16 17:38:24.010625-06,13408875,138204,2024-02-06 11:43:06.367623-06,233385260,4469625,1084,0,1,1083,4469625,1084,1084,0,2024-01-16 18:18:35.450753-06,2024-01-16 17:25:18.255485-06,2024-01-16 18:19:53.62724-06,2024-01-16 17:27:22.629253-06,1,1,1,1
1707241386.586875,24653,public,trade,439823478,52925998,1690885,184805,0,0,1,0,24653,public,trade,356,2024-02-06 11:42:41.981139-06,30067406901,38366,2024-02-06 11:43:06.367623-06,19382327,86401240,3547,0,360,1713,86401209,3240,4670,1240,2024-01-16 18:03:14.74225-06,,2024-01-16 18:21:18.378289-06,,1,0,1,0
1707241386.586875,24648,public,settlement,2351123,817438,502358,81523,0,0,1,0,24648,public,settlement,2,2024-01-16 17:43:59.754132-06,86400000,25395,2024-02-06 11:43:04.653908-06,25390,86401115,1471,0,148,1323,86401115,1470,2575,1115,2024-01-16 18:11:39.899644-06,2024-01-16 17:31:18.062284-06,2024-01-16 18:22:13.183998-06,2024-01-16 18:10:13.626909-06,1,1,1,1
1707241386.586875,24631,public,cash_transaction,2589441,1262965,462250,78405,0,0,1,0,24631,public,cash_transaction,1,2024-01-16 17:44:54.183489-06,79488129,23879,2024-02-06 11:43:04.653908-06,23857,79489159,1631,0,62,1569,79489159,1630,2641,1030,2024-01-16 18:03:15.487509-06,2024-01-16 17:33:17.781429-06,2024-01-16 18:17:24.371464-06,,1,1,1,0
1707241386.586875,24663,public,trade_history,5311403,1532159,836503,103752,,,,,24663,public,trade_history,6,2024-01-16 18:29:40.402495-06,622084722,33357,2024-02-06 11:43:04.653908-06,77797,207364475,0,0,0,0,207364453,22,2879,2901,2024-01-16 18:03:14.542754-06,,2024-01-16 18:18:51.184551-06,,1,0,1,0
1707241446.677391,24666,public,trade_request,134,7490,143,2123,0,0,1,0,24666,public,trade_request,3223,2024-02-06 11:43:08.441781-06,21087,636,2024-02-06 11:33:51.381764-06,604,499,0,478,0,0,3,25,46,21,2024-01-16 18:19:09.665652-06,2024-02-06 09:37:02.299328-06,2024-01-16 18:19:09.666203-06,2024-02-06 09:37:02.31184-06,1,9,1,17
1707241446.677391,24671,pg_toast,pg_toast_24666,0,0,1,0,,,,,24671,pg_toast,pg_toast_24666,1,2024-01-16 16:54:30.084384-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.666142-06,,,,1,0,0,0
1707241446.677391,2619,pg_catalog,pg_statistic,616,56722,118,122393,12938,224522,229,107258,2619,pg_catalog,pg_statistic,0,,0,55299,2024-02-06 11:44:06.689317-06,53813,218,914,0,253,661,627,32,1132,6,2024-01-16 18:19:06.816791-06,2024-01-16 18:22:58.211138-06,,,1,4,0,0
1707241446.677391,1247,pg_catalog,pg_type,208,441421,265,898706,0,0,1,0,1247,pg_catalog,pg_type,0,,0,442277,2024-02-06 11:44:06.689317-06,440160,512,0,0,0,0,701,32,0,32,2024-01-16 18:19:06.930445-06,2024-01-23 13:12:30.896381-06,2024-01-16 18:19:06.961275-06,,1,2,1,0
1707241446.677391,24614,public,holding_history,3157465,21903400,731980,11242,,,,,24614,public,holding_history,7,2024-01-16 18:28:34.297346-06,347384598,473,2024-02-06 11:39:53.542707-06,768,115796359,0,0,0,0,115796359,0,1493,1493,2024-01-16 18:03:14.692903-06,2024-01-16 17:30:17.792103-06,2024-01-16 18:11:39.678885-06,,1,1,1,0
1707241446.677391,2836,pg_toast,pg_toast_1255,53,329,38,309,,,,,2836,pg_toast,pg_toast_1255,0,,0,259,2024-02-06 11:42:41.981139-06,404,8,0,0,0,0,11,0,8,0,2024-01-16 18:19:04.29416-06,,,,1,0,0,0
1707241446.677391,4171,pg_toast,pg_toast_1247,0,0,1,0,,,,,4171,pg_toast,pg_toast_1247,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:06.948402-06,,,,1,0,0,0
1707241446.677391,2830,pg_toast,pg_toast_2604,0,0,1,0,,,,,2830,pg_toast,pg_toast_2604,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.58847-06,,,,1,0,0,0
1707241446.677391,2832,pg_toast,pg_toast_2606,0,0,1,0,,,,,2832,pg_toast,pg_toast_2606,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:07.378213-06,,,,1,0,0,0
1707241446.677391,4157,pg_toast,pg_toast_2612,0,0,1,0,,,,,4157,pg_toast,pg_toast_2612,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.489749-06,,,,1,0,0,0
1707241446.677391,4159,pg_toast,pg_toast_2600,0,0,1,0,,,,,4159,pg_toast,pg_toast_2600,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:08.428303-06,,,,1,0,0,0
1707241446.677391,2840,pg_toast,pg_toast_2619,12938,224522,229,107258,,,,,2840,pg_toast,pg_toast_2619,0,,0,44065,2024-02-06 11:44:06.657409-06,724114,5241,0,2321,0,0,2940,60,7562,60,2024-01-16 18:19:06.840444-06,2024-01-16 18:22:58.345658-06,,,1,6,0,0
1707241446.677391,3439,pg_toast,pg_toast_3381,0,0,1,0,,,,,3439,pg_toast,pg_toast_3381,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.623986-06,,,,1,0,0,0
1707241446.677391,3430,pg_toast,pg_toast_3429,0,0,1,0,,,,,3430,pg_toast,pg_toast_3429,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.63171-06,,,,1,0,0,0
1707241446.677391,2838,pg_toast,pg_toast_2618,21,500,5,723,,,,,2838,pg_toast,pg_toast_2618,0,,0,393,2024-02-06 11:44:06.689317-06,1147,0,0,0,0,0,287,0,0,0,2024-01-16 18:19:07.049388-06,,,,1,0,0,0
1707241446.677391,2336,pg_toast,pg_toast_2620,0,0,1,0,,,,,2336,pg_toast,pg_toast_2620,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:07.924543-06,,,,1,0,0,0
1707241446.677391,4145,pg_toast,pg_toast_3466,0,0,1,0,,,,,4145,pg_toast,pg_toast_3466,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.600103-06,,,,1,0,0,0
1707241446.677391,2834,pg_toast,pg_toast_2609,0,0,1,0,,,,,2834,pg_toast,pg_toast_2609,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:06.120212-06,,,,1,0,0,0
1707241446.677391,3118,pg_catalog,pg_foreign_table,0,0,1,0,0,0,1,0,3118,pg_catalog,pg_foreign_table,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.6667-06,,2024-01-16 18:19:09.666974-06,,1,0,1,0
1707241446.677391,4163,pg_toast,pg_toast_2615,0,0,1,0,,,,,4163,pg_toast,pg_toast_2615,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.151046-06,,,,1,0,0,0
1707241446.677391,4177,pg_toast,pg_toast_1262,0,0,3,1,,,,,4177,pg_toast,pg_toast_1262,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:09.253641-06,,,,4,0,0,0
1707241446.677391,2966,pg_toast,pg_toast_2964,0,0,3,1,,,,,2966,pg_toast,pg_toast_2964,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:09.896268-06,,,,4,0,0,0
1707241446.677391,4185,pg_toast,pg_toast_1213,0,0,3,1,,,,,4185,pg_toast,pg_toast_1213,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:09.295063-06,,,,4,0,0,0
1707241446.677391,4175,pg_toast,pg_toast_1260,0,0,3,1,,,,,4175,pg_toast,pg_toast_1260,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:09.101377-06,,,,4,0,0,0
1707241446.677391,2846,pg_toast,pg_toast_2396,0,0,3,1,,,,,2846,pg_toast,pg_toast_2396,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:09.500793-06,,,,4,0,0,0
1707241446.677391,4169,pg_toast,pg_toast_3600,0,0,1,0,,,,,4169,pg_toast,pg_toast_3600,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:08.955154-06,,,,1,0,0,0
1707241446.677391,4147,pg_toast,pg_toast_3079,0,0,1,0,,,,,4147,pg_toast,pg_toast_3079,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.131389-06,,,,1,0,0,0
1707241446.677391,4149,pg_toast,pg_toast_2328,0,0,1,0,,,,,4149,pg_toast,pg_toast_2328,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.517662-06,,,,1,0,0,0
1707241446.677391,4151,pg_toast,pg_toast_1417,0,0,1,0,,,,,4151,pg_toast,pg_toast_1417,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.515164-06,,,,1,0,0,0
1707241446.677391,4173,pg_toast,pg_toast_1418,0,0,1,0,,,,,4173,pg_toast,pg_toast_1418,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.621193-06,,,,1,0,0,0
1707241446.677391,4153,pg_toast,pg_toast_3118,0,0,1,0,,,,,4153,pg_toast,pg_toast_3118,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.666938-06,,,,1,0,0,0
1707241446.677391,4167,pg_toast,pg_toast_3256,0,0,1,0,,,,,4167,pg_toast,pg_toast_3256,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.636823-06,,,,1,0,0,0
1707241446.677391,4181,pg_toast,pg_toast_6000,0,0,3,1,,,,,4181,pg_toast,pg_toast_6000,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:10.031269-06,,,,4,0,0,0
1707241446.677391,4143,pg_toast,pg_toast_826,0,0,1,0,,,,,4143,pg_toast,pg_toast_826,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.60746-06,,,,1,0,0,0
1707241446.677391,4155,pg_toast,pg_toast_3394,0,0,1,0,,,,,4155,pg_toast,pg_toast_3394,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:08.093231-06,,,,1,0,0,0
1707241446.677391,3598,pg_toast,pg_toast_3596,0,0,1,0,,,,,3598,pg_toast,pg_toast_3596,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.516509-06,,,,1,0,0,0
1707241446.677391,4060,pg_toast,pg_toast_3592,0,0,3,1,,,,,4060,pg_toast,pg_toast_3592,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:10.129296-06,,,,4,0,0,0
1707241446.677391,6175,pg_toast,pg_toast_3456,0,0,1,0,,,,,6175,pg_toast,pg_toast_3456,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:06.553916-06,,,,1,0,0,0
1707241446.677391,6244,pg_toast,pg_toast_6243,0,0,3,1,,,,,6244,pg_toast,pg_toast_6243,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:09.892012-06,,,,4,0,0,0
1707241446.677391,4165,pg_toast,pg_toast_3350,0,0,1,0,,,,,4165,pg_toast,pg_toast_3350,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.648328-06,,,,1,0,0,0
1707241446.677391,6228,pg_toast,pg_toast_6106,0,0,1,0,,,,,6228,pg_toast,pg_toast_6106,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.661529-06,,,,1,0,0,0
1707241446.677391,4183,pg_toast,pg_toast_6100,0,0,3,1,,,,,4183,pg_toast,pg_toast_6100,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:10.10288-06,,,,4,0,0,0
1707241446.677391,1260,pg_catalog,pg_authid,91,42695,326,85038,0,0,3,1,1260,pg_catalog,pg_authid,72,2024-02-06 11:44:06.629282-06,492,42678,2024-02-06 11:44:06.68783-06,42678,0,0,0,0,0,15,0,0,0,2024-01-19 17:40:09.100845-06,,2024-01-19 17:40:09.10198-06,,4,0,4,0
1707241446.677391,24715,public,security,794,5243038,1068,868125,0,0,1,0,24715,public,security,139677,2024-02-06 11:44:03.530902-06,242934765,433409,2024-02-06 11:43:35.255485-06,435088,3425,171,0,142,29,3425,29,36,0,2024-01-16 18:19:05.534815-06,2024-01-16 17:23:17.736288-06,2024-01-16 18:19:05.845831-06,2024-01-16 17:23:18.692815-06,1,1,1,1
1707241446.677391,24718,pg_toast,pg_toast_24715,0,0,1,0,,,,,24718,pg_toast,pg_toast_24715,2,2024-01-16 17:22:34.347242-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:05.540484-06,,,,1,0,0,0
1707241446.677391,24608,public,holding,202770,393209,29887,753963,0,0,1,0,24608,public,holding,4,2024-01-16 17:37:55.756889-06,8857706,251541,2024-02-06 11:43:35.255485-06,4563033,4429446,462,616,6,456,4428918,990,1493,593,2024-01-16 18:17:25.040223-06,2024-01-16 17:24:17.402141-06,2024-01-16 18:18:35.098636-06,2024-01-16 17:26:16.114126-06,1,1,1,1
1707241446.677391,24612,pg_toast,pg_toast_24608,0,0,1,0,,,,,24612,pg_toast,pg_toast_24608,2,2024-01-16 17:23:29.446216-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:17:25.068326-06,,,,1,0,0,0
1707241446.677391,24640,pg_toast,pg_toast_24636,0,0,1,0,,,,,24640,pg_toast,pg_toast_24636,2,2024-01-16 17:22:33.699407-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.349427-06,,,,1,0,0,0
1707241446.677391,3429,pg_catalog,pg_statistic_ext_data,0,0,1,0,0,0,1,0,3429,pg_catalog,pg_statistic_ext_data,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.630522-06,,2024-01-16 18:19:09.63391-06,,1,0,1,0
1707241446.677391,24726,public,taxrate,159,3310,35,2789,,,,,24726,public,taxrate,2,2024-01-16 18:27:37.363207-06,640,2258,2024-02-06 11:43:11.771111-06,2219,320,166,0,165,1,320,2,36,0,2024-01-16 18:19:07.586561-06,,2024-01-16 18:19:07.589105-06,2024-01-16 17:23:35.171883-06,1,0,1,1
1707241446.677391,24707,pg_toast,pg_toast_24704,47,449067,6,415420,,,,,24707,pg_toast,pg_toast_24704,2,2024-01-16 17:24:38.907381-06,0,5210,2024-01-23 13:23:42.966863-06,10710,255000,0,0,0,0,255000,0,255000,0,2024-01-16 18:19:02.030067-06,2024-01-16 17:26:28.593972-06,,,1,1,0,0
1707241446.677391,24702,pg_toast,pg_toast_24699,0,0,1,0,,,,,24702,pg_toast,pg_toast_24699,2,2024-01-16 17:22:33.820652-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:06.396952-06,,,,1,0,0,0
1707241446.677391,24685,pg_toast,pg_toast_24682,0,0,1,0,,,,,24685,pg_toast,pg_toast_24682,2,2024-01-16 17:23:23.454004-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:18:35.472276-06,,,,1,0,0,0
1707241446.677391,24694,pg_toast,pg_toast_24690,0,0,1,0,,,,,24694,pg_toast,pg_toast_24690,2,2024-01-16 17:22:36.25731-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:18:57.669067-06,,,,1,0,0,0
1707241446.677391,24651,pg_toast,pg_toast_24648,0,0,1,0,,,,,24651,pg_toast,pg_toast_24648,2,2024-01-16 17:30:44.56795-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:11:39.913091-06,,,,1,0,0,0
1707241446.677391,1418,pg_catalog,pg_user_mapping,0,0,2,0,0,0,1,0,1418,pg_catalog,pg_user_mapping,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.62072-06,,2024-01-16 18:19:09.621302-06,,1,0,1,0
1707241446.677391,6100,pg_catalog,pg_subscription,0,0,8,120,0,0,3,1,6100,pg_catalog,pg_subscription,2990,2024-02-06 11:44:06.674962-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:10.094275-06,,2024-01-19 17:40:10.102983-06,,4,0,4,0
1707241446.677391,1249,pg_catalog,pg_attribute,919,370829,578,777080,,,,,1249,pg_catalog,pg_attribute,187,2024-01-23 13:13:05.191426-06,901,362757,2024-02-06 11:44:06.689317-06,833511,2849,0,0,0,0,3631,600,0,600,2024-01-16 18:19:05.350807-06,2024-01-23 13:01:30.606544-06,2024-01-16 18:19:05.420726-06,2024-01-16 16:55:16.504863-06,1,2,1,1
1707241446.677391,1255,pg_catalog,pg_proc,892,42773,471,88523,53,329,38,309,1255,pg_catalog,pg_proc,0,,0,37944,2024-02-06 11:44:06.689317-06,48150,25,0,0,0,0,3322,0,0,0,2024-01-16 18:19:04.293618-06,,2024-01-16 18:19:04.413219-06,,1,0,1,0
1707241446.677391,1259,pg_catalog,pg_class,1627,1590789,577,587293,,,,,1259,pg_catalog,pg_class,89699,2024-02-06 11:44:06.657409-06,32675198,266156,2024-02-06 11:44:06.689317-06,245044,454,176,0,86,89,521,50,0,44,2024-01-16 18:19:07.027424-06,2024-01-23 13:09:30.811352-06,2024-01-16 18:19:07.039059-06,2024-01-16 17:23:31.531495-06,1,2,1,1
1707241446.677391,2604,pg_catalog,pg_attrdef,0,0,4,6,0,0,1,0,2604,pg_catalog,pg_attrdef,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.578525-06,,2024-01-16 18:19:09.588625-06,,1,0,1,0
1707241446.677391,2606,pg_catalog,pg_constraint,143,32225,247,38638,0,0,1,0,2606,pg_catalog,pg_constraint,4,2024-01-23 13:41:08.712638-06,832,20159,2024-02-06 11:43:06.594822-06,49320,96,0,0,0,0,208,0,0,0,2024-01-16 18:19:07.357706-06,,2024-01-16 18:19:07.384249-06,2024-01-16 17:37:58.330927-06,1,0,1,1
1707241446.677391,2611,pg_catalog,pg_inherits,0,0,4,14,,,,,2611,pg_catalog,pg_inherits,8,2024-01-23 13:41:08.712638-06,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.542919-06,,2024-01-16 18:19:09.543076-06,,1,0,1,0
1707241446.677391,2610,pg_catalog,pg_index,305,138719,380,187276,,,,,2610,pg_catalog,pg_index,210,2024-02-06 11:44:06.657409-06,20321,139850,2024-02-06 11:44:06.689317-06,149979,125,0,0,0,0,222,67,0,67,2024-01-16 18:19:07.556024-06,,2024-01-16 18:19:07.560136-06,,1,0,1,0
1707241446.677391,2617,pg_catalog,pg_operator,352,492310,309,166584,,,,,2617,pg_catalog,pg_operator,0,,0,68771,2024-02-06 11:44:06.689317-06,712271,0,0,0,0,0,799,0,0,0,2024-01-16 18:19:07.009226-06,,2024-01-16 18:19:07.020654-06,,1,0,1,0
1707241446.677391,2753,pg_catalog,pg_opfamily,6,6,2,0,,,,,2753,pg_catalog,pg_opfamily,0,,0,0,,0,0,0,0,0,0,146,0,0,0,2024-01-16 18:19:08.236379-06,,2024-01-16 18:19:08.237053-06,,1,0,1,0
1707241446.677391,2616,pg_catalog,pg_opclass,179,306991,378,142378,,,,,2616,pg_catalog,pg_opclass,34,2024-01-23 13:13:05.191426-06,34,98287,2024-02-06 11:44:06.689317-06,683023,0,0,0,0,0,177,0,0,0,2024-01-16 18:19:07.778466-06,,2024-01-16 18:19:07.779431-06,,1,0,1,0
1707241446.677391,2601,pg_catalog,pg_am,147,50297,5,9,,,,,2601,pg_catalog,pg_am,50427,2024-02-06 11:44:06.68783-06,50427,8,2024-01-23 13:41:08.712638-06,8,0,0,0,0,0,7,0,0,0,2024-01-16 18:19:09.493536-06,,2024-01-16 18:19:09.493735-06,,1,0,1,0
1707241446.677391,2602,pg_catalog,pg_amop,244,135952,328,149073,,,,,2602,pg_catalog,pg_amop,0,,0,64758,2024-02-06 11:44:06.689317-06,155154,0,0,0,0,0,945,0,0,0,2024-01-16 18:19:07.149461-06,,2024-01-16 18:19:07.211301-06,,1,0,1,0
1707241446.677391,2603,pg_catalog,pg_amproc,166,80886,429,201573,,,,,2603,pg_catalog,pg_amproc,34,2024-01-23 13:13:05.191426-06,119,80880,2024-02-06 11:44:06.689317-06,241847,0,0,0,0,0,696,0,0,0,2024-01-16 18:19:07.460341-06,,2024-01-16 18:19:07.466506-06,,1,0,1,0
1707241446.677391,2612,pg_catalog,pg_language,21,84,36,158,0,0,1,0,2612,pg_catalog,pg_language,0,,0,96,2024-02-06 11:26:18.374696-06,96,0,0,0,0,0,4,0,0,0,2024-01-16 18:19:09.489347-06,,2024-01-16 18:19:09.490038-06,,1,0,1,0
1707241446.677391,2995,pg_catalog,pg_largeobject_metadata,0,0,1,0,,,,,2995,pg_catalog,pg_largeobject_metadata,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.628284-06,,2024-01-16 18:19:09.628336-06,,1,0,1,0
1707241446.677391,2600,pg_catalog,pg_aggregate,29,1056,46,2070,0,0,1,0,2600,pg_catalog,pg_aggregate,0,,0,1073,2024-02-06 11:43:06.594822-06,1073,0,0,0,0,0,157,0,0,0,2024-01-16 18:19:08.40695-06,,2024-01-16 18:19:08.429474-06,,1,0,1,0
1707241446.677391,3381,pg_catalog,pg_statistic_ext,0,0,42,33775,0,0,1,0,3381,pg_catalog,pg_statistic_ext,4,2024-01-23 13:41:08.712638-06,0,16799,2024-02-06 11:44:06.689317-06,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.623597-06,,2024-01-16 18:19:09.624058-06,,1,0,1,0
1707241446.677391,2618,pg_catalog,pg_rewrite,29,653,6,1143,21,500,5,723,2618,pg_catalog,pg_rewrite,0,,0,633,2024-02-06 11:44:06.689317-06,637,0,0,0,0,0,143,0,0,0,2024-01-16 18:19:07.046802-06,,2024-01-16 18:19:07.049845-06,,1,0,1,0
1707241446.677391,2620,pg_catalog,pg_trigger,142,34440,200,42848,0,0,1,0,2620,pg_catalog,pg_trigger,0,,0,16456,2024-02-06 11:37:06.753005-06,123216,196,0,0,0,0,196,0,0,0,2024-01-16 18:19:07.903374-06,,2024-01-16 18:19:07.925869-06,2024-01-16 18:03:58.462196-06,1,0,1,2
1707241446.677391,3466,pg_catalog,pg_event_trigger,0,0,3,317,0,0,1,0,3466,pg_catalog,pg_event_trigger,0,,0,318,2024-01-23 13:23:45.104445-06,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.599634-06,,2024-01-16 18:19:09.600177-06,,1,0,1,0
1707241446.677391,2609,pg_catalog,pg_description,48,3,1,0,0,0,1,0,2609,pg_catalog,pg_description,0,,0,0,,0,0,0,0,0,0,4983,0,0,0,2024-01-16 18:19:06.108686-06,,2024-01-16 18:19:06.251092-06,,1,0,1,0
1707241446.677391,2605,pg_catalog,pg_cast,87,105549,83,654442,,,,,2605,pg_catalog,pg_cast,0,,0,644190,2024-02-06 11:44:06.689317-06,105624,0,0,0,0,0,229,0,0,0,2024-01-16 18:19:08.258282-06,,2024-01-16 18:19:08.258844-06,,1,0,1,0
1707241446.677391,3501,pg_catalog,pg_enum,0,0,3,0,,,,,3501,pg_catalog,pg_enum,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2024-01-16 18:19:09.664791-06,,2024-01-16 18:19:09.664854-06,,1,0,1,0
1707241446.677391,2615,pg_catalog,pg_namespace,49,14254,117,35779,0,0,1,0,2615,pg_catalog,pg_namespace,65,2024-02-06 11:43:06.605338-06,227,24593,2024-02-06 11:44:06.689317-06,13857,0,0,0,0,0,4,0,0,0,2024-01-16 18:19:09.150364-06,,2024-01-16 18:19:09.151247-06,,1,0,1,0
1707241446.677391,2607,pg_catalog,pg_conversion,6,6,3,0,,,,,2607,pg_catalog,pg_conversion,0,,0,0,,0,0,0,0,0,0,128,0,0,0,2024-01-16 18:19:08.166356-06,,2024-01-16 18:19:08.167221-06,,1,0,1,0
1707241446.677391,2608,pg_catalog,pg_depend,53,2050,67,7646,,,,,2608,pg_catalog,pg_depend,0,,0,0,,0,1750,0,0,0,0,2549,340,0,340,2024-01-16 18:19:06.878247-06,2024-01-23 12:39:30.125968-06,2024-01-16 18:19:06.88276-06,2024-01-16 18:03:58.703354-06,1,1,1,3
1707241446.677391,1262,pg_catalog,pg_database,64,401837,169,494796,0,0,3,1,1262,pg_catalog,pg_database,26364,2024-02-06 11:44:06.655669-06,131217,375485,2024-02-06 11:44:06.68783-06,375480,2,0,1,0,0,5,0,0,0,2024-01-19 17:40:09.251876-06,,2024-01-19 17:40:09.254081-06,,4,0,4,0
1707241446.677391,2964,pg_catalog,pg_db_role_setting,0,0,44,859180,0,0,3,1,2964,pg_catalog,pg_db_role_setting,1,2024-01-16 16:53:47.114083-06,0,429608,2024-02-06 11:44:06.68783-06,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:09.89179-06,,2024-01-19 17:40:09.896377-06,,4,0,4,0
1707241446.677391,1213,pg_catalog,pg_tablespace,96,10647,173,21208,0,0,3,1,1213,pg_catalog,pg_tablespace,3,2024-01-16 19:23:15.779882-06,6,10704,2024-02-06 11:44:06.689317-06,10704,0,0,0,0,0,2,0,0,0,2024-01-19 17:40:09.294029-06,,2024-01-19 17:40:09.29544-06,,4,0,4,0
1707241446.677391,1261,pg_catalog,pg_auth_members,15,21,12,4,,,,,1261,pg_catalog,pg_auth_members,0,,0,0,,0,0,0,0,0,0,3,0,0,0,2024-01-19 17:40:09.374886-06,,2024-01-19 17:40:09.375297-06,,4,0,4,0
1707241446.677391,1214,pg_catalog,pg_shdepend,0,0,8,808,,,,,1214,pg_catalog,pg_shdepend,0,,0,404,2024-01-19 17:38:41.709419-06,0,0,0,0,0,0,0,0,0,0,2024-01-19 17:40:09.902819-06,,2024-01-19 17:40:09.902896-06,,4,0,4,0
