ctime,schemaname,relname,indexrelname,idx_scan,idx_tup_read,idx_tup_fetch,idx_blks_read,idx_blks_hit
1653668461.992623,pg_catalog,pg_seclabel,pg_seclabel_object_index,1634,0,0,117,3151
1653668461.992623,pg_catalog,pg_shseclabel,pg_shseclabel_object_index,0,0,0,0,0
1653668461.992623,pg_catalog,pg_collation,pg_collation_oid_index,94,94,94,204,78
1653668461.992623,pg_catalog,pg_collation,pg_collation_name_enc_nsp_index,0,0,0,0,0
1653668461.992623,pg_catalog,pg_partitioned_table,pg_partitioned_table_partrelid_index,0,0,0,0,0
1653668461.992623,pg_toast,pg_toast_18187,pg_toast_18187_index,0,0,0,1,0
1653668461.992623,pg_catalog,pg_range,pg_range_rngtypid_index,1434,0,0,1602,1266
1653668461.992623,pg_catalog,pg_range,pg_range_rngmultitypid_index,1434,0,0,1602,1266
1653668461.992623,pg_catalog,pg_transform,pg_transform_oid_index,0,0,0,0,0
1653668461.992623,pg_catalog,pg_transform,pg_transform_type_lang_index,0,0,0,0,0
1653668461.992623,pg_catalog,pg_sequence,pg_sequence_seqrelid_index,81,81,81,130,49
1653668461.992623,pg_catalog,pg_publication,pg_publication_oid_index,0,0,0,0,0
1653668461.992623,pg_catalog,pg_publication,pg_publication_pubname_index,0,0,0,0,0
1653668461.992623,pg_catalog,pg_publication_rel,pg_publication_rel_oid_index,0,0,0,0,0
1653668461.992623,pg_catalog,pg_publication_rel,pg_publication_rel_prrelid_prpubid_index,1340,0,0,717,1963
1653668461.992623,pg_catalog,pg_subscription_rel,pg_subscription_rel_srrelid_srsubid_index,0,0,0,0,0
1653668461.992623,pg_catalog,pg_largeobject,pg_largeobject_loid_pn_index,0,0,0,0,0
1653668461.992623,pg_toast,pg_toast_14522,pg_toast_14522_index,0,0,0,0,0
1653668461.992623,pg_toast,pg_toast_14517,pg_toast_14517_index,0,0,0,0,0
1653668461.992623,pg_toast,pg_toast_14527,pg_toast_14527_index,0,0,0,0,0
1653668461.992623,pg_toast,pg_toast_14532,pg_toast_14532_index,0,0,0,0,0
1653668461.992623,public,customer,customer_c_nationkey_c_custkey_idx,0,0,0,1,0
1653668461.992623,public,customer,customer_c_phone_c_acctbal_c_custkey_idx,0,0,0,1,0
1653668461.992623,public,customer,customer_c_mktsegment_c_custkey_idx,0,0,0,1,0
1653668461.992623,public,customer,customer_c_phone_idx_c_acctbal,0,0,0,1,0
1653668461.992623,public,customer,pk_customer,0,0,0,1,0
1653668521.996461,pg_toast,pg_toast_18192,pg_toast_18192_index,0,0,0,1,0
1653668521.996461,public,orders,orders_o_orderkey_o_orderdate_idx,3271344,3271344,3351,2830786,7028449
1653668521.996461,public,orders,pk_orders,0,0,0,110,45091
1653668521.996461,public,orders,orders_o_orderdate_idx,0,0,0,8,36085
1653668521.996461,public,orders,orders_o_custkey_idx,0,0,0,9287,35716
1653668521.996461,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,41689,32452,32117,2980,88841
1653668521.996461,pg_catalog,pg_type,pg_type_oid_index,147751,147189,147189,2694,302937
1653668521.996461,pg_catalog,pg_type,pg_type_typname_nsp_index,3967,2973,2570,1879,9315
1653668521.996461,pg_toast,pg_toast_18197,pg_toast_18197_index,0,0,0,1,0
1653668521.996461,public,lineitem,pk_lineitem,0,0,0,907,239615
1653668521.996461,public,lineitem,lineitem_l_orderkey_l_suppkey_l_quantity_idx,2,2,1,798,239213
1653668521.996461,public,lineitem,lineitem_l_receiptdate_idx,0,0,0,7,123038
1653668521.996461,public,lineitem,lineitem_l_partkey_l_suppkey_l_shipdate_l_quantity_idx,677508,3547413,3271590,498718,2623635
1653668521.996461,public,lineitem,lineitem_l_partkey_l_quantity_l_shipmode_idx,0,0,0,167608,231131
1653668521.996461,public,lineitem,lineitem_l_shipdate_idx,0,0,0,8,123039
1653668521.996461,public,lineitem,lineitem_l_orderkey_idx_part2,0,0,0,76,21436
1653668521.996461,public,lineitem,lineitem_l_orderkey_l_suppkey_idx,0,0,0,458,151561
1653668521.996461,public,lineitem,lineitem_l_orderkey_idx_l_returnflag,0,0,0,92,44508
1653668521.996461,pg_toast,pg_toast_1255,pg_toast_1255_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_1247,pg_toast_1247_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2604,pg_toast_2604_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2606,pg_toast_2606_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2612,pg_toast_2612_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2600,pg_toast_2600_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2619,pg_toast_2619_index,1069,1831,1831,545,1494
1653668521.996461,pg_toast,pg_toast_3381,pg_toast_3381_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3429,pg_toast_3429_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2618,pg_toast_2618_index,1116,3906,3906,218,1670
1653668521.996461,pg_toast,pg_toast_2620,pg_toast_2620_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3466,pg_toast_3466_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2609,pg_toast_2609_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2615,pg_toast_2615_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_1262,pg_toast_1262_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2964,pg_toast_2964_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_1213,pg_toast_1213_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_1260,pg_toast_1260_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2396,pg_toast_2396_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3600,pg_toast_3600_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3079,pg_toast_3079_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_2328,pg_toast_2328_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_1417,pg_toast_1417_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_1418,pg_toast_1418_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3118,pg_toast_3118_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3256,pg_toast_3256_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_6000,pg_toast_6000_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_826,pg_toast_826_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3394,pg_toast_3394_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3596,pg_toast_3596_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3592,pg_toast_3592_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3456,pg_toast_3456_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_3350,pg_toast_3350_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_6100,pg_toast_6100_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_authid,pg_authid_oid_index,11141,11141,11141,1903,20379
1653668521.996461,pg_catalog,pg_authid,pg_authid_rolname_index,9309,9309,9309,1912,16706
1653668521.996461,pg_toast,pg_toast_18172,pg_toast_18172_index,0,0,0,1,0
1653668521.996461,public,supplier,pk_supplier,3296200,3296200,3296182,11596,6580810
1653668521.996461,public,supplier,supplier_s_suppkey_idx_like,0,0,0,4,0
1653668521.996461,public,supplier,supplier_s_nationkey_s_suppkey_idx,0,0,0,4,0
1653668521.996461,public,nation,pk_nation,24852,24852,24840,7,24849
1653668521.996461,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_index,0,0,0,0,0
1653668521.996461,pg_toast,pg_toast_18177,pg_toast_18177_index,0,0,0,1,0
1653668521.996461,public,part,pk_part,164781,164781,164765,19801,474547
1653668521.996461,public,part,part_p_type_p_partkey_idx,0,0,0,4,1
1653668521.996461,public,part,part_ios_test1,1,40133,40133,288,1
1653668521.996461,public,part,part_p_container_p_brand_p_partkey_idx,0,0,0,4,1
1653668521.996461,public,part,part_p_size_idx,0,0,0,1,10
1653668521.996461,public,region,pk_region,4,4,0,3,3
1653668521.996461,pg_toast,pg_toast_18182,pg_toast_18182_index,0,0,0,1,0
1653668521.996461,public,partsupp,pk_partsupp,6224,24854,24840,4268,14451
1653668521.996461,public,partsupp,partsupp_ps_suppkey_idx,24095,1844512,1844494,9554,62735
1653668521.996461,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_subscription,pg_subscription_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_subscription,pg_subscription_subname_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,309060,744375,744375,5989,634228
1653668521.996461,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,891,891,891,474,10856
1653668521.996461,pg_catalog,pg_proc,pg_proc_oid_index,54236,54236,54236,7120,109165
1653668521.996461,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,4928,28845,28845,3689,10895
1653668521.996461,pg_catalog,pg_class,pg_class_oid_index,253462,252560,227447,3493,517033
1653668521.996461,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,0,0,0,460,2803
1653668521.996461,pg_catalog,pg_class,pg_class_relname_nsp_index,24976,13093,12633,3432,56049
1653668521.996461,pg_catalog,pg_attrdef,pg_attrdef_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_constraint,pg_constraint_oid_index,216,104,104,34,512
1653668521.996461,pg_catalog,pg_constraint,pg_constraint_conparentid_index,0,0,0,28,198
1653668521.996461,pg_catalog,pg_constraint,pg_constraint_contypid_index,0,0,0,28,198
1653668521.996461,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,908,908,908,597,1179
1653668521.996461,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,0,0,0,28,198
1653668521.996461,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,894,0,0,118,1670
1653668521.996461,pg_catalog,pg_inherits,pg_inherits_parent_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_index,pg_index_indexrelid_index,86536,86615,86182,1867,96815
1653668521.996461,pg_catalog,pg_index,pg_index_indrelid_index,18828,51846,51510,1989,22972
1653668521.996461,pg_catalog,pg_operator,pg_operator_oid_index,26114,26114,26114,3504,54761
1653668521.996461,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,19100,184744,184744,4341,39560
1653668521.996461,pg_catalog,pg_opfamily,pg_opfamily_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_opclass,pg_opclass_oid_index,48154,48154,48154,1965,57573
1653668521.996461,pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,15367,658171,658171,1506,17417
1653668521.996461,pg_catalog,pg_am,pg_am_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_am,pg_am_name_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_amop,pg_amop_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_amop,pg_amop_opr_fam_index,33379,115240,115240,4284,69919
1653668521.996461,pg_catalog,pg_amop,pg_amop_fam_strat_index,36888,36888,36888,2282,74689
1653668521.996461,pg_catalog,pg_amproc,pg_amproc_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,50006,124880,124880,3694,107707
1653668521.996461,pg_catalog,pg_language,pg_language_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_language,pg_language_name_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,0,0,0,0,0
1653668521.996461,pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,4669,4669,4669,1567,6827
