stream,query,template,s_time,e_time,elapsed_time,diff_time
8,28,../query_variants/query36a.tpl,2024-06-27 07:12:15,2024-06-27 07:12:16,00:00:01.074078,1.074078
8,29,query61.tpl,2024-06-27 07:12:16,2024-06-27 07:12:16,00:00:00.003633,0.003633
8,30,query41.tpl,2024-06-27 07:12:16,2024-06-27 07:12:17,00:00:00.93936,0.939360
8,31,query35.tpl,2024-06-27 07:12:17,2024-06-27 07:12:18,00:00:00.549671,0.549671
8,32,query50.tpl,2024-06-27 07:12:18,2024-06-27 07:12:18,00:00:00.045402,0.045402
8,33,query65.tpl,2024-06-27 07:12:18,2024-06-27 07:12:19,00:00:01.089556,1.089556
8,34,query51.tpl,2024-06-27 07:12:19,2024-06-27 07:12:20,00:00:01.429931,1.429931
8,35,query78.tpl,2024-06-27 07:12:20,2024-06-27 07:12:23,00:00:02.980419,2.980419
8,36,../query_postgresql/query21.tpl,2024-06-27 07:12:23,2024-06-27 07:12:24,00:00:00.660654,0.660654
8,37,query67.tpl,2024-06-27 07:12:24,2024-06-27 07:12:26,00:00:02.069064,2.069064
8,38,query22.tpl,2024-06-27 07:12:26,2024-06-27 07:12:31,00:00:04.951224,4.951224
8,39,query81.tpl,2024-06-27 07:12:31,2024-06-27 07:13:43,00:01:12.181031,72.181031
8,40,query93.tpl,2024-06-27 07:13:43,2024-06-27 07:13:43,00:00:00.001022,0.001022
8,41,query25.tpl,2024-06-27 07:13:43,2024-06-27 07:13:45,00:00:01.513556,1.513556
8,42,query26.tpl,2024-06-27 07:13:45,2024-06-27 07:13:45,00:00:00.647562,0.647562
8,43,query90.tpl,2024-06-27 07:13:45,2024-06-27 07:13:45,00:00:00.018878,0.018878
8,44,query74.tpl,2024-06-27 07:13:45,2024-06-27 07:24:44,00:10:58.812071,658.812071
6,35,query26.tpl,2024-06-27 07:59:28,2024-06-27 07:59:28,00:00:00.637209,0.637209
6,36,query69.tpl,2024-06-27 07:59:28,2024-06-27 07:59:28,00:00:00.010654,0.010654
6,37,query47.tpl,2024-06-27 07:59:28,2024-06-27 07:59:30,00:00:01.777219,1.777219
6,38,../query_postgresql/query82.tpl,2024-06-27 07:59:30,2024-06-27 07:59:30,00:00:00.014507,0.014507
6,39,query31.tpl,2024-06-27 07:59:30,2024-06-27 07:59:41,00:00:11.238659,11.238659
6,40,query59.tpl,2024-06-27 07:59:41,2024-06-27 07:59:42,00:00:00.908372,0.908372
6,41,../query_postgresql/query49.tpl,2024-06-27 07:59:42,2024-06-27 07:59:42,00:00:00.11148,0.111480
6,42,query33.tpl,2024-06-27 07:59:42,2024-06-27 07:59:43,00:00:00.162631,0.162631
6,43,../query_postgresql/query86.tpl,2024-06-27 07:59:43,2024-06-27 07:59:43,00:00:00.292285,0.292285
6,44,query99.tpl,2024-06-27 07:59:43,2024-06-27 07:59:43,00:00:00.398777,0.398777
5,21,../query_variants/query36a.tpl,2024-06-27 08:13:03,2024-06-27 08:13:04,00:00:01.081642,1.081642
5,22,../query_postgresql/query77.tpl,2024-06-27 08:13:04,2024-06-27 08:13:04,00:00:00.220615,0.220615
5,23,query90.tpl,2024-06-27 08:13:04,2024-06-27 08:13:04,00:00:00.018279,0.018279
5,24,query76.tpl,2024-06-27 08:13:04,2024-06-27 08:13:05,00:00:00.490374,0.490374
5,25,query58.tpl,2024-06-27 08:13:05,2024-06-27 08:13:05,00:00:00.08147,0.081470
5,26,query71.tpl,2024-06-27 08:13:05,2024-06-27 08:13:05,00:00:00.343327,0.343327
5,27,../query_postgresql/query80.tpl,2024-06-27 08:13:05,2024-06-27 08:13:05,00:00:00.269248,0.269248
5,28,query69.tpl,2024-06-27 08:13:05,2024-06-27 08:13:06,00:00:00.123736,0.123736
5,29,query54.tpl,2024-06-27 08:13:06,2024-06-27 08:13:06,00:00:00.182752,0.182752
7,19,../query_postgresql/query98.tpl,2024-06-27 08:14:36,2024-06-27 08:14:36,00:00:00.126746,0.126746
7,20,query79.tpl,2024-06-27 08:14:36,2024-06-27 08:14:36,00:00:00.193123,0.193123
7,21,query69.tpl,2024-06-27 08:14:36,2024-06-27 08:14:36,00:00:00.010864,0.010864
7,22,query72.tpl,2024-06-27 08:14:36,2024-06-27 08:14:37,00:00:00.515946,0.515946
7,23,query45.tpl,2024-06-27 08:14:37,2024-06-27 08:14:37,00:00:00.115232,0.115232
7,24,query48.tpl,2024-06-27 08:14:37,2024-06-27 08:14:37,00:00:00.453709,0.453709
7,25,../query_postgresql/query80.tpl,2024-06-27 08:14:37,2024-06-27 08:14:38,00:00:00.266055,0.266055
7,26,../query_postgresql/query20.tpl,2024-06-27 08:14:38,2024-06-27 08:14:38,00:00:00.050452,0.050452
7,27,../query_postgresql/query2.tpl,2024-06-27 08:14:38,2024-06-27 08:14:38,00:00:00.749385,0.749385
7,28,../query_postgresql/query21.tpl,2024-06-27 08:14:38,2024-06-27 08:14:39,00:00:00.63032,0.630320
7,29,query97.tpl,2024-06-27 08:14:39,2024-06-27 08:14:40,00:00:00.951793,0.951793
7,30,query62.tpl,2024-06-27 08:14:40,2024-06-27 08:14:40,00:00:00.22916,0.229160
7,31,query47.tpl,2024-06-27 08:14:40,2024-06-27 08:14:42,00:00:01.919613,1.919613
7,32,query60.tpl,2024-06-27 08:14:42,2024-06-27 08:14:42,00:00:00.426574,0.426574
7,33,query71.tpl,2024-06-27 08:14:42,2024-06-27 08:14:43,00:00:00.351753,0.351753
7,34,query46.tpl,2024-06-27 08:14:43,2024-06-27 08:14:43,00:00:00.480818,0.480818
7,35,query10.tpl,2024-06-27 08:14:43,2024-06-27 08:14:52,00:00:08.705432,8.705432
7,36,../query_postgresql/query14.tpl,2024-06-27 08:14:52,2024-06-27 08:15:21,00:00:29.243542,29.243542
7,37,query35.tpl,2024-06-27 08:15:21,2024-06-27 08:15:22,00:00:00.537986,0.537986
7,38,query55.tpl,2024-06-27 08:15:22,2024-06-27 08:15:22,00:00:00.021085,0.021085
7,39,../query_postgresql/query37.tpl,2024-06-27 08:15:22,2024-06-27 08:15:22,00:00:00.007692,0.007692
7,40,query52.tpl,2024-06-27 08:15:22,2024-06-27 08:15:22,00:00:00.171033,0.171033
7,41,query9.tpl,2024-06-27 08:15:22,2024-06-27 08:15:24,00:00:02.249492,2.249492
7,42,query85.tpl,2024-06-27 08:15:24,2024-06-27 08:15:24,00:00:00.130869,0.130869
7,43,../query_postgresql/query40.tpl,2024-06-27 08:15:24,2024-06-27 08:15:24,00:00:00.061209,0.061209
7,9,query6.tpl,2024-06-27 07:11:42,2024-06-27 07:13:36,00:01:54.636635,114.636635
7,10,query64.tpl,2024-06-27 07:13:36,2024-06-27 07:13:37,00:00:00.541172,0.541172
7,11,query30.tpl,2024-06-27 07:13:37,2024-06-27 07:13:53,00:00:15.956665,15.956665
7,12,query34.tpl,2024-06-27 07:13:53,2024-06-27 07:13:53,00:00:00.378722,0.378722
7,13,query13.tpl,2024-06-27 07:13:53,2024-06-27 07:13:54,00:00:00.299871,0.299871
7,14,query28.tpl,2024-06-27 07:13:54,2024-06-27 07:13:55,00:00:01.573015,1.573015
7,15,../query_postgresql/query86.tpl,2024-06-27 07:13:55,2024-06-27 07:13:55,00:00:00.299317,0.299317
7,16,query84.tpl,2024-06-27 07:13:55,2024-06-27 07:13:56,00:00:00.085073,0.085073
7,17,query25.tpl,2024-06-27 07:13:56,2024-06-27 07:13:57,00:00:01.635901,1.635901
8,45,../query_postgresql/query92.tpl,2024-06-27 07:24:44,2024-06-27 07:24:44,00:00:00.020974,0.020974
8,46,query75.tpl,2024-06-27 07:24:44,2024-06-27 07:24:46,00:00:01.616726,1.616726
8,47,query10.tpl,2024-06-27 07:24:46,2024-06-27 07:24:54,00:00:07.738168,7.738168
8,48,query58.tpl,2024-06-27 07:24:54,2024-06-27 07:24:54,00:00:00.080759,0.080759
8,49,query6.tpl,2024-06-27 07:24:54,2024-06-27 07:26:26,00:01:32.463897,92.463897
8,50,query47.tpl,2024-06-27 07:26:26,2024-06-27 07:26:28,00:00:01.917371,1.917371
8,71,query89.tpl,2024-06-27 08:01:47,2024-06-27 08:01:48,00:00:00.626566,0.626566
8,72,query56.tpl,2024-06-27 08:01:48,2024-06-27 08:01:48,00:00:00.490765,0.490765
8,73,query46.tpl,2024-06-27 08:01:48,2024-06-27 08:01:49,00:00:00.486169,0.486169
8,74,query19.tpl,2024-06-27 08:01:49,2024-06-27 08:01:49,00:00:00.207388,0.207388
8,75,query62.tpl,2024-06-27 08:01:49,2024-06-27 08:01:49,00:00:00.231723,0.231723
8,76,query8.tpl,2024-06-27 08:01:49,2024-06-27 08:01:49,00:00:00.125235,0.125235
8,77,query96.tpl,2024-06-27 08:01:49,2024-06-27 08:01:50,00:00:00.318434,0.318434
8,78,query1.tpl,2024-06-27 08:01:50,2024-06-27 08:05:15,00:03:25.493364,205.493364
8,79,../query_postgresql/query23.tpl,2024-06-27 08:05:15,2024-06-27 08:05:25,00:00:09.348608,9.348608
8,80,query88.tpl,2024-06-27 08:05:25,2024-06-27 08:05:27,00:00:02.103771,2.103771
8,81,../query_postgresql/query82.tpl,2024-06-27 08:05:27,2024-06-27 08:05:27,00:00:00.013542,0.013542
8,82,query87.tpl,2024-06-27 08:05:27,2024-06-27 08:05:29,00:00:02.176912,2.176912
8,83,query43.tpl,2024-06-27 08:05:29,2024-06-27 08:05:29,00:00:00.534341,0.534341
8,84,query53.tpl,2024-06-27 08:05:29,2024-06-27 08:05:30,00:00:00.210331,0.210331
8,85,../query_postgresql/query20.tpl,2024-06-27 08:05:30,2024-06-27 08:05:30,00:00:00.048953,0.048953
8,86,query52.tpl,2024-06-27 08:05:30,2024-06-27 08:05:30,00:00:00.182033,0.182033
8,87,query83.tpl,2024-06-27 08:05:30,2024-06-27 08:05:30,00:00:00.069357,0.069357
8,88,query38.tpl,2024-06-27 08:05:30,2024-06-27 08:05:32,00:00:02.183596,2.183596
8,89,query68.tpl,2024-06-27 08:05:32,2024-06-27 08:05:32,00:00:00.263721,0.263721
5,30,../query_postgresql/query92.tpl,2024-06-27 08:13:06,2024-06-27 08:13:06,00:00:00.019967,0.019967
5,31,query61.tpl,2024-06-27 08:13:06,2024-06-27 08:13:06,00:00:00.003515,0.003515
5,32,query53.tpl,2024-06-27 08:13:06,2024-06-27 08:13:06,00:00:00.210965,0.210965
5,33,query87.tpl,2024-06-27 08:13:06,2024-06-27 08:13:08,00:00:02.197452,2.197452
5,34,query68.tpl,2024-06-27 08:13:08,2024-06-27 08:13:08,00:00:00.263176,0.263176
5,35,query85.tpl,2024-06-27 08:13:08,2024-06-27 08:13:09,00:00:00.12978,0.129780
5,36,query28.tpl,2024-06-27 08:13:09,2024-06-27 08:13:10,00:00:01.569855,1.569855
5,37,query42.tpl,2024-06-27 08:13:10,2024-06-27 08:13:10,00:00:00.190374,0.190374
5,38,query67.tpl,2024-06-27 08:13:10,2024-06-27 08:13:12,00:00:02.067553,2.067553
5,39,query50.tpl,2024-06-27 08:13:12,2024-06-27 08:13:12,00:00:00.033322,0.033322
5,40,query30.tpl,2024-06-27 08:13:12,2024-06-27 08:13:27,00:00:14.999038,14.999038
5,41,query48.tpl,2024-06-27 08:13:27,2024-06-27 08:13:28,00:00:00.458344,0.458344
5,42,query22.tpl,2024-06-27 08:13:28,2024-06-27 08:13:33,00:00:04.801804,4.801804
7,18,query4.tpl,2024-06-27 07:13:57,2024-06-27 08:14:36,01:00:38.631692,3638.631692
7,44,query76.tpl,2024-06-27 08:15:24,2024-06-27 08:15:25,00:00:00.463517,0.463517
7,45,query44.tpl,2024-06-27 08:15:25,2024-06-27 08:15:25,00:00:00.249991,0.249991
7,46,query3.tpl,2024-06-27 08:15:25,2024-06-27 08:15:25,00:00:00.019054,0.019054
7,47,query26.tpl,2024-06-27 08:15:25,2024-06-27 08:15:26,00:00:00.63116,0.631160
7,48,query19.tpl,2024-06-27 08:15:26,2024-06-27 08:15:26,00:00:00.195677,0.195677
7,49,query58.tpl,2024-06-27 08:15:26,2024-06-27 08:15:26,00:00:00.081129,0.081129
7,50,query42.tpl,2024-06-27 08:15:26,2024-06-27 08:15:26,00:00:00.178971,0.178971
7,51,query75.tpl,2024-06-27 08:15:26,2024-06-27 08:15:28,00:00:01.599342,1.599342
7,52,query17.tpl,2024-06-27 08:15:28,2024-06-27 08:15:31,00:00:02.693884,2.693884
7,53,query38.tpl,2024-06-27 08:15:31,2024-06-27 08:15:33,00:00:02.183968,2.183968
7,54,../query_postgresql/query82.tpl,2024-06-27 08:15:33,2024-06-27 08:15:33,00:00:00.010106,0.010106
7,55,query87.tpl,2024-06-27 08:15:33,2024-06-27 08:15:35,00:00:02.191342,2.191342
7,56,query43.tpl,2024-06-27 08:15:35,2024-06-27 08:15:36,00:00:00.529703,0.529703
8,90,query4.tpl,2024-06-27 08:05:32,2024-06-27 09:05:30,00:59:57.3349,3597.334900
6,95,../query_postgresql/query40.tpl,2024-06-27 09:05:49,2024-06-27 09:05:49,00:00:00.062259,0.062259
6,96,../query_postgresql/query70.tpl,2024-06-27 09:05:49,2024-06-27 09:05:50,00:00:01.03601,1.036010
6,97,query55.tpl,2024-06-27 09:05:50,2024-06-27 09:05:50,00:00:00.185257,0.185257
6,98,query60.tpl,2024-06-27 09:05:50,2024-06-27 09:05:51,00:00:00.396001,0.396001
6,99,../query_postgresql/query16.tpl,2024-06-27 09:05:51,2024-06-27 09:05:51,00:00:00.531014,0.531014
5,43,query11.tpl,2024-06-27 08:13:33,2024-06-27 08:47:51,00:34:18.202192,2058.202192
5,44,../query_postgresql/query94.tpl,2024-06-27 08:47:51,2024-06-27 08:47:51,00:00:00.155111,0.155111
5,72,query1.tpl,2024-06-27 09:03:16,2024-06-27 09:06:39,00:03:22.217799,202.217799
5,73,../query_postgresql/query95.tpl,2024-06-27 09:06:39,2024-06-27 09:07:13,00:00:34.357796,34.357796
5,74,query27.tpl,2024-06-27 09:07:13,2024-06-27 09:07:14,00:00:00.881599,0.881599
5,75,query44.tpl,2024-06-27 09:07:14,2024-06-27 09:07:14,00:00:00.246043,0.246043
5,76,../query_postgresql/query16.tpl,2024-06-27 09:07:14,2024-06-27 09:07:15,00:00:00.435835,0.435835
5,77,query64.tpl,2024-06-27 09:07:15,2024-06-27 09:07:15,00:00:00.53252,0.532520
5,78,../query_postgresql/query20.tpl,2024-06-27 09:07:15,2024-06-27 09:07:15,00:00:00.046392,0.046392
5,79,query43.tpl,2024-06-27 09:07:15,2024-06-27 09:07:16,00:00:00.533451,0.533451
5,80,../query_postgresql/query5.tpl,2024-06-27 09:07:16,2024-06-27 09:07:18,00:00:02.492876,2.492876
5,81,query47.tpl,2024-06-27 09:07:18,2024-06-27 09:07:20,00:00:01.776,1.776000
5,82,query10.tpl,2024-06-27 09:07:20,2024-06-27 09:07:28,00:00:07.879011,7.879011
5,83,../query_postgresql/query70.tpl,2024-06-27 09:07:28,2024-06-27 09:07:29,00:00:01.031878,1.031878
5,84,query39.tpl,2024-06-27 09:07:29,2024-06-27 09:07:34,00:00:05.373301,5.373301
5,85,query72.tpl,2024-06-27 09:07:34,2024-06-27 09:07:35,00:00:00.486782,0.486782
5,86,query75.tpl,2024-06-27 09:07:35,2024-06-27 09:07:36,00:00:01.593445,1.593445
5,87,../query_postgresql/query12.tpl,2024-06-27 09:07:36,2024-06-27 09:07:36,00:00:00.027386,0.027386
5,88,../query_postgresql/query37.tpl,2024-06-27 09:07:36,2024-06-27 09:07:36,00:00:00.006613,0.006613
5,89,query15.tpl,2024-06-27 09:07:36,2024-06-27 09:07:37,00:00:00.155191,0.155191
5,90,query59.tpl,2024-06-27 09:07:37,2024-06-27 09:07:37,00:00:00.918894,0.918894
5,91,query91.tpl,2024-06-27 09:07:37,2024-06-27 09:07:37,00:00:00.020805,0.020805
5,92,query99.tpl,2024-06-27 09:07:37,2024-06-27 09:07:38,00:00:00.394724,0.394724
5,93,query41.tpl,2024-06-27 09:07:38,2024-06-27 09:07:39,00:00:00.91204,0.912040
5,94,query9.tpl,2024-06-27 09:07:39,2024-06-27 09:07:41,00:00:02.22505,2.225050
5,95,../query_postgresql/query86.tpl,2024-06-27 09:07:41,2024-06-27 09:07:41,00:00:00.297761,0.297761
5,96,query34.tpl,2024-06-27 09:07:41,2024-06-27 09:07:42,00:00:00.386781,0.386781
5,97,../query_postgresql/query82.tpl,2024-06-27 09:07:42,2024-06-27 09:07:42,00:00:00.008257,0.008257
5,98,query29.tpl,2024-06-27 09:07:42,2024-06-27 09:07:43,00:00:01.079965,1.079965
5,99,query25.tpl,2024-06-27 09:07:43,2024-06-27 09:07:45,00:00:01.783713,1.783713
5,45,query93.tpl,2024-06-27 08:47:51,2024-06-27 08:47:51,00:00:00.094993,0.094993
5,46,query18.tpl,2024-06-27 08:47:51,2024-06-27 08:47:52,00:00:00.749161,0.749161
5,47,query33.tpl,2024-06-27 08:47:52,2024-06-27 08:47:52,00:00:00.15285,0.152850
5,48,query63.tpl,2024-06-27 08:47:52,2024-06-27 08:47:52,00:00:00.181208,0.181208
5,49,query8.tpl,2024-06-27 08:47:52,2024-06-27 08:47:52,00:00:00.235405,0.235405
5,50,query97.tpl,2024-06-27 08:47:52,2024-06-27 08:47:53,00:00:00.953061,0.953061
5,51,query45.tpl,2024-06-27 08:47:53,2024-06-27 08:47:54,00:00:00.113344,0.113344
5,52,query62.tpl,2024-06-27 08:47:54,2024-06-27 08:47:54,00:00:00.226252,0.226252
5,53,query81.tpl,2024-06-27 08:47:54,2024-06-27 08:49:04,00:01:10.578169,70.578169
5,54,query35.tpl,2024-06-27 08:49:04,2024-06-27 08:49:05,00:00:00.541751,0.541751
5,55,query78.tpl,2024-06-27 08:49:05,2024-06-27 08:49:07,00:00:02.592528,2.592528
5,56,query57.tpl,2024-06-27 08:49:07,2024-06-27 08:49:09,00:00:01.585891,1.585891
5,57,query46.tpl,2024-06-27 08:49:09,2024-06-27 08:49:10,00:00:00.489658,0.489658
5,58,../query_postgresql/query32.tpl,2024-06-27 08:49:10,2024-06-27 08:49:10,00:00:00.024986,0.024986
5,59,query24.tpl,2024-06-27 08:49:10,2024-06-27 08:49:11,00:00:01.179263,1.179263
5,60,query38.tpl,2024-06-27 08:49:11,2024-06-27 08:49:13,00:00:02.202032,2.202032
5,61,query55.tpl,2024-06-27 08:49:13,2024-06-27 08:49:13,00:00:00.049217,0.049217
7,57,query11.tpl,2024-06-27 08:15:36,2024-06-27 08:49:47,00:34:11.290153,2051.290153
7,58,../query_postgresql/query5.tpl,2024-06-27 08:49:47,2024-06-27 08:49:49,00:00:02.466611,2.466611
7,59,query41.tpl,2024-06-27 08:49:49,2024-06-27 08:49:50,00:00:00.93497,0.934970
7,60,query61.tpl,2024-06-27 08:49:50,2024-06-27 08:49:50,00:00:00.003904,0.003904
7,61,query33.tpl,2024-06-27 08:49:50,2024-06-27 08:49:50,00:00:00.151731,0.151731
7,62,../query_postgresql/query49.tpl,2024-06-27 08:49:50,2024-06-27 08:49:50,00:00:00.115271,0.115271
7,63,query7.tpl,2024-06-27 08:49:50,2024-06-27 08:49:51,00:00:00.958204,0.958204
7,64,query73.tpl,2024-06-27 08:49:51,2024-06-27 08:49:52,00:00:00.192633,0.192633
7,65,query89.tpl,2024-06-27 08:49:52,2024-06-27 08:49:52,00:00:00.685397,0.685397
7,66,query81.tpl,2024-06-27 08:49:52,2024-06-27 08:50:05,00:00:12.807905,12.807905
7,67,query78.tpl,2024-06-27 08:50:05,2024-06-27 08:50:08,00:00:02.586815,2.586815
7,68,query18.tpl,2024-06-27 08:50:08,2024-06-27 08:50:08,00:00:00.733173,0.733173
7,69,../query_variants/query36a.tpl,2024-06-27 08:50:08,2024-06-27 08:50:10,00:00:01.072607,1.072607
7,70,query51.tpl,2024-06-27 08:50:10,2024-06-27 08:50:11,00:00:01.414193,1.414193
7,71,query56.tpl,2024-06-27 08:50:11,2024-06-27 08:50:11,00:00:00.463136,0.463136
7,72,query83.tpl,2024-06-27 08:50:11,2024-06-27 08:50:11,00:00:00.060547,0.060547
7,73,../query_postgresql/query23.tpl,2024-06-27 08:50:11,2024-06-27 08:50:21,00:00:09.352059,9.352059
7,74,query8.tpl,2024-06-27 08:50:21,2024-06-27 08:50:21,00:00:00.128735,0.128735
7,75,query24.tpl,2024-06-27 08:50:21,2024-06-27 08:50:23,00:00:01.602264,1.602264
7,76,query63.tpl,2024-06-27 08:50:23,2024-06-27 08:50:23,00:00:00.213713,0.213713
7,77,query1.tpl,2024-06-27 08:50:23,2024-06-27 08:53:46,00:03:23.491811,203.491811
7,78,../query_postgresql/query12.tpl,2024-06-27 08:53:46,2024-06-27 08:53:46,00:00:00.027122,0.027122
7,79,query68.tpl,2024-06-27 08:53:46,2024-06-27 08:53:47,00:00:00.268372,0.268372
7,80,query66.tpl,2024-06-27 08:53:47,2024-06-27 08:53:47,00:00:00.409942,0.409942
7,81,query67.tpl,2024-06-27 08:53:47,2024-06-27 08:53:49,00:00:02.012178,2.012178
7,82,../query_postgresql/query77.tpl,2024-06-27 08:53:49,2024-06-27 08:53:49,00:00:00.21944,0.219440
7,83,query15.tpl,2024-06-27 08:53:49,2024-06-27 08:53:49,00:00:00.154537,0.154537
7,84,query88.tpl,2024-06-27 08:53:49,2024-06-27 08:53:51,00:00:02.090901,2.090901
7,85,query65.tpl,2024-06-27 08:53:51,2024-06-27 08:53:52,00:00:01.051822,1.051822
7,86,query59.tpl,2024-06-27 08:53:52,2024-06-27 08:53:53,00:00:00.914282,0.914282
7,87,query96.tpl,2024-06-27 08:53:53,2024-06-27 08:53:54,00:00:00.31828,0.318280
7,88,query54.tpl,2024-06-27 08:53:54,2024-06-27 08:53:54,00:00:00.408499,0.408499
7,89,../query_postgresql/query95.tpl,2024-06-27 08:53:54,2024-06-27 08:55:05,00:01:10.901459,70.901459
7,90,query93.tpl,2024-06-27 08:55:05,2024-06-27 08:55:05,00:00:00.09481,0.094810
7,91,query91.tpl,2024-06-27 08:55:05,2024-06-27 08:55:05,00:00:00.021986,0.021986
6,45,query4.tpl,2024-06-27 07:59:43,2024-06-27 09:00:10,01:00:26.890635,3626.890635
6,46,query45.tpl,2024-06-27 09:00:10,2024-06-27 09:00:10,00:00:00.115618,0.115618
7,92,query74.tpl,2024-06-27 08:55:05,2024-06-27 09:08:13,00:13:07.783604,787.783604
6,47,query85.tpl,2024-06-27 09:00:10,2024-06-27 09:00:10,00:00:00.13083,0.130830
6,48,query8.tpl,2024-06-27 09:00:10,2024-06-27 09:00:11,00:00:00.125543,0.125543
6,49,query19.tpl,2024-06-27 09:00:11,2024-06-27 09:00:11,00:00:00.187657,0.187657
6,50,query61.tpl,2024-06-27 09:00:11,2024-06-27 09:00:11,00:00:00.003539,0.003539
6,51,query3.tpl,2024-06-27 09:00:11,2024-06-27 09:00:11,00:00:00.020504,0.020504
6,52,query41.tpl,2024-06-27 09:00:11,2024-06-27 09:00:12,00:00:01.002295,1.002295
6,53,query54.tpl,2024-06-27 09:00:12,2024-06-27 09:00:12,00:00:00.408344,0.408344
6,54,query67.tpl,2024-06-27 09:00:12,2024-06-27 09:00:14,00:00:01.683099,1.683099
6,55,../query_postgresql/query77.tpl,2024-06-27 09:00:14,2024-06-27 09:00:14,00:00:00.230735,0.230735
6,56,query15.tpl,2024-06-27 09:00:14,2024-06-27 09:00:14,00:00:00.156844,0.156844
6,57,query51.tpl,2024-06-27 09:00:14,2024-06-27 09:00:16,00:00:01.42505,1.425050
6,58,../query_postgresql/query98.tpl,2024-06-27 09:00:16,2024-06-27 09:00:16,00:00:00.124127,0.124127
6,59,query62.tpl,2024-06-27 09:00:16,2024-06-27 09:00:16,00:00:00.212656,0.212656
6,60,query97.tpl,2024-06-27 09:00:16,2024-06-27 09:00:17,00:00:00.951951,0.951951
6,61,query22.tpl,2024-06-27 09:00:17,2024-06-27 09:00:22,00:00:04.896666,4.896666
6,62,query48.tpl,2024-06-27 09:00:22,2024-06-27 09:00:22,00:00:00.459972,0.459972
6,63,../query_postgresql/query2.tpl,2024-06-27 09:00:22,2024-06-27 09:00:23,00:00:00.752223,0.752223
6,64,query79.tpl,2024-06-27 09:00:23,2024-06-27 09:00:23,00:00:00.230143,0.230143
6,65,query56.tpl,2024-06-27 09:00:23,2024-06-27 09:00:24,00:00:00.509521,0.509521
6,66,../query_postgresql/query37.tpl,2024-06-27 09:00:24,2024-06-27 09:00:24,00:00:00.007977,0.007977
6,67,query10.tpl,2024-06-27 09:00:24,2024-06-27 09:00:32,00:00:07.963811,7.963811
6,68,query90.tpl,2024-06-27 09:00:32,2024-06-27 09:00:32,00:00:00.018677,0.018677
6,69,../query_postgresql/query21.tpl,2024-06-27 09:00:32,2024-06-27 09:00:33,00:00:00.653228,0.653228
6,70,query46.tpl,2024-06-27 09:00:33,2024-06-27 09:00:33,00:00:00.488179,0.488179
6,71,query83.tpl,2024-06-27 09:00:33,2024-06-27 09:00:33,00:00:00.067126,0.067126
6,72,query96.tpl,2024-06-27 09:00:33,2024-06-27 09:00:33,00:00:00.314432,0.314432
6,73,query68.tpl,2024-06-27 09:00:33,2024-06-27 09:00:34,00:00:00.262962,0.262962
6,74,query63.tpl,2024-06-27 09:00:34,2024-06-27 09:00:34,00:00:00.210288,0.210288
6,75,../query_postgresql/query92.tpl,2024-06-27 09:00:34,2024-06-27 09:00:34,00:00:00.019804,0.019804
6,76,query27.tpl,2024-06-27 09:00:34,2024-06-27 09:00:35,00:00:00.88914,0.889140
6,77,../query_postgresql/query12.tpl,2024-06-27 09:00:35,2024-06-27 09:00:35,00:00:00.028913,0.028913
6,78,query64.tpl,2024-06-27 09:00:35,2024-06-27 09:00:35,00:00:00.529969,0.529969
6,79,../query_postgresql/query95.tpl,2024-06-27 09:00:35,2024-06-27 09:00:49,00:00:13.62614,13.626140
6,80,query39.tpl,2024-06-27 09:00:49,2024-06-27 09:00:54,00:00:05.156809,5.156809
6,81,query35.tpl,2024-06-27 09:00:54,2024-06-27 09:00:55,00:00:00.539862,0.539862
6,82,query78.tpl,2024-06-27 09:00:55,2024-06-27 09:00:57,00:00:02.582092,2.582092
6,83,query57.tpl,2024-06-27 09:00:57,2024-06-27 09:00:59,00:00:01.577146,1.577146
6,84,query66.tpl,2024-06-27 09:00:59,2024-06-27 09:00:59,00:00:00.409855,0.409855
6,85,query71.tpl,2024-06-27 09:00:59,2024-06-27 09:01:00,00:00:00.329676,0.329676
6,86,query30.tpl,2024-06-27 09:01:00,2024-06-27 09:01:14,00:00:14.868954,14.868954
5,62,query74.tpl,2024-06-27 08:49:13,2024-06-27 09:02:22,00:13:08.786222,788.786222
5,63,query84.tpl,2024-06-27 09:02:22,2024-06-27 09:02:22,00:00:00.086125,0.086125
5,64,query89.tpl,2024-06-27 09:02:22,2024-06-27 09:02:22,00:00:00.436711,0.436711
5,65,query83.tpl,2024-06-27 09:02:22,2024-06-27 09:02:22,00:00:00.065649,0.065649
5,66,query31.tpl,2024-06-27 09:02:22,2024-06-27 09:02:32,00:00:09.456749,9.456749
5,67,query26.tpl,2024-06-27 09:02:32,2024-06-27 09:02:32,00:00:00.641157,0.641157
5,68,../query_postgresql/query40.tpl,2024-06-27 09:02:32,2024-06-27 09:02:33,00:00:00.06163,0.061630
5,69,../query_postgresql/query14.tpl,2024-06-27 09:02:33,2024-06-27 09:03:07,00:00:34.263742,34.263742
5,70,../query_postgresql/query23.tpl,2024-06-27 09:03:07,2024-06-27 09:03:16,00:00:09.296724,9.296724
6,87,query1.tpl,2024-06-27 09:01:14,2024-06-27 09:04:33,00:03:18.957172,198.957172
7,93,../query_postgresql/query94.tpl,2024-06-27 09:08:13,2024-06-27 09:08:13,00:00:00.178938,0.178938
7,94,../query_postgresql/query16.tpl,2024-06-27 09:08:13,2024-06-27 09:08:15,00:00:01.782544,1.782544
