# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
potassium;60;1650902718;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902718;eth0;0.52;0.00;0.03;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902718;eth1;1525.12;1590.75;688.22;364.83;0.00;0.00;0.00;0.06
potassium;60;1650902778;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902778;eth0;0.52;0.00;0.03;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902778;eth1;1563.73;1629.10;702.21;373.08;0.00;0.00;0.00;0.06
potassium;60;1650902838;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902838;eth0;0.52;0.00;0.03;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902838;eth1;1741.53;1817.02;785.64;417.59;0.00;0.00;0.00;0.06
potassium;60;1650902898;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902898;eth0;0.52;0.00;0.03;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902898;eth1;1825.40;1903.30;822.74;437.33;0.00;0.00;0.00;0.07
potassium;60;1650902958;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902958;eth0;0.52;0.00;0.03;0.00;0.00;0.00;0.00;0.00
potassium;60;1650902958;eth1;1677.03;1747.93;755.65;401.38;0.00;0.00;0.00;0.06
