# hostname;interval;timestamp;pswpin/s;pswpout/s
potassium;60;1650902718;0.00;0.00
potassium;60;1650902778;0.00;0.00
potassium;60;1650902838;0.00;0.00
potassium;60;1650902898;0.00;0.00
potassium;60;1650902958;0.00;0.00
