# hostname;interval;timestamp;pswpin/s;pswpout/s
palamar;60;1719474908;0.00;0.00
palamar;60;1719474968;0.00;0.00
palamar;60;1719475028;0.00;0.00
palamar;60;1719475088;0.00;0.00
palamar;60;1719475148;0.00;0.00
palamar;60;1719475208;0.00;0.00
palamar;60;1719475268;0.00;0.00
palamar;60;1719475328;0.00;0.00
palamar;60;1719475388;0.00;0.00
palamar;60;1719475448;0.00;0.00
palamar;60;1719475508;0.00;0.00
palamar;60;1719475568;0.00;0.00
palamar;60;1719475628;0.00;0.00
palamar;60;1719475688;0.00;0.00
palamar;60;1719475748;0.00;0.00
palamar;60;1719475808;0.00;0.00
palamar;60;1719475868;0.00;0.00
palamar;60;1719475928;0.00;0.00
palamar;60;1719475988;0.00;0.00
palamar;60;1719476048;0.00;0.00
palamar;60;1719476108;0.00;0.00
palamar;60;1719476168;0.00;0.00
palamar;60;1719476228;0.00;0.00
palamar;60;1719476288;0.00;0.00
palamar;60;1719476348;0.00;0.00
palamar;60;1719476408;0.00;0.00
palamar;60;1719476468;0.00;0.00
palamar;60;1719476528;0.00;0.00
palamar;60;1719476588;0.00;0.00
palamar;60;1719476648;0.00;0.00
palamar;60;1719476708;0.00;0.00
palamar;60;1719476768;0.00;0.00
palamar;60;1719476828;0.00;0.00
palamar;60;1719476888;0.00;0.00
palamar;60;1719476948;0.00;0.00
palamar;60;1719477008;0.00;0.00
palamar;60;1719477068;0.00;0.00
palamar;60;1719477128;0.00;0.00
palamar;60;1719477188;0.00;0.00
palamar;60;1719477248;0.00;0.00
palamar;60;1719477308;0.00;0.00
palamar;60;1719477368;0.00;0.00
palamar;60;1719477428;0.00;0.00
palamar;60;1719477488;0.00;0.00
palamar;60;1719477548;0.00;0.00
palamar;60;1719477608;0.00;0.00
palamar;60;1719477668;0.00;0.00
palamar;60;1719477728;0.00;0.00
palamar;60;1719477788;0.00;0.00
palamar;60;1719477848;0.00;0.00
palamar;60;1719477908;0.00;0.00
palamar;60;1719477968;0.00;0.00
palamar;60;1719478028;0.00;0.00
palamar;60;1719478088;0.00;0.00
palamar;60;1719478148;0.00;0.00
palamar;60;1719478208;0.00;0.00
palamar;60;1719478268;0.00;0.00
palamar;60;1719478328;0.00;0.00
palamar;60;1719478388;0.00;0.00
palamar;60;1719478448;0.00;0.00
palamar;60;1719478508;0.00;0.00
palamar;60;1719478568;0.00;0.00
palamar;60;1719478628;0.00;0.00
palamar;60;1719478688;0.00;0.00
palamar;60;1719478748;0.00;0.00
palamar;60;1719478808;0.00;0.00
palamar;60;1719478868;0.00;0.00
palamar;60;1719478928;0.00;0.00
palamar;60;1719478988;0.00;0.00
palamar;60;1719479048;0.00;0.00
palamar;60;1719479108;0.00;0.00
palamar;60;1719479168;0.00;0.00
palamar;60;1719479228;0.00;0.00
palamar;60;1719479288;0.00;0.00
