ctime,wal_records,wal_fpi,wal_bytes,wal_buffers_full,wal_write,wal_sync,wal_write_time,wal_sync_time,stats_reset
1719472690.299702,400763034,81073345,1605135246907,17814247,19427900,1600095,0,0,2024-06-13 18:53:49.178489+00
1719472750.315478,400763034,81073345,1605135246907,17814247,19427900,1600095,0,0,2024-06-13 18:53:49.178489+00
1719472810.330151,400763034,81073345,1605135246907,17814247,19427900,1600095,0,0,2024-06-13 18:53:49.178489+00
1719472870.341522,400763034,81073345,1605135246907,17814247,19427900,1600095,0,0,2024-06-13 18:53:49.178489+00
1719472930.349703,400763034,81073345,1605135246907,17814247,19427900,1600095,0,0,2024-06-13 18:53:49.178489+00
1719472990.369757,400763034,81073345,1605135246907,17814247,19427900,1600095,0,0,2024-06-13 18:53:49.178489+00
1719473050.377198,400763034,81073345,1605135246907,17814247,19427900,1600095,0,0,2024-06-13 18:53:49.178489+00
1719473110.387133,400763059,81073345,1605135248407,17814247,19427913,1600108,0,0,2024-06-13 18:53:49.178489+00
1719473170.398158,400763060,81073345,1605135248457,17814247,19427914,1600109,0,0,2024-06-13 18:53:49.178489+00
1719473230.408223,400763100,81073346,1605135259377,17814247,19427930,1600125,0,0,2024-06-13 18:53:49.178489+00
1719473290.419026,400763165,81073346,1605135263315,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473350.440417,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473410.455389,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473470.467645,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473530.478311,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473590.490840,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473650.498551,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473710.510620,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473770.523518,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473830.534460,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473890.543400,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719473950.552338,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719474010.561673,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719474070.570878,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719474130.582530,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719474190.588895,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719474250.601485,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719474310.614444,400763166,81073346,1605135263365,17814247,19427964,1600159,0,0,2024-06-13 18:53:49.178489+00
1719474370.615991,400763199,81073348,1605135278205,17814247,19427981,1600176,0,0,2024-06-13 18:53:49.178489+00
1719474430.635806,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719474490.645351,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719474550.654758,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719474610.692607,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719474670.692178,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719474730.692427,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719474790.695468,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719474850.710263,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719474910.721943,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
