ctime,name,blks_zeroed,blks_hit,blks_read,blks_written,blks_exists,flushes,truncates,stats_reset
1719466389.119590,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466389.119590,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466389.119590,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466389.119590,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466389.119590,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466449.134599,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466449.134599,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466449.134599,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466449.134599,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466449.134599,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466449.134599,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466449.134599,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466449.134599,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466509.140620,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466509.140620,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466509.140620,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466509.140620,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466509.140620,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466509.140620,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466509.140620,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466509.140620,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466569.155710,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466569.155710,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466569.155710,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466569.155710,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466569.155710,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466569.155710,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466569.155710,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466569.155710,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466629.159678,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466629.159678,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466629.159678,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466629.159678,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466629.159678,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466629.159678,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466629.159678,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466629.159678,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466689.174379,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466689.174379,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466689.174379,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466689.174379,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466689.174379,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466689.174379,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466689.174379,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
