# hostname;interval;timestamp;pswpin/s;pswpout/s
pgsql1.dbt3.internal;60;1654125806;0.00;0.00
pgsql1.dbt3.internal;60;1654125866;0.00;0.00
pgsql1.dbt3.internal;60;1654125926;0.00;0.00
