# hostname;interval;timestamp;pswpin/s;pswpout/s
potassium;60;1682719714;0.00;0.00
potassium;60;1682719774;0.00;0.00
potassium;60;1682719834;0.00;0.00
potassium;60;1682719894;0.00;0.00
potassium;60;1682719954;0.00;0.00
potassium;60;1682720014;0.00;0.00
potassium;60;1682720074;0.00;0.00
potassium;60;1682720134;0.00;0.00
potassium;60;1682720194;0.00;0.00
potassium;60;1682720254;0.00;0.00
potassium;60;1682720314;0.00;0.00
potassium;60;1682720374;0.00;0.00
potassium;60;1682720434;0.00;0.00
potassium;60;1682720494;0.00;0.00
potassium;60;1682720554;0.00;0.00
potassium;60;1682720614;0.00;0.00
potassium;60;1682720674;0.00;0.00
potassium;60;1682720734;0.00;0.00
potassium;60;1682720794;0.00;0.00
potassium;60;1682720854;0.00;0.00
potassium;60;1682720914;0.00;0.00
potassium;60;1682720974;0.00;0.00
potassium;60;1682721034;0.00;0.00
potassium;60;1682721094;0.00;0.00
potassium;60;1682721154;0.00;0.00
potassium;60;1682721214;0.00;0.00
potassium;60;1682721274;0.00;0.00
potassium;60;1682721334;0.00;0.00
potassium;60;1682721394;0.00;0.00
potassium;60;1682721454;0.00;0.00
potassium;60;1682721514;0.00;0.00
potassium;60;1682721574;0.00;0.00
potassium;60;1682721634;0.00;0.00
potassium;60;1682721694;0.00;0.00
potassium;60;1682721754;0.00;0.00
potassium;60;1682721814;0.00;0.00
potassium;60;1682721874;0.00;0.00
potassium;60;1682721934;0.00;0.00
potassium;60;1682721994;0.00;0.00
potassium;60;1682722054;0.00;0.00
potassium;60;1682722114;0.00;0.00
potassium;60;1682722174;0.00;0.00
potassium;60;1682722234;0.00;0.00
potassium;60;1682722294;0.00;0.00
potassium;60;1682722354;0.00;0.00
potassium;60;1682722414;0.00;0.00
potassium;60;1682722474;0.00;0.00
potassium;60;1682722534;0.00;0.00
potassium;60;1682722594;0.00;0.00
potassium;60;1682722654;0.00;0.00
potassium;60;1682722714;0.00;0.00
potassium;60;1682722774;0.00;0.00
potassium;60;1682722834;0.00;0.00
potassium;60;1682722894;0.00;0.00
potassium;60;1682722954;0.00;0.00
potassium;60;1682723014;0.00;0.00
potassium;60;1682723074;0.00;0.00
potassium;60;1682723134;0.00;0.00
potassium;60;1682723194;0.00;0.00
potassium;60;1682723254;0.00;0.00
