# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
potassium;60;1682719714;-1;2.94;0.00;12.38;0.02;4.13;80.53
potassium;60;1682719714;0;2.94;0.00;12.38;0.02;4.13;80.53
potassium;60;1682719774;-1;1.28;0.00;11.47;0.00;4.05;83.20
potassium;60;1682719774;0;1.28;0.00;11.47;0.00;4.05;83.20
potassium;60;1682719834;-1;1.25;0.00;10.82;0.00;3.89;84.05
potassium;60;1682719834;0;1.25;0.00;10.82;0.00;3.89;84.05
potassium;60;1682719894;-1;1.35;0.00;10.79;0.03;4.53;83.30
potassium;60;1682719894;0;1.35;0.00;10.79;0.03;4.53;83.30
potassium;60;1682719954;-1;1.20;0.00;10.38;0.02;5.96;82.44
potassium;60;1682719954;0;1.20;0.00;10.38;0.02;5.96;82.44
potassium;60;1682720014;-1;1.12;0.00;11.00;0.00;4.71;83.18
potassium;60;1682720014;0;1.12;0.00;11.00;0.00;4.71;83.18
potassium;60;1682720074;-1;1.13;0.00;11.14;0.02;4.92;82.80
potassium;60;1682720074;0;1.13;0.00;11.14;0.02;4.92;82.80
potassium;60;1682720134;-1;1.07;0.00;10.65;0.02;4.94;83.33
potassium;60;1682720134;0;1.07;0.00;10.65;0.02;4.94;83.33
potassium;60;1682720194;-1;1.22;0.00;11.37;0.02;4.90;82.50
potassium;60;1682720194;0;1.22;0.00;11.37;0.02;4.90;82.50
potassium;60;1682720254;-1;1.20;0.00;11.34;0.00;4.77;82.70
potassium;60;1682720254;0;1.20;0.00;11.34;0.00;4.77;82.70
potassium;60;1682720314;-1;1.14;0.00;11.20;0.00;4.05;83.61
potassium;60;1682720314;0;1.14;0.00;11.20;0.00;4.05;83.61
potassium;60;1682720374;-1;1.23;0.00;10.89;0.00;3.53;84.34
potassium;60;1682720374;0;1.23;0.00;10.89;0.00;3.53;84.34
potassium;60;1682720434;-1;1.25;0.00;10.85;0.00;3.60;84.30
potassium;60;1682720434;0;1.25;0.00;10.85;0.00;3.60;84.30
potassium;60;1682720494;-1;1.33;0.00;10.79;0.02;3.46;84.41
potassium;60;1682720494;0;1.33;0.00;10.79;0.02;3.46;84.41
potassium;60;1682720554;-1;1.24;0.00;10.16;0.00;3.89;84.71
potassium;60;1682720554;0;1.24;0.00;10.16;0.00;3.89;84.71
potassium;60;1682720614;-1;1.14;0.00;9.58;0.00;4.29;84.99
potassium;60;1682720614;0;1.14;0.00;9.58;0.00;4.29;84.99
potassium;60;1682720674;-1;1.25;0.00;10.69;0.00;3.40;84.65
potassium;60;1682720674;0;1.25;0.00;10.69;0.00;3.40;84.65
potassium;60;1682720734;-1;1.18;0.00;10.23;0.00;3.57;85.01
potassium;60;1682720734;0;1.18;0.00;10.23;0.00;3.57;85.01
potassium;60;1682720794;-1;1.38;0.00;10.78;0.02;3.57;84.25
potassium;60;1682720794;0;1.38;0.00;10.78;0.02;3.57;84.25
potassium;60;1682720854;-1;1.10;0.00;9.14;0.00;3.33;86.44
potassium;60;1682720854;0;1.10;0.00;9.14;0.00;3.33;86.44
potassium;60;1682720914;-1;1.24;0.00;10.14;0.00;3.58;85.03
potassium;60;1682720914;0;1.24;0.00;10.14;0.00;3.58;85.03
potassium;60;1682720974;-1;1.33;0.00;10.93;0.00;3.37;84.37
potassium;60;1682720974;0;1.33;0.00;10.93;0.00;3.37;84.37
potassium;60;1682721034;-1;1.28;0.00;10.80;0.00;3.50;84.42
potassium;60;1682721034;0;1.28;0.00;10.80;0.00;3.50;84.42
potassium;60;1682721094;-1;1.31;0.00;10.86;0.03;3.37;84.42
potassium;60;1682721094;0;1.31;0.00;10.86;0.03;3.37;84.42
potassium;60;1682721154;-1;1.23;0.00;10.32;0.00;3.29;85.16
