# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
potassium;60;1682719714;0.00;41.07;545.57;0.00;3630.75;0.00;0.00;0.00;0.00
potassium;60;1682719774;0.00;0.00;0.18;0.00;3341.63;0.00;0.00;0.00;0.00
potassium;60;1682719834;0.00;0.07;10.20;0.00;3194.68;0.00;0.00;0.00;0.00
potassium;60;1682719894;0.00;31.67;0.00;0.00;3225.73;0.00;0.00;0.00;0.00
potassium;60;1682719954;0.00;12.73;7.92;0.00;3102.33;0.00;0.00;0.00;0.00
potassium;60;1682720014;0.00;3.53;16.32;0.00;3131.07;0.00;0.00;0.00;0.00
potassium;60;1682720074;0.00;18.20;0.00;0.00;2911.15;0.00;0.00;0.00;0.00
potassium;60;1682720134;0.00;18.33;2.47;0.00;2909.63;0.00;0.00;0.00;0.00
potassium;60;1682720194;0.00;12.93;0.00;0.00;2940.05;0.00;0.00;0.00;0.00
potassium;60;1682720254;0.00;0.00;7.95;0.00;2990.72;0.00;0.00;0.00;0.00
potassium;60;1682720314;0.00;1.20;15.77;0.00;3173.35;0.00;0.00;0.00;0.00
potassium;60;1682720374;0.00;6.53;0.00;0.00;3450.95;0.00;0.00;0.00;0.00
potassium;60;1682720434;0.00;1.27;10.20;0.00;3406.30;0.00;0.00;0.00;0.00
potassium;60;1682720494;0.00;19.33;0.00;0.00;3462.33;0.00;0.00;0.00;0.00
potassium;60;1682720554;0.00;0.00;7.90;0.00;3268.05;0.00;0.00;0.00;0.00
potassium;60;1682720614;0.00;0.00;15.82;0.00;3049.87;0.00;0.00;0.00;0.00
potassium;60;1682720674;0.00;0.00;0.00;0.00;3405.32;0.00;0.00;0.00;0.00
potassium;60;1682720734;0.00;1.20;0.02;0.00;3228.85;0.00;0.00;0.00;0.00
potassium;60;1682720794;0.00;6.00;0.00;0.00;3406.10;0.00;0.00;0.00;0.00
potassium;60;1682720854;0.00;0.00;7.92;0.00;2869.47;0.00;0.00;0.00;0.00
potassium;60;1682720914;0.00;0.00;15.80;0.00;3240.07;0.00;0.00;0.00;0.00
potassium;60;1682720974;0.00;0.00;0.00;0.00;3464.07;0.00;0.00;0.00;0.00
potassium;60;1682721034;0.00;1.27;10.23;0.00;3465.03;0.00;0.00;0.00;0.00
potassium;60;1682721094;0.00;28.00;0.00;0.00;3527.03;0.00;0.00;0.00;0.00
potassium;60;1682721154;0.00;0.00;7.90;0.00;3376.35;0.00;0.00;0.00;0.00
potassium;60;1682721214;0.00;0.00;15.78;0.00;3250.48;0.00;0.00;0.00;0.00
potassium;60;1682721274;0.00;0.00;0.00;0.00;3147.33;0.00;0.00;0.00;0.00
potassium;60;1682721334;0.00;1.20;0.02;0.00;3358.37;0.00;0.00;0.00;0.00
potassium;60;1682721394;0.00;7.07;0.00;0.00;3430.23;0.00;0.00;0.00;0.00
potassium;60;1682721454;0.00;0.00;7.87;0.00;2737.00;0.00;0.00;0.00;0.00
potassium;60;1682721514;0.00;0.00;15.78;0.00;2922.73;0.00;0.00;0.00;0.00
potassium;60;1682721574;0.00;0.00;0.00;0.00;2980.93;0.00;0.00;0.00;0.00
potassium;60;1682721634;0.00;1.27;10.30;0.00;2848.28;0.00;0.00;0.00;0.00
potassium;60;1682721694;0.00;46.40;0.50;0.00;2764.43;0.00;0.00;0.00;0.00
potassium;60;1682721754;0.00;11.73;7.95;0.00;2453.22;0.00;0.00;0.00;0.00
potassium;60;1682721814;0.00;0.00;15.78;0.00;2950.73;0.00;0.00;0.00;0.00
potassium;60;1682721874;0.00;0.00;0.00;0.00;2997.10;0.00;0.00;0.00;0.00
potassium;60;1682721934;0.00;9.87;0.02;0.00;2991.05;0.00;0.00;0.00;0.00
potassium;60;1682721994;0.00;7.60;0.00;0.00;2945.32;0.00;0.00;0.00;0.00
potassium;60;1682722054;0.00;0.00;7.90;0.00;2984.48;0.00;0.00;0.00;0.00
potassium;60;1682722114;0.00;0.00;15.83;0.00;3031.57;0.00;0.00;0.00;0.00
potassium;60;1682722174;0.00;0.00;0.00;0.00;2769.95;0.00;0.00;0.00;0.00
potassium;60;1682722234;0.00;1.27;10.20;0.00;2911.12;0.00;0.00;0.00;0.00
potassium;60;1682722294;0.00;32.20;0.00;0.00;2863.28;0.00;0.00;0.00;0.00
potassium;60;1682722354;0.00;0.00;7.90;0.00;2621.42;0.00;0.00;0.00;0.00
potassium;60;1682722414;0.00;0.00;15.83;0.00;2673.78;0.00;0.00;0.00;0.00
potassium;60;1682722474;0.00;0.00;0.00;0.00;2532.00;0.00;0.00;0.00;0.00
potassium;60;1682722534;0.00;1.20;0.02;0.00;2757.03;0.00;0.00;0.00;0.00
potassium;60;1682722594;0.00;5.47;0.00;0.00;2825.80;0.00;0.00;0.00;0.00
potassium;60;1682722654;0.00;0.00;7.90;0.00;2836.93;0.00;0.00;0.00;0.00
potassium;60;1682722714;0.00;0.00;15.82;0.00;2938.60;0.00;0.00;0.00;0.00
potassium;60;1682722774;0.00;0.00;0.00;0.00;2806.28;0.00;0.00;0.00;0.00
potassium;60;1682722834;0.20;7.00;780.25;0.00;3735.45;0.00;0.00;0.00;0.00
potassium;60;1682722894;0.00;52.80;0.00;0.00;2780.83;0.00;0.00;0.00;0.00
potassium;60;1682722954;0.00;0.00;7.95;0.00;3099.00;0.00;0.00;0.00;0.00
potassium;60;1682723014;0.00;0.00;15.78;0.00;3282.38;0.00;0.00;0.00;0.00
potassium;60;1682723074;0.00;0.00;0.00;0.00;3512.27;0.00;0.00;0.00;0.00
potassium;60;1682723134;0.00;1.20;0.02;0.00;3156.43;0.00;0.00;0.00;0.00
potassium;60;1682723194;0.00;7.07;0.00;0.00;3119.52;0.00;0.00;0.00;0.00
potassium;60;1682723254;0.00;0.00;7.88;0.00;3066.87;0.00;0.00;0.00;0.00
