# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
potassium;60;1682719714;808308;1557388;218036;10.81;3324;850480;669396;16.59;416792;569300;0
potassium;60;1682719774;808308;1557428;216256;10.72;3324;852168;671084;16.63;416832;570940;0
potassium;60;1682719834;808308;1557444;214648;10.64;3324;853756;672692;16.67;416840;572568;396
potassium;60;1682719894;808084;1557220;213216;10.57;3324;855404;674316;16.71;416840;574220;0
potassium;60;1682719954;808084;1557220;211720;10.49;3324;856920;675864;16.75;416792;575740;0
potassium;60;1682720014;808084;1557220;210136;10.42;3324;858516;677428;16.79;416748;577300;252
potassium;60;1682720074;808084;1557220;208700;10.34;3324;859948;678884;16.83;416748;578760;0
potassium;60;1682720134;808084;1557216;207328;10.28;3324;861356;647828;16.06;384732;580136;80
potassium;60;1682720194;808084;1557216;205864;10.20;3324;862820;649292;16.09;384732;581612;0
potassium;60;1682720254;808084;1557216;204408;10.13;3324;864316;650788;16.13;384732;583080;0
potassium;60;1682720314;808084;1557216;202852;10.06;3324;865876;652376;16.17;384724;584696;0
potassium;60;1682720374;808084;1557216;201080;9.97;3324;867648;654120;16.21;384724;586444;0
potassium;60;1682720434;808084;1557212;199352;9.88;3324;869368;655840;16.26;384732;588140;400
potassium;60;1682720494;808084;1557212;197600;9.79;3324;871120;657592;16.30;384732;589920;0
potassium;60;1682720554;808084;1557212;196000;9.72;3324;872744;659240;16.34;384732;591568;0
potassium;60;1682720614;808084;1557212;194452;9.64;3324;874292;660764;16.38;384740;593104;0
potassium;60;1682720674;808084;1557212;192764;9.56;3324;875980;662492;16.42;384740;594784;0
potassium;60;1682720734;808084;1557212;191096;9.47;3324;877648;664120;16.46;384740;596456;0
potassium;60;1682720794;808084;1557208;189384;9.39;3324;879368;665840;16.50;384740;598176;0
potassium;60;1682720854;808084;1557208;187944;9.32;3324;880808;667280;16.54;384744;599612;0
potassium;60;1682720914;808084;1557200;186328;9.24;3324;882436;668908;16.58;384744;601224;0
potassium;60;1682720974;808084;1557200;184576;9.15;3324;884188;670660;16.62;384744;602964;0
potassium;60;1682721034;808084;1557204;182828;9.06;3324;885912;672416;16.67;384744;604744;400
potassium;60;1682721094;808084;1557204;181000;8.97;3324;887732;674200;16.71;384744;606532;0
potassium;60;1682721154;808084;1557204;179336;8.89;3324;889404;675904;16.75;384740;608212;0
potassium;60;1682721214;808084;1557204;177672;8.81;3324;891076;677544;16.79;384736;609868;0
potassium;60;1682721274;808084;1557204;176124;8.73;3324;892624;679124;16.83;384736;611428;0
potassium;60;1682721334;808084;1557204;174396;8.64;3324;894352;680820;16.87;384736;613152;0
potassium;60;1682721394;808084;1557204;172660;8.56;3324;896088;682556;16.92;384736;614872;0
potassium;60;1682721454;808084;1557204;171316;8.49;3324;897440;683908;16.95;384736;616220;0
potassium;60;1682721514;808084;1557204;169860;8.42;3324;898896;685364;16.99;384736;617680;0
potassium;60;1682721574;808084;1557204;168364;8.35;3324;900392;686860;17.02;384736;619180;0
potassium;60;1682721634;808084;1557204;166944;8.28;3324;901792;688288;17.06;384736;620620;404
potassium;60;1682721694;808084;1557204;165540;8.21;3324;903196;689664;17.09;384736;622000;120
potassium;60;1682721754;808084;1557204;164356;8.15;3324;904400;690868;17.12;384740;623168;0
potassium;60;1682721814;808084;1557204;162892;8.07;3324;905864;692332;17.16;384744;624628;0
potassium;60;1682721874;808084;1557204;161396;8.00;3324;907360;693828;17.20;384744;626176;80
potassium;60;1682721934;807328;1556444;160668;7.96;3324;908852;695320;17.23;384744;627612;0
potassium;60;1682721994;806068;1555184;160460;7.95;3324;910320;696788;17.27;384744;629088;0
potassium;60;1682722054;804556;1553672;160492;7.96;3324;911808;698276;17.31;384744;630592;0
potassium;60;1682722114;803044;1552160;160492;7.96;3324;913320;699788;17.34;384748;632120;0
potassium;60;1682722174;801532;1550648;160632;7.96;3324;914692;701160;17.38;384748;633500;0
potassium;60;1682722234;800020;1549136;160684;7.96;3324;916128;702612;17.41;384748;634944;396
potassium;60;1682722294;798760;1547876;160500;7.96;3324;917572;704044;17.45;384748;636376;0
potassium;60;1682722354;797500;1546616;160464;7.95;3324;918872;705340;17.48;384744;637676;0
potassium;60;1682722414;795988;1545104;160660;7.96;3324;920188;706656;17.51;384740;638996;0
potassium;60;1682722474;794980;1544096;160420;7.95;3324;921436;707908;17.55;384740;640240;0
potassium;60;1682722534;793468;1542584;160560;7.96;3324;922808;709280;17.58;384740;641608;0
potassium;60;1682722594;791956;1541072;160656;7.96;3324;924224;710692;17.61;384740;643036;0
potassium;60;1682722654;790696;1539812;160528;7.96;3324;925632;712100;17.65;384744;644444;0
potassium;60;1682722714;789184;1538300;160604;7.96;3324;927104;713572;17.69;384740;645888;0
potassium;60;1682722774;787924;1537040;160472;7.95;3324;928496;714964;17.72;384740;647268;0
potassium;60;1682722834;741416;1490568;205352;10.18;3324;930056;716504;17.76;384740;648872;788
potassium;60;1682722894;741192;1490344;204188;10.12;3324;931452;717884;17.79;384740;650264;0
potassium;60;1682722954;741192;1490344;202720;10.05;3324;932968;719432;17.83;384740;651776;0
potassium;60;1682723014;741192;1490344;201040;9.97;3324;934652;721088;17.87;384736;653416;0
potassium;60;1682723074;741192;1490344;199284;9.88;3324;936408;722872;17.92;384736;655216;0
potassium;60;1682723134;741192;1490344;197672;9.80;3324;938020;724456;17.96;384736;656788;0
potassium;60;1682723194;741192;1490344;196100;9.72;3324;939592;726024;17.99;384736;658356;0
potassium;60;1682723254;741192;1490344;194568;9.64;3324;941128;727560;18.03;384732;659888;0
