# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
pgsql1.dbt3.internal;60;1654125328;61783008;65011716;3925280;5.97;0;3228708;17149040;26.10;494064;3312536;645436
pgsql1.dbt3.internal;60;1654125388;58390148;63618720;7318140;11.14;0;5228572;17153752;26.11;502112;6633796;109672
pgsql1.dbt3.internal;60;1654125448;55426368;63533024;10281920;15.65;0;8106656;17146696;26.10;1100984;8912812;656892
pgsql1.dbt3.internal;60;1654125508;51609744;63422804;14098544;21.46;0;11813060;17136576;26.08;1101060;12619260;514944
pgsql1.dbt3.internal;60;1654125568;49989504;64892148;15718784;23.92;0;14902644;15602692;23.75;1443244;13814452;315156
pgsql1.dbt3.internal;60;1654125628;44108164;64420260;21600124;32.87;0;20312096;15974632;24.31;10655508;10314608;3804320
pgsql1.dbt3.internal;60;1654125688;37913844;64579488;27794444;42.30;0;26665644;15562908;23.68;13607272;13374680;2987624
