ctime,schemaname,relname,indexrelname,idx_scan,idx_tup_read,idx_tup_fetch,idx_blks_read,idx_blks_hit
1653527738.982256,pg_catalog,pg_am,pg_am_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_am,pg_am_name_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_amop,pg_amop_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_amop,pg_amop_opr_fam_index,22777,77886,77886,3028,47504
1653527738.982256,pg_catalog,pg_amop,pg_amop_fam_strat_index,24427,24427,24427,1607,49310
1653527738.982256,pg_catalog,pg_amproc,pg_amproc_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,33567,83487,83487,2560,71924
1653527738.982256,pg_catalog,pg_language,pg_language_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_language,pg_language_name_index,0,0,0,0,0
1653527738.982256,public,customer,pk_customer,71,1500068,0,3741,180
1653527738.982256,public,customer,customer_c_phone_c_acctbal_c_custkey_idx,14,573031,0,2018,25
1653527738.982256,public,customer,customer_c_nationkey_c_custkey_idx,21,3898479,0,4450,5222
1653527738.982256,public,customer,customer_c_mktsegment_c_custkey_idx,3,300441,0,1051,12
1653527738.982256,public,customer,customer_c_phone_idx_c_acctbal,0,0,0,8,12
1653527738.982256,pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,3264,3264,3264,1097,4764
1653527738.982256,pg_catalog,pg_statistic_ext,pg_statistic_ext_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_statistic_ext,pg_statistic_ext_relid_index,7365,0,0,583,14147
1653527738.982256,pg_catalog,pg_statistic_ext,pg_statistic_ext_name_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_rewrite,pg_rewrite_oid_index,192,128,128,121,199
1653527738.982256,pg_catalog,pg_rewrite,pg_rewrite_rel_rulename_index,919,909,845,209,1383
1653527738.982256,pg_catalog,pg_trigger,pg_trigger_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_trigger,pg_trigger_tgrelid_tgname_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_trigger,pg_trigger_tgconstraint_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_event_trigger,pg_event_trigger_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_event_trigger,pg_event_trigger_evtname_index,618,0,0,80,538
1653527738.982256,pg_catalog,pg_description,pg_description_o_c_o_index,1008,0,0,240,1952
1653527738.982256,pg_catalog,pg_cast,pg_cast_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_cast,pg_cast_source_target_index,156254,36083,36083,1163,159219
1653527738.982256,pg_catalog,pg_enum,pg_enum_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_enum,pg_enum_typid_sortorder_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_enum,pg_enum_typid_label_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_namespace,pg_namespace_oid_index,2917,2903,2883,1054,4049
1653527738.982256,pg_catalog,pg_namespace,pg_namespace_nspname_index,11819,7364,7364,1250,16476
1653527738.982256,pg_catalog,pg_conversion,pg_conversion_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_conversion,pg_conversion_name_nsp_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_conversion,pg_conversion_default_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_depend,pg_depend_reference_index,7150,7170,6734,1324,17334
1653527738.982256,pg_catalog,pg_depend,pg_depend_depender_index,2217,3498,3428,513,8278
1653527738.982256,pg_catalog,pg_database,pg_database_oid_index,8087,8086,8086,1458,12705
1653527738.982256,pg_catalog,pg_database,pg_database_datname_index,10450,10449,10449,1335,15132
1653527738.982256,pg_catalog,pg_db_role_setting,pg_db_role_setting_databaseid_rol_index,24300,0,0,562,48038
1653527738.982256,pg_catalog,pg_tablespace,pg_tablespace_oid_index,3093,3093,3093,1482,4704
1653527738.982256,pg_catalog,pg_tablespace,pg_tablespace_spcname_index,0,0,0,27,27
1653527738.982256,pg_catalog,pg_auth_members,pg_auth_members_role_member_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_auth_members,pg_auth_members_member_role_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_shdepend,pg_shdepend_reference_index,201,201,201,160,228
1653527738.982256,pg_catalog,pg_shdepend,pg_shdepend_depender_index,1009,0,0,160,1026
1653527738.982256,pg_catalog,pg_shdescription,pg_shdescription_o_c_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_ts_config,pg_ts_config_oid_index,2904,2904,2904,958,3398
1653527738.982256,pg_catalog,pg_ts_config,pg_ts_config_cfgname_index,2904,2904,2904,958,3398
1653527738.982256,pg_catalog,pg_ts_config_map,pg_ts_config_map_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_ts_dict,pg_ts_dict_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_ts_dict,pg_ts_dict_dictname_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_ts_parser,pg_ts_parser_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_ts_parser,pg_ts_parser_prsname_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_ts_template,pg_ts_template_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_ts_template,pg_ts_template_tmplname_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_extension,pg_extension_oid_index,0,0,0,9,0
1653527738.982256,pg_catalog,pg_extension,pg_extension_name_index,0,0,0,9,0
1653527738.982256,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_name_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_foreign_server,pg_foreign_server_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_foreign_server,pg_foreign_server_name_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_policy,pg_policy_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_policy,pg_policy_polrelid_polname_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_replication_origin,pg_replication_origin_roiident_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_replication_origin,pg_replication_origin_roname_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_default_acl,pg_default_acl_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_default_acl,pg_default_acl_role_nsp_obj_index,372,0,0,79,665
1653527738.982256,pg_catalog,pg_init_privs,pg_init_privs_o_c_o_index,1008,0,0,160,1024
1653527738.982256,pg_catalog,pg_seclabel,pg_seclabel_object_index,1008,0,0,79,1937
1653527738.982256,pg_catalog,pg_shseclabel,pg_shseclabel_object_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_collation,pg_collation_oid_index,64,64,64,147,45
1653527738.982256,pg_catalog,pg_collation,pg_collation_name_enc_nsp_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_partitioned_table,pg_partitioned_table_partrelid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_range,pg_range_rngtypid_index,905,0,0,1160,650
1653527738.982256,pg_catalog,pg_range,pg_range_rngmultitypid_index,905,0,0,1160,650
1653527738.982256,pg_catalog,pg_transform,pg_transform_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_transform,pg_transform_type_lang_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_sequence,pg_sequence_seqrelid_index,50,50,50,84,27
1653527738.982256,pg_catalog,pg_publication,pg_publication_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_publication,pg_publication_pubname_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_publication_rel,pg_publication_rel_oid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_publication_rel,pg_publication_rel_prrelid_prpubid_index,840,0,0,520,1160
1653527738.982256,pg_catalog,pg_subscription_rel,pg_subscription_rel_srrelid_srsubid_index,0,0,0,0,0
1653527738.982256,pg_catalog,pg_largeobject,pg_largeobject_loid_pn_index,0,0,0,0,0
1653527738.982256,pg_toast,pg_toast_14522,pg_toast_14522_index,0,0,0,0,0
1653527738.982256,pg_toast,pg_toast_14517,pg_toast_14517_index,0,0,0,0,0
1653527738.982256,pg_toast,pg_toast_14527,pg_toast_14527_index,0,0,0,0,0
1653527738.982256,pg_toast,pg_toast_14532,pg_toast_14532_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_17501,pg_toast_17501_index,0,0,0,1,0
1653527799.023034,public,orders,pk_orders,162306,169809,169060,66163,511242
1653527799.023034,public,orders,orders_o_orderkey_o_orderdate_idx,3240619,3240619,3530,2777345,7034981
1653527799.023034,public,orders,orders_o_custkey_idx,1691046,15142530,15015013,47101,5116124
1653527799.023034,public,orders,orders_o_orderdate_idx,0,0,0,19,66303
1653527799.023034,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,26454,23323,23080,2116,56429
1653527799.023034,pg_catalog,pg_type,pg_type_oid_index,97578,97216,97216,1899,199908
1653527799.023034,pg_catalog,pg_type,pg_type_typname_nsp_index,2698,2031,1778,1363,6204
1653527799.023034,pg_toast,pg_toast_17481,pg_toast_17481_index,0,0,0,1,0
1653527799.023034,pg_toast,pg_toast_1255,pg_toast_1255_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_1247,pg_toast_1247_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2604,pg_toast_2604_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2606,pg_toast_2606_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2612,pg_toast_2612_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2600,pg_toast_2600_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2619,pg_toast_2619_index,776,1349,1349,394,1075
1653527799.023034,pg_toast,pg_toast_3381,pg_toast_3381_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3429,pg_toast_3429_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2618,pg_toast_2618_index,607,2124,2124,126,904
1653527799.023034,pg_toast,pg_toast_2620,pg_toast_2620_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3466,pg_toast_3466_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2609,pg_toast_2609_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2615,pg_toast_2615_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,0,0,0,0,0
1653527799.023034,public,supplier,pk_supplier,24879,24879,24657,290,49523
1653527799.023034,public,supplier,supplier_s_suppkey_idx_like,6,336,0,15,50
1653527799.023034,public,supplier,supplier_s_nationkey_s_suppkey_idx,22,604086,0,1350,215
1653527799.023034,pg_toast,pg_toast_17506,pg_toast_17506_index,0,0,0,1,0
1653527799.023034,public,lineitem,lineitem_l_partkey_l_quantity_l_shipmode_idx,25188,57476,57454,348477,524085
1653527799.023034,public,lineitem,lineitem_l_orderkey_idx_l_returnflag,6,29660949,29645252,55120,89538
1653527799.023034,public,lineitem,lineitem_l_orderkey_l_suppkey_idx,4185461,80863653,82470,526645,16786688
1653527799.023034,public,lineitem,lineitem_l_orderkey_l_suppkey_l_quantity_idx,270949,180472495,179844,483356,1884842
1653527799.023034,public,lineitem,lineitem_l_orderkey_idx_part2,3,7197404,7197404,16988,42987
1653527799.023034,public,lineitem,pk_lineitem,2,60205,57247,1923,482025
1653527799.023034,public,lineitem,lineitem_l_partkey_l_suppkey_l_shipdate_l_quantity_idx,705010,4502209,4048160,696010,2910811
1653527799.023034,public,lineitem,lineitem_l_shipdate_idx,0,0,0,17,242541
1653527799.023034,public,lineitem,lineitem_l_receiptdate_idx,0,0,0,13,242506
1653527799.023034,pg_toast,pg_toast_1262,pg_toast_1262_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2964,pg_toast_2964_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_1213,pg_toast_1213_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_1260,pg_toast_1260_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2396,pg_toast_2396_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3600,pg_toast_3600_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3079,pg_toast_3079_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_2328,pg_toast_2328_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_1417,pg_toast_1417_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_1418,pg_toast_1418_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3118,pg_toast_3118_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3256,pg_toast_3256_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_6000,pg_toast_6000_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_826,pg_toast_826_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3394,pg_toast_3394_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3596,pg_toast_3596_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3592,pg_toast_3592_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3456,pg_toast_3456_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_3350,pg_toast_3350_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_6100,pg_toast_6100_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_authid,pg_authid_oid_index,7381,7381,7381,1380,13382
1653527799.023034,pg_catalog,pg_authid,pg_authid_rolname_index,6016,6016,6016,1391,10641
1653527799.023034,pg_toast,pg_toast_17486,pg_toast_17486_index,0,0,0,1,0
1653527799.023034,public,part,part_p_size_idx,0,0,0,6,129
1653527799.023034,public,part,part_ios_test1,48,640165,0,4522,54
1653527799.023034,public,part,pk_part,163461,2163458,2163314,24770,470580
1653527799.023034,public,part,part_p_type_p_partkey_idx,6,26846,0,154,34
1653527799.023034,public,part,part_p_container_p_brand_p_partkey_idx,27,54387,0,365,55
1653527799.023034,public,nation,pk_nation,24890,25034,24806,24,24920
1653527799.023034,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_index,0,0,0,0,0
1653527799.023034,pg_toast,pg_toast_17491,pg_toast_17491_index,0,0,0,1,0
1653527799.023034,public,partsupp,pk_partsupp,6252,16024738,24656,43616,14584
1653527799.023034,public,partsupp,partsupp_ps_suppkey_idx,32099,2480292,2480162,15803,80523
1653527799.023034,public,region,pk_region,44,44,0,12,50
1653527799.023034,pg_toast,pg_toast_17496,pg_toast_17496_index,0,0,0,1,0
1653527799.023034,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_subscription,pg_subscription_oid_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_subscription,pg_subscription_subname_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,208055,511050,511050,4212,426248
1653527799.023034,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,573,573,573,297,6706
1653527799.023034,pg_catalog,pg_proc,pg_proc_oid_index,36278,36278,36278,5122,72684
1653527799.023034,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,3205,19519,19519,2651,6979
1653527799.023034,pg_catalog,pg_class,pg_class_oid_index,163721,163162,149811,2434,333956
1653527799.023034,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,0,0,0,303,1721
1653527799.023034,pg_catalog,pg_class,pg_class_relname_nsp_index,16704,8659,8377,2434,37024
1653527799.023034,pg_catalog,pg_attrdef,pg_attrdef_oid_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_constraint,pg_constraint_oid_index,136,64,64,18,326
1653527799.023034,pg_catalog,pg_constraint,pg_constraint_conparentid_index,0,0,0,18,126
1653527799.023034,pg_catalog,pg_constraint,pg_constraint_contypid_index,0,0,0,18,126
1653527799.023034,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,589,589,589,409,754
1653527799.023034,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,0,0,0,18,126
1653527799.023034,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,549,0,0,82,1016
1653527799.023034,pg_catalog,pg_inherits,pg_inherits_parent_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_index,pg_index_indexrelid_index,58903,58961,58681,1310,65611
1653527799.023034,pg_catalog,pg_index,pg_index_indrelid_index,12146,35020,34790,1443,14699
1653527799.023034,pg_catalog,pg_operator,pg_operator_oid_index,18478,18478,18478,2538,38529
1653527799.023034,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,13385,125565,125565,3160,27371
1653527799.023034,pg_catalog,pg_opfamily,pg_opfamily_oid_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_opclass,pg_opclass_oid_index,33023,33023,33023,1385,39147
1653527799.023034,pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,10453,447464,447464,1081,11728
1653527799.023034,pg_catalog,pg_am,pg_am_oid_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_am,pg_am_name_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_amop,pg_amop_oid_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_amop,pg_amop_opr_fam_index,23663,80898,80898,3086,49379
1653527799.023034,pg_catalog,pg_amop,pg_amop_fam_strat_index,25460,25460,25460,1634,51428
1653527799.023034,pg_catalog,pg_amproc,pg_amproc_oid_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,34623,86191,86191,2616,74143
1653527799.023034,pg_catalog,pg_language,pg_language_oid_index,0,0,0,0,0
1653527799.023034,pg_catalog,pg_language,pg_language_name_index,0,0,0,0,0
1653527799.023034,public,customer,pk_customer,159,1500156,0,3759,451
