# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
pgsql1.dbt2.internal;60;1650892623;lo;110.67;110.67;55.61;55.61;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892623;eth0;0.52;0.00;0.03;0.00;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892623;eth1;4779.62;4664.22;1098.33;2071.91;0.00;0.00;0.00;0.17
pgsql1.dbt2.internal;60;1650892683;lo;115.45;115.45;54.61;54.61;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892683;eth0;0.53;0.02;0.03;0.00;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892683;eth1;4749.22;4653.78;1086.08;2058.19;0.00;0.00;0.00;0.17
pgsql1.dbt2.internal;60;1650892743;lo;117.42;117.42;56.00;56.00;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892743;eth0;0.53;0.00;0.03;0.00;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892743;eth1;5277.38;5122.87;1209.64;2282.98;0.00;0.00;0.00;0.19
pgsql1.dbt2.internal;60;1650892803;lo;116.47;116.47;55.59;55.59;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892803;eth0;0.52;0.00;0.03;0.00;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892803;eth1;5142.25;4993.82;1178.12;2222.41;0.00;0.00;0.00;0.18
pgsql1.dbt2.internal;60;1650892863;lo;113.65;113.65;53.99;53.99;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892863;eth0;0.52;0.00;0.03;0.00;0.00;0.00;0.00;0.00
pgsql1.dbt2.internal;60;1650892863;eth1;5040.27;4896.60;1155.17;2180.38;0.00;0.00;0.00;0.18
