# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
pgsql1.dbt2.internal;60;1650892623;-1;32.84;0.00;5.16;0.00;0.00;62.00
pgsql1.dbt2.internal;60;1650892623;0;32.99;0.00;5.36;0.00;0.00;61.65
pgsql1.dbt2.internal;60;1650892623;1;34.14;0.00;4.86;0.00;0.00;61.00
pgsql1.dbt2.internal;60;1650892623;2;33.33;0.00;4.92;0.00;0.00;61.75
pgsql1.dbt2.internal;60;1650892623;3;31.36;0.00;5.19;0.00;0.00;63.45
pgsql1.dbt2.internal;60;1650892623;4;32.51;0.00;4.94;0.00;0.00;62.55
pgsql1.dbt2.internal;60;1650892623;5;32.72;0.00;5.67;0.00;0.00;61.60
pgsql1.dbt2.internal;60;1650892683;-1;28.41;0.00;4.80;0.00;0.00;66.79
pgsql1.dbt2.internal;60;1650892683;0;27.50;0.00;4.77;0.00;0.00;67.72
pgsql1.dbt2.internal;60;1650892683;1;30.30;0.00;4.62;0.00;0.00;65.08
pgsql1.dbt2.internal;60;1650892683;2;28.38;0.00;4.72;0.00;0.00;66.90
pgsql1.dbt2.internal;60;1650892683;3;27.70;0.00;4.99;0.00;0.00;67.31
pgsql1.dbt2.internal;60;1650892683;4;29.17;0.00;4.83;0.00;0.00;66.00
pgsql1.dbt2.internal;60;1650892683;5;27.43;0.00;4.84;0.00;0.00;67.72
pgsql1.dbt2.internal;60;1650892743;-1;30.21;0.00;4.92;0.00;0.00;64.87
pgsql1.dbt2.internal;60;1650892743;0;29.43;0.00;4.93;0.00;0.00;65.64
pgsql1.dbt2.internal;60;1650892743;1;30.92;0.00;4.79;0.00;0.00;64.29
pgsql1.dbt2.internal;60;1650892743;2;31.95;0.00;4.67;0.00;0.00;63.38
pgsql1.dbt2.internal;60;1650892743;3;29.91;0.00;4.98;0.00;0.00;65.10
pgsql1.dbt2.internal;60;1650892743;4;29.26;0.00;5.28;0.00;0.00;65.47
pgsql1.dbt2.internal;60;1650892743;5;29.78;0.00;4.88;0.00;0.00;65.34
pgsql1.dbt2.internal;60;1650892803;-1;31.63;0.00;4.91;0.00;0.00;63.47
pgsql1.dbt2.internal;60;1650892803;0;30.79;0.00;5.05;0.00;0.00;64.15
pgsql1.dbt2.internal;60;1650892803;1;35.20;0.00;4.61;0.00;0.00;60.19
pgsql1.dbt2.internal;60;1650892803;2;30.75;0.00;5.26;0.00;0.00;63.99
pgsql1.dbt2.internal;60;1650892803;3;31.25;0.00;4.78;0.00;0.00;63.97
pgsql1.dbt2.internal;60;1650892803;4;30.70;0.00;4.81;0.00;0.00;64.49
pgsql1.dbt2.internal;60;1650892803;5;31.05;0.00;4.93;0.00;0.00;64.02
pgsql1.dbt2.internal;60;1650892863;-1;30.30;0.00;4.63;0.00;0.00;65.07
pgsql1.dbt2.internal;60;1650892863;0;30.14;0.00;4.66;0.00;0.00;65.20
pgsql1.dbt2.internal;60;1650892863;1;29.92;0.00;4.60;0.00;0.00;65.49
pgsql1.dbt2.internal;60;1650892863;2;32.11;0.00;4.68;0.00;0.00;63.20
pgsql1.dbt2.internal;60;1650892863;3;29.14;0.00;4.62;0.00;0.00;66.24
pgsql1.dbt2.internal;60;1650892863;4;29.51;0.00;4.64;0.00;0.00;65.86
pgsql1.dbt2.internal;60;1650892863;5;30.96;0.00;4.58;0.00;0.00;64.46
