1707240367,6,0,0.22,27654
1707240367,0,0,0.09,27654
1707240378,4,0,11.061,27654
1707240378,1,0,0.003,27654
1707240435,5,0,57.575,27654
1707240438,4,0,2.273,27654
1707240438,1,0,0.002,27654
1707240438,3,0,0.034,27654
1707240438,6,0,0.014,27654
1707240439,4,0,1.484,27654
1707240439,2,0,0.013,27654
1707240439,0,0,0.028,27654
1707240498,5,0,58.207,27654
1707240503,4,0,5.786,27654
1707240503,0,0,0.107,27654
1707240503,3,0,0.026,27654
1707240503,1,0,0.002,27654
1707240503,0,0,0.059,27654
1707240513,4,0,9.287,27654
1707240513,3,0,0.314,27654
1707240532,2,0,18.541,27654
1707240532,1,0,0.001,27654
1707240532,2,0,0.049,27654
1707240542,2,0,10.676,27654
1707240553,5,0,10.889,27654
1707240553,0,0,0.074,27654
1707240564,4,0,10.25,27654
1707240564,2,0,0.068,27654
1707240583,2,0,19.557,27654
1707240583,6,0,0.082,27654
1707240608,2,0,24.683,27654
1707240608,0,0,0.247,27654
1707240608,0,0,0.041,27654
1707240608,1,0,0.002,27654
1707240619,4,0,10.474,27654
1707240621,4,0,2.149,27654
1707240621,2,0,0.012,27654
1707240627,4,0,5.633,27654
1707240629,4,0,2.167,27654
1707240629,6,0,0.041,27654
1707240629,6,0,0.084,27654
1707240629,0,0,0.08,27654
1707240646,4,0,17.123,27654
1707240646,3,0,0.099,27654
1707240646,1,0,0.002,27654
1707240646,2,0,0.009,27654
1707240646,6,0,0.228,27654
1707240647,2,0,0.109,27654
1707240647,2,0,0.119,27654
1707240676,4,0,28.968,27654
1707240676,2,0,0.011,27654
1707240676,2,0,0.047,27654
1707240693,2,0,17.634,27654
1707240693,2,0,0.003,27654
1707240716,4,0,22.8,27654
1707240716,3,0,0.181,27654
1707240719,4,0,3.109,27654
1707240720,3,0,0.39,27654
1707240720,1,0,0.012,27654
1707240729,4,0,8.77,27654
1707240729,6,0,0.189,27654
1707240729,0,0,0.321,27654
1707240742,4,0,13.259,27654
1707240800,7,0,57.573,27654
1707240800,0,0,0.118,27654
1707240814,4,0,14.287,27654
1707240814,1,0,0.004,27654
1707240822,2,0,7.459,27654
1707240823,5,0,1.603,27654
1707240823,3,0,0.029,27654
1707240824,6,0,0.186,27654
1707240828,4,0,4.001,27654
1707240831,7,0,2.943,27654
1707240831,3,0,0.022,27654
1707240831,6,0,0.019,27654
1707240834,4,0,3.38,27654
1707240834,3,0,0.32,27654
1707240834,0,0,0.105,27654
1707240835,6,0,0.151,27654
1707240835,6,0,0.109,27654
1707240835,0,0,0.112,27654
1707240839,4,0,4.249,27654
1707240839,3,0,0.198,27654
1707240895,5,0,55.926,27654
1707240897,4,0,1.824,27654
1707240898,2,0,1.202,27654
1707240898,2,0,0.003,27654
1707240898,0,0,0.073,27654
1707240901,5,0,2.852,27654
1707240901,6,0,0.06,27654
1707240901,0,0,0.056,27654
1707240906,2,0,4.46,27654
1707240909,2,0,2.793,27654
1707240914,4,0,5.365,27654
1707240914,6,0,0.026,27654
1707240914,2,0,0.004,27654
1707240914,0,0,0.055,27654
1707240914,3,0,0.142,27654
1707240914,2,0,0.051,27654
1707240914,3,0,0.099,27654
1707240914,1,0,0.011,27654
1707240918,5,0,4.141,27654
1707240918,0,0,0.072,27654
1707240919,6,0,0.047,27654
1707240919,3,0,0.132,27654
1707240919,2,0,0.049,27654
