ctime,name,blks_zeroed,blks_hit,blks_read,blks_written,blks_exists,flushes,truncates,stats_reset
1719459463.754484,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459523.767942,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719459523.767942,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719459523.767942,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719459523.767942,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459523.767942,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459523.767942,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719459523.767942,Xact,705,89826182,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719459523.767942,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459583.773551,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719459583.773551,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719459583.773551,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719459583.773551,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459583.773551,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459583.773551,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719459583.773551,Xact,705,89826182,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719459583.773551,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459643.787741,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719459643.787741,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719459643.787741,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719459643.787741,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459643.787741,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719459643.787741,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719459643.787741,Xact,705,89826182,9,759,0,44,0,2024-06-13 18:53:49.178489+00
