Time,UID,PID,%usr,%system,%guest,%CPU,CPU,minflt/s,majflt/s,VSZ,RSS,%MEM,kB_rd/s,kB_wr/s,kB_ccwr/s,cswch/s,nvcswch/s,Command
1707241026,0,3631,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,20.28,0.00,kworker/3:1
1707241026,1002,7696,0.00,0.00,0.00,0.00,3,5.10,0.00,1282896,20936,0.53,5.53,0.00,0.00,0.33,0.00,/usr/local/bin/postgres -D /home/markwkm/.local/dbt5
1707241026,1002,7698,0.02,0.00,0.00,0.02,2,6.08,0.00,1283288,96348,2.44,0.00,21.73,0.00,5.00,2.00,postgres: background writer
1707241026,1002,7700,0.00,0.00,0.00,0.00,3,4.32,0.02,1282896,12940,0.33,0.33,5.47,0.00,5.63,0.00,postgres: walwriter
1707241026,1002,7701,0.00,0.00,0.00,0.00,2,0.33,0.00,1285164,1168,0.03,0.00,0.00,0.00,0.13,0.00,postgres: autovacuum launcher
1707241026,0,12502,0.00,0.00,0.00,0.00,0,0.00,0.00,15420,2376,0.06,-1.00,-1.00,-1.00,0.00,0.00,sshd: markwkm [priv]
1707241026,1002,12506,0.00,0.00,0.00,0.00,0,0.02,0.00,15420,1896,0.05,-1.00,-1.00,-1.00,0.02,0.00,sshd: markwkm@pts/1
1707241026,1002,12507,0.00,0.00,0.00,0.00,2,0.00,0.00,109420,2676,0.07,0.00,0.00,0.00,0.00,0.00,-zsh
1707241026,0,12528,0.00,0.00,0.00,0.00,1,0.00,0.00,15420,2372,0.06,-1.00,-1.00,-1.00,0.00,0.00,sshd: markwkm [priv]
1707241026,1002,12532,0.00,0.00,0.00,0.00,0,0.00,0.00,15420,1936,0.05,-1.00,-1.00,-1.00,0.00,0.00,sshd: markwkm@pts/6
1707241026,1002,12533,0.00,0.00,0.00,0.00,1,0.00,0.00,109672,3016,0.08,0.00,0.00,0.00,0.00,0.00,-zsh
1707241026,0,13016,0.00,0.02,0.00,0.02,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,5.83,0.00,kworker/0:0
1707241026,89,13090,0.00,0.00,0.00,0.00,1,0.23,0.00,18120,1872,0.05,-1.00,-1.00,-1.00,0.02,0.00,pickup -l -t unix -u
1707241026,1002,19502,0.02,0.02,0.00,0.03,2,4.52,0.00,6128,2240,0.06,0.00,0.00,0.00,2.98,0.00,tmux
1707241026,0,22213,0.00,0.00,0.00,0.00,1,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,3.27,0.00,kworker/1:1
1707241026,1002,27495,0.00,0.00,0.00,0.00,0,0.00,0.00,107164,1428,0.04,0.00,0.00,0.00,0.00,0.00,/bin/sh /home/markwkm/.local/src/dbt5/builds/release/dbt5 run -i /home/markwkm/.local/egen -d 3600 -u 2 --stats pgsql /tmp/resu
1707241026,1002,27497,0.00,0.00,0.00,0.00,0,0.00,0.00,107168,1516,0.04,0.00,0.00,0.00,0.00,0.00,/bin/bash /home/markwkm/.local/src/dbt5/builds/release/dbt5-run -i /home/markwkm/.local/egen -d 3600 -u 2 --stats pgsql /tmp/re
1707241026,1002,27518,0.02,0.00,0.00,0.02,1,0.48,0.00,300136,1772,0.04,0.00,0.13,0.00,0.00,0.00,/home/markwkm/.local/egen/bin/BrokerageHouseMain -d dbt5 -o /tmp/results/bh
1707241026,1002,27522,0.00,0.00,0.00,0.00,1,0.78,0.00,358768,26992,0.68,0.00,0.13,0.00,0.00,0.00,/home/markwkm/.local/egen/bin/MarketExchangeMain -c 5000 -t 5000 -i /home/markwkm/.local/egen/flat_in -o /tmp/results/mee
1707241026,1002,27538,0.00,0.00,0.00,0.00,1,0.10,0.00,252380,84560,2.14,0.00,0.20,0.00,0.00,0.00,/home/markwkm/.local/egen/bin/DriverMain -c 5000 -t 5000 -f 500 -w 300 -d 3600 -y 1000 -u 2 -n 0 -i /home/markwkm/.local/egen/f
1707241026,1002,27550,0.00,0.00,0.00,0.00,2,0.07,0.00,106012,828,0.02,0.00,0.07,0.00,0.02,0.00,sar -o /tmp/results/db/z15rhel7/sysstat/sar.datafile 60
1707241026,1002,27552,0.00,0.00,0.00,0.00,2,0.67,0.00,106760,892,0.02,0.00,0.13,0.00,0.02,0.00,sadc 60 -z -S ALL /tmp/results/db/z15rhel7/sysstat/sar.datafile
1707241026,1002,27609,0.00,0.00,0.00,0.00,3,6.10,0.00,107296,780,0.02,0.33,0.07,0.00,0.12,0.00,/bin/sh /home/markwkm/.local/src/touchstone-tools/builds/release/ts-pgsql-stat -o /tmp/results/db/z15rhel7/dbstat
1707241026,1002,27647,0.00,0.00,0.00,0.00,0,0.90,0.00,1288184,17028,0.43,0.67,0.00,0.00,0.05,0.00,postgres: markwkm dbt5 [local] SELECT
1707241026,1002,27648,0.03,0.02,0.00,0.05,1,13.43,0.13,1288956,28576,0.72,23.93,4.80,0.00,1.97,0.23,postgres: markwkm dbt5 [local] idle
1707241026,1002,27652,0.00,0.00,0.00,0.00,1,4.17,0.00,106320,1208,0.03,0.00,0.20,0.00,0.02,0.00,pidstat -h -l -d -r -u -w 60
1707241026,1002,27656,12.33,5.98,0.00,18.31,0,16.58,0.47,1299440,1080420,27.39,100329.21,7.20,0.00,300.75,12.93,postgres: markwkm dbt5 [local] SELECT
1707241026,1002,27661,0.63,0.80,0.00,1.43,3,11.20,0.07,1298632,1080356,27.39,7982.67,1.20,0.00,351.97,1.52,postgres: markwkm dbt5 [local] SELECT
1707241026,0,27674,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.03,0.00,kworker/2:2
1707241026,0,28176,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.33,0.00,kworker/2:0
1707241026,0,28850,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,9.82,0.00,kworker/2:1
1707241026,1002,28891,0.00,0.00,0.00,0.00,2,9.95,0.00,108332,1412,0.04,0.00,0.00,0.00,0.12,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime,
datname,nspname,
1707241026,1002,28892,0.00,0.00,0.00,0.00,0,10.00,0.05,108336,1408,0.04,11.33,0.00,0.00,0.13,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_stat_a,
1707241026,1002,28893,0.00,0.00,0.00,0.00,2,9.67,0.00,108332,1408,0.04,0.00,0.00,0.00,0.10,0.03,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_stat_d,
1707241026,1002,28894,0.00,0.00,0.00,0.00,2,9.68,0.00,108332,1404,0.04,0.00,0.00,0.00,0.12,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_stat_p,
1707241026,1002,28895,0.00,0.00,0.00,0.00,2,9.67,0.02,108332,1412,0.04,3.67,0.00,0.00,0.12,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_statio,
1707241026,1002,28896,0.00,0.00,0.00,0.00,2,9.65,0.00,108332,1404,0.04,0.00,0.00,0.00,0.12,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_stat_a,
1707241026,1002,28897,0.00,0.00,0.00,0.00,3,9.62,0.00,108332,1404,0.04,0.00,0.00,0.00,0.10,0.02,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_stat_r,
1707241026,1002,28902,0.00,0.00,0.00,0.00,0,9.98,0.00,108336,1404,0.04,0.07,0.00,0.00,0.13,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_stat_b,
1707241026,1002,28903,0.00,0.00,0.00,0.00,0,9.92,0.00,108332,1404,0.04,0.00,0.00,0.00,0.12,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_stat_d,
1707241026,1002,28904,0.00,0.00,0.00,0.00,2,10.03,0.00,108336,1412,0.04,0.07,0.00,0.00,0.13,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_statio,
1707241026,1002,28907,0.00,0.00,0.00,0.00,0,9.70,0.00,108332,1412,0.04,0.00,0.00,0.00,0.10,0.00,psql -v ON_ERROR_STOP=1 -X -t --no-align -c COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM,pg_stat_w,
1707241026,1002,28908,0.00,0.00,0.00,0.00,1,4.45,0.02,105940,640,0.02,0.27,0.00,0.00,0.03,0.00,sleep 60
1707241026,1002,28910,0.00,0.00,0.00,0.00,0,35.13,0.00,1286388,8020,0.20,0.00,0.00,0.00,0.02,0.05,postgres: markwkm dbt5 [local] idle
1707241026,1002,28912,0.00,0.00,0.00,0.00,0,26.95,0.00,1285788,6232,0.16,0.00,0.00,0.00,0.02,0.07,postgres: markwkm dbt5 [local] idle
1707241026,1002,28913,0.00,0.00,0.00,0.00,2,29.18,0.00,1285976,6848,0.17,0.00,0.00,0.00,0.00,0.03,postgres: markwkm dbt5 [local] idle
1707241026,1002,28914,0.00,0.00,0.00,0.00,0,25.00,0.00,1285752,5756,0.15,0.00,0.00,0.00,0.03,0.03,postgres: markwkm dbt5 [local] idle
1707241026,1002,28915,0.00,0.00,0.00,0.00,2,32.03,0.00,1285928,7324,0.19,0.00,0.00,0.00,0.02,0.03,postgres: markwkm dbt5 [local] idle
1707241026,1002,28916,0.00,0.00,0.00,0.00,1,7.55,0.00,1283868,1608,0.04,0.00,0.00,0.00,0.02,0.00,postgres: markwkm dbt5 [local] authentication
1707241026,1002,28921,0.00,0.00,0.00,0.00,2,39.19,0.00,1286296,9084,0.23,0.00,0.00,0.00,0.02,0.05,postgres: markwkm dbt5 [local] COPY
1707241026,1002,28922,0.00,0.00,0.00,0.00,3,7.55,0.00,1283868,1608,0.04,0.00,0.00,0.00,0.02,0.02,postgres: markwkm dbt5 [local] authentication
1707241026,1002,28923,0.00,0.00,0.00,0.00,3,7.55,0.00,1283868,1608,0.04,0.00,0.00,0.00,0.02,0.00,postgres: markwkm dbt5 [local] authentication
1707241026,1002,28924,0.00,0.00,0.00,0.00,3,7.53,0.00,1283868,1604,0.04,0.00,0.00,0.00,0.02,0.00,postgres: markwkm dbt5 [local] authentication
1707241026,1002,28925,0.00,0.00,0.00,0.00,3,7.50,0.00,1283868,1604,0.04,0.00,0.00,0.00,0.02,0.00,postgres: markwkm dbt5 [local] authentication
1707241026,1002,28926,0.00,0.00,0.00,0.00,3,7.52,0.00,1283868,1608,0.04,0.00,0.00,0.00,0.02,0.00,postgres: markwkm dbt5 [local] authentication
1707241026,0,31060,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.20,0.00,kworker/u8:0
1707241086,0,1,0.00,0.00,0.00,0.00,3,0.52,0.00,17576,2940,0.07,-1.00,-1.00,-1.00,0.82,0.00,/usr/lib/systemd/systemd --system --deserialize 29
1707241086,0,6,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,1.68,0.00,ksoftirqd/0
1707241086,0,9,0.00,0.02,0.00,0.02,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,44.45,0.00,rcu_sched
1707241086,0,11,0.00,0.00,0.00,0.00,1,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.03,0.00,migration/1
1707241086,0,12,0.00,0.00,0.00,0.00,1,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.75,0.00,ksoftirqd/1
1707241086,0,15,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.18,0.00,migration/2
1707241086,0,16,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,1.67,0.00,ksoftirqd/2
1707241086,0,19,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.08,0.00,migration/3
1707241086,0,20,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,1.43,0.00,ksoftirqd/3
1707241086,0,42,0.00,2.93,0.00,2.93,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,9.68,37.30,kswapd0
1707241086,0,44,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.02,0.00,khugepaged
1707241086,0,53,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.03,0.00,hwrng
1707241086,0,347,0.00,0.02,0.00,0.02,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.77,0.00,kworker/2:1H
1707241086,0,375,0.00,0.02,0.00,0.02,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,19.52,0.00,xfsaild/vda3
1707241086,0,474,0.00,0.00,0.00,0.00,3,0.07,0.00,12756,3776,0.10,-1.00,-1.00,-1.00,0.02,0.00,/usr/lib/systemd/systemd-journald
1707241086,0,587,0.00,0.00,0.00,0.00,1,0.05,0.00,14256,384,0.01,-1.00,-1.00,-1.00,0.02,0.00,/sbin/auditd
1707241086,0,612,0.00,0.00,0.00,0.00,3,0.15,0.00,3892,916,0.02,-1.00,-1.00,-1.00,0.02,0.00,/usr/lib/systemd/systemd-logind
1707241086,998,644,0.00,0.02,0.00,0.02,0,0.98,0.03,78660,528,0.01,-1.00,-1.00,-1.00,0.07,0.00,/usr/sbin/chronyd
1707241086,0,688,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.38,0.00,kworker/3:1H
1707241086,0,698,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.47,0.00,kworker/0:1H
1707241086,0,765,0.00,0.00,0.00,0.00,1,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.05,0.00,kworker/1:1H
1707241086,0,1176,0.00,0.00,0.00,0.00,3,0.00,0.00,105956,368,0.01,-1.00,-1.00,-1.00,0.00,0.00,rhnsd
1707241086,0,1319,0.00,0.00,0.00,0.00,0,0.00,0.00,17984,160,0.00,-1.00,-1.00,-1.00,0.03,0.00,/usr/libexec/postfix/master -w
1707241086,0,1977,0.02,0.00,0.00,0.02,2,0.00,0.00,427388,928,0.02,-1.00,-1.00,-1.00,0.00,0.00,/usr/bin/python2 -Es /usr/sbin/tuned -l -P
1707241086,0,2340,0.00,0.00,0.00,0.00,0,0.00,0.00,107740,608,0.02,-1.00,-1.00,-1.00,0.02,0.00,/usr/sbin/crond -n
1707241086,0,3631,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.93,0.00,kworker/3:1
1707241086,1002,7696,0.00,0.00,0.00,0.00,2,5.07,0.00,1282896,20936,0.53,73.20,0.00,0.00,0.60,0.00,/usr/local/bin/postgres -D /home/markwkm/.local/dbt5
1707241086,1002,7698,0.03,0.02,0.00,0.05,3,3.30,0.00,1283288,97016,2.46,0.00,12.53,0.00,4.97,0.45,postgres: background writer
1707241086,1002,7700,0.02,0.00,0.00,0.02,3,0.33,0.00,1282896,12940,0.33,0.00,1.47,0.00,4.43,0.00,postgres: walwriter
1707241086,1002,7701,0.00,0.00,0.00,0.00,2,0.00,0.00,1285164,1168,0.03,0.00,0.00,0.00,0.15,0.00,postgres: autovacuum launcher
1707241086,1002,7702,0.00,0.00,0.00,0.00,0,0.62,0.00,1285104,924,0.02,0.00,0.00,0.00,0.02,0.00,postgres: logical replication launcher
1707241086,0,12502,0.00,0.00,0.00,0.00,0,0.00,0.00,15420,2360,0.06,-1.00,-1.00,-1.00,0.00,0.00,sshd: markwkm [priv]
1707241086,1002,12506,0.00,0.00,0.00,0.00,0,0.68,0.00,15420,1888,0.05,-1.00,-1.00,-1.00,0.02,0.00,sshd: markwkm@pts/1
1707241086,1002,12507,0.00,0.00,0.00,0.00,2,0.00,0.00,109420,2432,0.06,0.00,0.00,0.00,0.00,0.00,-zsh
1707241086,0,12528,0.00,0.00,0.00,0.00,1,0.00,0.00,15420,2356,0.06,-1.00,-1.00,-1.00,0.00,0.00,sshd: markwkm [priv]
1707241086,1002,12532,0.00,0.00,0.00,0.00,0,0.00,0.00,15420,1928,0.05,-1.00,-1.00,-1.00,0.00,0.00,sshd: markwkm@pts/6
1707241086,1002,12533,0.00,0.00,0.00,0.00,1,0.00,0.00,109672,2772,0.07,0.00,0.00,0.00,0.00,0.00,-zsh
1707241086,1002,12555,0.00,0.00,0.00,0.00,2,0.00,0.00,3708,968,0.02,0.00,0.00,0.00,0.00,0.00,tmux a
1707241086,0,13016,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,14.85,0.00,kworker/0:0
1707241086,89,13090,0.00,0.00,0.00,0.00,1,0.03,0.00,18120,1856,0.05,-1.00,-1.00,-1.00,0.02,0.00,pickup -l -t unix -u
1707241086,1002,18073,0.00,0.00,0.00,0.00,3,0.00,0.00,109704,1968,0.05,0.00,0.00,0.00,0.00,0.00,-zsh
1707241086,1002,19502,0.02,0.03,0.00,0.05,3,4.42,0.00,6128,2216,0.06,0.00,0.00,0.00,2.92,0.00,tmux
1707241086,0,22213,0.00,0.02,0.00,0.02,1,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,23.20,0.00,kworker/1:1
1707241086,1002,27495,0.00,0.00,0.00,0.00,0,0.00,0.00,107164,1388,0.04,0.00,0.00,0.00,0.00,0.00,/bin/sh /home/markwkm/.local/src/dbt5/builds/release/dbt5 run -i /home/markwkm/.local/egen -d 3600 -u 2 --stats pgsql /tmp/resu
1707241086,1002,27497,0.00,0.00,0.00,0.00,0,0.00,0.00,107168,1468,0.04,0.00,0.00,0.00,0.00,0.00,/bin/bash /home/markwkm/.local/src/dbt5/builds/release/dbt5-run -i /home/markwkm/.local/egen -d 3600 -u 2 --stats pgsql /tmp/re
1707241086,1002,27516,0.00,0.00,0.00,0.00,1,0.00,0.00,107168,720,0.02,0.00,0.00,0.00,0.00,0.00,/bin/bash /home/markwkm/.local/src/dbt5/builds/release/dbt5-run -i /home/markwkm/.local/egen -d 3600 -u 2 --stats pgsql /tmp/re
1707241086,1002,27518,0.00,0.00,0.00,0.00,1,0.10,0.00,300136,1792,0.05,0.00,0.07,0.00,0.00,0.00,/home/markwkm/.local/egen/bin/BrokerageHouseMain -d dbt5 -o /tmp/results/bh
1707241086,1002,27520,0.00,0.00,0.00,0.00,3,0.00,0.00,107168,712,0.02,0.00,0.00,0.00,0.00,0.00,/bin/bash /home/markwkm/.local/src/dbt5/builds/release/dbt5-run -i /home/markwkm/.local/egen -d 3600 -u 2 --stats pgsql /tmp/re
1707241086,1002,27522,0.00,0.00,0.00,0.00,1,0.00,0.00,358768,26980,0.68,0.00,0.00,0.00,0.00,0.00,/home/markwkm/.local/egen/bin/MarketExchangeMain -c 5000 -t 5000 -i /home/markwkm/.local/egen/flat_in -o /tmp/results/mee
1707241086,1002,27536,0.00,0.00,0.00,0.00,2,0.00,0.00,107168,712,0.02,0.00,0.00,0.00,0.00,0.00,/bin/bash /home/markwkm/.local/src/dbt5/builds/release/dbt5-run -i /home/markwkm/.local/egen -d 3600 -u 2 --stats pgsql /tmp/re
1707241086,1002,27538,0.00,0.00,0.00,0.00,1,0.10,0.00,252380,84548,2.14,0.07,0.20,0.00,0.00,0.00,/home/markwkm/.local/egen/bin/DriverMain -c 5000 -t 5000 -f 500 -w 300 -d 3600 -y 1000 -u 2 -n 0 -i /home/markwkm/.local/egen/f
1707241086,1002,27550,0.00,0.00,0.00,0.00,2,0.02,0.00,106012,792,0.02,0.00,0.07,0.00,0.02,0.00,sar -o /tmp/results/db/z15rhel7/sysstat/sar.datafile 60
1707241086,1002,27552,0.00,0.02,0.00,0.02,2,0.58,0.00,106760,860,0.02,0.00,0.13,0.00,0.02,0.00,sadc 60 -z -S ALL /tmp/results/db/z15rhel7/sysstat/sar.datafile
1707241086,1002,27609,0.00,0.00,0.00,0.00,2,7.23,0.00,107296,784,0.02,34.00,3.80,0.00,0.32,0.00,/bin/sh /home/markwkm/.local/src/touchstone-tools/builds/release/ts-pgsql-stat -o /tmp/results/db/z15rhel7/dbstat
1707241086,1002,27647,0.02,0.00,0.00,0.02,0,5.95,0.00,1288448,18108,0.46,7.33,0.40,0.00,0.50,0.00,postgres: markwkm dbt5 [local] idle
1707241086,1002,27648,0.00,0.00,0.00,0.00,1,0.00,0.00,1288956,28568,0.72,0.00,0.00,0.00,0.00,0.00,postgres: markwkm dbt5 [local] idle
1707241086,1002,27652,0.00,0.02,0.00,0.02,1,5.20,0.00,106320,1176,0.03,0.00,0.40,0.00,0.02,0.00,pidstat -h -l -d -r -u -w 60
1707241086,1002,27656,16.40,7.30,0.00,23.70,2,14.72,0.00,1299440,1080468,27.39,119368.00,0.00,0.00,173.73,11.63,postgres: markwkm dbt5 [local] SELECT
1707241086,1002,27661,0.45,0.50,0.00,0.95,3,17.63,0.05,1298632,1080420,27.39,4287.07,1.47,0.00,213.75,0.97,postgres: markwkm dbt5 [local] SELECT
1707241086,1002,27663,0.00,0.00,0.00,0.00,1,0.00,0.00,105940,588,0.01,0.00,0.00,0.00,0.00,0.00,sleep 3600
1707241086,0,28176,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.03,0.00,kworker/2:0
1707241086,0,28581,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.03,0.00,kworker/0:1
1707241086,0,28850,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,5.02,0.00,kworker/2:1
1707241086,1002,28994,0.00,0.00,0.00,0.00,3,4.45,0.02,105940,640,0.02,0.27,0.00,0.00,0.08,0.00,sleep 60
1707241086,0,31060,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.18,0.00,kworker/u8:0
1707241146,0,1,0.00,0.02,0.00,0.02,1,0.35,0.00,17576,2936,0.07,-1.00,-1.00,-1.00,0.82,0.00,/usr/lib/systemd/systemd --system --deserialize 29
1707241146,0,2,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.02,0.00,kthreadd
1707241146,0,6,0.00,0.02,0.00,0.02,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,2.45,0.00,ksoftirqd/0
1707241146,0,7,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.15,0.00,migration/0
1707241146,0,9,0.00,0.02,0.00,0.02,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,49.39,0.00,rcu_sched
1707241146,0,12,0.00,0.00,0.00,0.00,1,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,1.30,0.00,ksoftirqd/1
1707241146,0,15,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.15,0.00,migration/2
1707241146,0,16,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,1.93,0.00,ksoftirqd/2
1707241146,0,20,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.97,0.00,ksoftirqd/3
1707241146,0,25,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.02,0.00,khungtaskd
1707241146,0,42,0.00,3.48,0.00,3.48,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,11.48,44.31,kswapd0
1707241146,0,44,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.03,0.00,khugepaged
1707241146,0,347,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.70,0.00,kworker/2:1H
1707241146,0,375,0.00,0.02,0.00,0.02,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,19.38,0.00,xfsaild/vda3
1707241146,0,474,0.00,0.00,0.00,0.00,3,0.33,0.00,12756,3636,0.09,-1.00,-1.00,-1.00,0.03,0.00,/usr/lib/systemd/systemd-journald
1707241146,0,587,0.00,0.00,0.00,0.00,1,0.12,0.00,14256,364,0.01,-1.00,-1.00,-1.00,0.02,0.00,/sbin/auditd
1707241146,0,612,0.00,0.00,0.00,0.00,3,0.00,0.00,3892,576,0.01,-1.00,-1.00,-1.00,0.00,0.00,/usr/lib/systemd/systemd-logind
1707241146,999,613,0.00,0.00,0.00,0.00,2,0.00,0.00,538208,960,0.02,-1.00,-1.00,-1.00,0.00,0.00,/usr/lib/polkit-1/polkitd --no-debug
1707241146,81,615,0.00,0.00,0.00,0.00,0,1.33,0.00,15180,1128,0.03,-1.00,-1.00,-1.00,0.03,0.00,/usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
1707241146,0,688,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,1.53,0.00,kworker/3:1H
1707241146,0,698,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.40,0.00,kworker/0:1H
1707241146,0,765,0.00,0.00,0.00,0.00,1,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,0.12,0.00,kworker/1:1H
1707241146,0,797,0.00,0.00,0.00,0.00,0,4.65,0.00,421480,2336,0.06,-1.00,-1.00,-1.00,0.05,0.00,/usr/sbin/NetworkManager --no-daemon
1707241146,0,1101,0.02,0.00,0.00,0.02,1,0.18,0.05,501036,2164,0.05,-1.00,-1.00,-1.00,0.08,0.00,/usr/sbin/rsyslogd -n
1707241146,0,1319,0.00,0.00,0.00,0.00,0,0.25,0.00,17984,212,0.01,-1.00,-1.00,-1.00,0.03,0.00,/usr/libexec/postfix/master -w
1707241146,0,2188,0.00,0.00,0.00,0.00,2,0.00,0.00,14460,308,0.01,-1.00,-1.00,-1.00,0.00,0.00,/usr/sbin/sshd -D
1707241146,0,2340,0.00,0.00,0.00,0.00,0,0.18,0.00,107740,612,0.02,-1.00,-1.00,-1.00,0.02,0.00,/usr/sbin/crond -n
1707241146,0,3631,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,-1.00,-1.00,-1.00,1.17,0.00,kworker/3:1
1707241146,1002,7696,0.00,0.02,0.00,0.02,2,0.90,0.00,1282896,20936,0.53,77.79,0.00,0.00,0.12,0.00,/usr/local/bin/postgres -D /home/markwkm/.local/dbt5
1707241146,1002,7698,0.02,0.00,0.00,0.02,3,4.60,0.00,1283288,97864,2.48,0.00,15.73,0.00,5.07,1.00,postgres: background writer
1707241146,1002,7700,0.00,0.02,0.00,0.02,3,3.12,0.00,1282896,13156,0.33,0.00,10.40,0.00,4.53,0.00,postgres: walwriter
1707241146,1002,7701,0.00,0.00,0.00,0.00,2,1.20,0.00,1285164,1168,0.03,0.00,0.00,0.00,0.15,0.00,postgres: autovacuum launcher
