ctime,relid,indexrelid,schemaname,relname,indexrelname,idx_scan,idx_tup_read,idx_tup_fetch,relid,indexrelid,schemaname,relname,indexrelname,idx_blks_read,idx_blks_hit
1654125746.926869,3430,3431,pg_toast,pg_toast_3429,pg_toast_3429_index,0,0,0,3430,3431,pg_toast,pg_toast_3429,pg_toast_3429_index,0,0
1654125746.926869,2838,2839,pg_toast,pg_toast_2618,pg_toast_2618_index,764,2654,2654,2838,2839,pg_toast,pg_toast_2618,pg_toast_2618_index,152,1152
1654125746.926869,2336,2337,pg_toast,pg_toast_2620,pg_toast_2620_index,0,0,0,2336,2337,pg_toast,pg_toast_2620,pg_toast_2620_index,0,0
1654125746.926869,4145,4146,pg_toast,pg_toast_3466,pg_toast_3466_index,0,0,0,4145,4146,pg_toast,pg_toast_3466,pg_toast_3466_index,0,0
1654125746.926869,2834,2835,pg_toast,pg_toast_2609,pg_toast_2609_index,0,0,0,2834,2835,pg_toast,pg_toast_2609,pg_toast_2609_index,0,0
1654125746.926869,4163,4164,pg_toast,pg_toast_2615,pg_toast_2615_index,0,0,0,4163,4164,pg_toast,pg_toast_2615,pg_toast_2615_index,0,0
1654125746.926869,3118,3119,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,0,0,0,3118,3119,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,0,0
1654125746.926869,4177,4178,pg_toast,pg_toast_1262,pg_toast_1262_index,0,0,0,4177,4178,pg_toast,pg_toast_1262,pg_toast_1262_index,0,0
1654125746.926869,2966,2967,pg_toast,pg_toast_2964,pg_toast_2964_index,0,0,0,2966,2967,pg_toast,pg_toast_2964,pg_toast_2964_index,0,0
1654125746.926869,4185,4186,pg_toast,pg_toast_1213,pg_toast_1213_index,0,0,0,4185,4186,pg_toast,pg_toast_1213,pg_toast_1213_index,0,0
1654125746.926869,4175,4176,pg_toast,pg_toast_1260,pg_toast_1260_index,0,0,0,4175,4176,pg_toast,pg_toast_1260,pg_toast_1260_index,0,0
1654125746.926869,2846,2847,pg_toast,pg_toast_2396,pg_toast_2396_index,0,0,0,2846,2847,pg_toast,pg_toast_2396,pg_toast_2396_index,0,0
1654125746.926869,4169,4170,pg_toast,pg_toast_3600,pg_toast_3600_index,0,0,0,4169,4170,pg_toast,pg_toast_3600,pg_toast_3600_index,0,0
1654125746.926869,4147,4148,pg_toast,pg_toast_3079,pg_toast_3079_index,0,0,0,4147,4148,pg_toast,pg_toast_3079,pg_toast_3079_index,0,0
1654125746.926869,4149,4150,pg_toast,pg_toast_2328,pg_toast_2328_index,0,0,0,4149,4150,pg_toast,pg_toast_2328,pg_toast_2328_index,0,0
1654125746.926869,4151,4152,pg_toast,pg_toast_1417,pg_toast_1417_index,0,0,0,4151,4152,pg_toast,pg_toast_1417,pg_toast_1417_index,0,0
1654125746.926869,4173,4174,pg_toast,pg_toast_1418,pg_toast_1418_index,0,0,0,4173,4174,pg_toast,pg_toast_1418,pg_toast_1418_index,0,0
1654125746.926869,4153,4154,pg_toast,pg_toast_3118,pg_toast_3118_index,0,0,0,4153,4154,pg_toast,pg_toast_3118,pg_toast_3118_index,0,0
1654125746.926869,4167,4168,pg_toast,pg_toast_3256,pg_toast_3256_index,0,0,0,4167,4168,pg_toast,pg_toast_3256,pg_toast_3256_index,0,0
1654125746.926869,4181,4182,pg_toast,pg_toast_6000,pg_toast_6000_index,0,0,0,4181,4182,pg_toast,pg_toast_6000,pg_toast_6000_index,0,0
1654125746.926869,4143,4144,pg_toast,pg_toast_826,pg_toast_826_index,0,0,0,4143,4144,pg_toast,pg_toast_826,pg_toast_826_index,0,0
1654125746.926869,4155,4156,pg_toast,pg_toast_3394,pg_toast_3394_index,0,0,0,4155,4156,pg_toast,pg_toast_3394,pg_toast_3394_index,0,0
1654125746.926869,3598,3599,pg_toast,pg_toast_3596,pg_toast_3596_index,0,0,0,3598,3599,pg_toast,pg_toast_3596,pg_toast_3596_index,0,0
1654125746.926869,4060,4061,pg_toast,pg_toast_3592,pg_toast_3592_index,0,0,0,4060,4061,pg_toast,pg_toast_3592,pg_toast_3592_index,0,0
1654125746.926869,6175,6176,pg_toast,pg_toast_3456,pg_toast_3456_index,0,0,0,6175,6176,pg_toast,pg_toast_3456,pg_toast_3456_index,0,0
1654125746.926869,4165,4166,pg_toast,pg_toast_3350,pg_toast_3350_index,0,0,0,4165,4166,pg_toast,pg_toast_3350,pg_toast_3350_index,0,0
1654125746.926869,4183,4184,pg_toast,pg_toast_6100,pg_toast_6100_index,0,0,0,4183,4184,pg_toast,pg_toast_6100,pg_toast_6100_index,0,0
1654125746.926869,1260,2677,pg_catalog,pg_authid,pg_authid_oid_index,7073,7073,7073,1260,2677,pg_catalog,pg_authid,pg_authid_oid_index,940,13206
1654125746.926869,1260,2676,pg_catalog,pg_authid,pg_authid_rolname_index,5985,5985,5985,1260,2676,pg_catalog,pg_authid,pg_authid_rolname_index,938,11032
1654125746.926869,17737,17738,pg_toast,pg_toast_17734,pg_toast_17734_index,0,0,0,17737,17738,pg_toast,pg_toast_17734,pg_toast_17734_index,1,0
1654125746.926869,17734,17783,public,supplier,pk_supplier,42,42,0,17734,17783,public,supplier,pk_supplier,4,91
1654125746.926869,17734,17791,public,supplier,supplier_s_suppkey_idx_like,0,0,0,17734,17791,public,supplier,supplier_s_suppkey_idx_like,1,10
1654125746.926869,17734,17789,public,supplier,supplier_s_nationkey_s_suppkey_idx,0,0,0,17734,17789,public,supplier,supplier_s_nationkey_s_suppkey_idx,1,10
1654125746.926869,17764,17810,public,nation,pk_nation,42,42,0,17764,17810,public,nation,pk_nation,2,50
1654125746.926869,3429,3433,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_index,0,0,0,3429,3433,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_index,0,0
1654125746.926869,17742,17743,pg_toast,pg_toast_17739,pg_toast_17739_index,0,0,0,17742,17743,pg_toast,pg_toast_17739,pg_toast_17739_index,1,0
1654125746.926869,17739,17797,public,part,part_p_size_idx,0,0,0,17739,17797,public,part,part_p_size_idx,0,31
1654125746.926869,17739,17781,public,part,pk_part,26,26,0,17739,17781,public,part,pk_part,6,81
1654125746.926869,17739,17800,public,part,part_ios_test1,0,0,0,17739,17800,public,part,part_ios_test1,1,8
1654125746.926869,17739,17785,public,part,part_p_type_p_partkey_idx,0,0,0,17739,17785,public,part,part_p_type_p_partkey_idx,1,8
1654125746.926869,17739,17784,public,part,part_p_container_p_brand_p_partkey_idx,0,0,0,17739,17784,public,part,part_p_container_p_brand_p_partkey_idx,1,8
1654125746.926869,17767,17801,public,region,pk_region,8,8,0,17767,17801,public,region,pk_region,2,10
1654125746.926869,17747,17748,pg_toast,pg_toast_17744,pg_toast_17744_index,0,0,0,17747,17748,pg_toast,pg_toast_17744,pg_toast_17744_index,1,0
1654125746.926869,17744,17790,public,partsupp,pk_partsupp,16,16,0,17744,17790,public,partsupp,pk_partsupp,6,48
1654125746.926869,17744,17782,public,partsupp,partsupp_ps_suppkey_idx,26,26,0,17744,17782,public,partsupp,partsupp_ps_suppkey_idx,6,78
1654125746.926869,1418,174,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,0,0,0,1418,174,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,0,0
1654125746.926869,1418,175,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,0,0,0,1418,175,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,0,0
1654125746.926869,6100,6114,pg_catalog,pg_subscription,pg_subscription_oid_index,0,0,0,6100,6114,pg_catalog,pg_subscription,pg_subscription_oid_index,0,0
1654125746.926869,6100,6115,pg_catalog,pg_subscription,pg_subscription_subname_index,0,0,0,6100,6115,pg_catalog,pg_subscription,pg_subscription_subname_index,0,0
1654125746.926869,1249,2659,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,207682,505964,505964,1249,2659,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,3278,427475
1654125746.926869,1249,2658,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,742,742,742,1249,2658,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,343,8616
1654125746.926869,1255,2690,pg_catalog,pg_proc,pg_proc_oid_index,32254,32254,32254,1255,2690,pg_catalog,pg_proc,pg_proc_oid_index,3883,65277
1654125746.926869,1255,2691,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,3055,17144,17144,1255,2691,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,2116,6806
1654125746.926869,1259,2662,pg_catalog,pg_class,pg_class_oid_index,170802,170123,164781,1259,2662,pg_catalog,pg_class,pg_class_oid_index,1889,348629
1654125746.926869,1259,3455,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,0,0,0,1259,3455,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,311,2170
1654125746.926869,1259,2663,pg_catalog,pg_class,pg_class_relname_nsp_index,15564,8157,7825,1259,2663,pg_catalog,pg_class,pg_class_relname_nsp_index,1846,35826
1654125746.926869,2604,2657,pg_catalog,pg_attrdef,pg_attrdef_oid_index,0,0,0,2604,2657,pg_catalog,pg_attrdef,pg_attrdef_oid_index,0,0
1654125746.926869,2604,2656,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,0,0,0,2604,2656,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,0,0
1654125746.926869,2606,2667,pg_catalog,pg_constraint,pg_constraint_oid_index,184,88,88,2606,2667,pg_catalog,pg_constraint,pg_constraint_oid_index,44,422
1654125746.926869,2606,2579,pg_catalog,pg_constraint,pg_constraint_conparentid_index,0,0,0,2606,2579,pg_catalog,pg_constraint,pg_constraint_conparentid_index,26,168
1654125746.926869,2606,2666,pg_catalog,pg_constraint,pg_constraint_contypid_index,0,0,0,2606,2666,pg_catalog,pg_constraint,pg_constraint_contypid_index,26,168
1654125746.926869,2606,2665,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,518,518,518,2606,2665,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,357,718
1654125746.926869,2606,2664,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,0,0,0,2606,2664,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,26,168
1654125746.926869,2611,2680,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,669,0,0,2611,2680,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,74,1264
1654125746.926869,2611,2187,pg_catalog,pg_inherits,pg_inherits_parent_index,0,0,0,2611,2187,pg_catalog,pg_inherits,pg_inherits_parent_index,0,0
1654125746.926869,2610,2679,pg_catalog,pg_index,pg_index_indexrelid_index,57620,57661,57299,2610,2679,pg_catalog,pg_index,pg_index_indexrelid_index,978,64554
1654125746.926869,2610,2678,pg_catalog,pg_index,pg_index_indrelid_index,12298,32494,32271,2610,2678,pg_catalog,pg_index,pg_index_indrelid_index,969,15319
1654125746.926869,2617,2688,pg_catalog,pg_operator,pg_operator_oid_index,15405,15405,15405,2617,2688,pg_catalog,pg_operator,pg_operator_oid_index,1812,32608
1654125746.926869,2617,2689,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,11061,102977,102977,2617,2689,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,2327,23061
1654125746.926869,2753,2755,pg_catalog,pg_opfamily,pg_opfamily_oid_index,0,0,0,2753,2755,pg_catalog,pg_opfamily,pg_opfamily_oid_index,0,0
1654125746.926869,2753,2754,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,0,0,0,2753,2754,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,0,0
1654125746.926869,2616,2687,pg_catalog,pg_opclass,pg_opclass_oid_index,29926,29926,29926,2616,2687,pg_catalog,pg_opclass,pg_opclass_oid_index,996,36274
1654125746.926869,2616,2686,pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,9479,406951,406951,2616,2686,pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,804,10979
1654125746.926869,2601,2652,pg_catalog,pg_am,pg_am_oid_index,0,0,0,2601,2652,pg_catalog,pg_am,pg_am_oid_index,0,0
1654125746.926869,2601,2651,pg_catalog,pg_am,pg_am_name_index,0,0,0,2601,2651,pg_catalog,pg_am,pg_am_name_index,0,0
1654125746.926869,2602,2756,pg_catalog,pg_amop,pg_amop_oid_index,0,0,0,2602,2756,pg_catalog,pg_amop,pg_amop_oid_index,0,0
1654125746.926869,2602,2654,pg_catalog,pg_amop,pg_amop_opr_fam_index,19597,67142,67142,2602,2654,pg_catalog,pg_amop,pg_amop_opr_fam_index,2239,41340
1654125746.926869,2602,2653,pg_catalog,pg_amop,pg_amop_fam_strat_index,22080,22080,22080,2602,2653,pg_catalog,pg_amop,pg_amop_fam_strat_index,1256,44871
1654125746.926869,2603,2757,pg_catalog,pg_amproc,pg_amproc_oid_index,0,0,0,2603,2757,pg_catalog,pg_amproc,pg_amproc_oid_index,0,0
1654125746.926869,2603,2655,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,31236,77712,77712,2603,2655,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,1928,67888
1654125746.926869,2612,2682,pg_catalog,pg_language,pg_language_oid_index,0,0,0,2612,2682,pg_catalog,pg_language,pg_language_oid_index,0,0
1654125746.926869,2612,2681,pg_catalog,pg_language,pg_language_name_index,0,0,0,2612,2681,pg_catalog,pg_language,pg_language_name_index,0,0
1654125746.926869,2995,2996,pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,0,0,0,2995,2996,pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,0,0
1654125746.926869,2600,2650,pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,2687,2687,2687,2600,2650,pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,890,3951
1654125746.926869,3381,3380,pg_catalog,pg_statistic_ext,pg_statistic_ext_oid_index,0,0,0,3381,3380,pg_catalog,pg_statistic_ext,pg_statistic_ext_oid_index,0,0
1654125746.926869,3381,3379,pg_catalog,pg_statistic_ext,pg_statistic_ext_relid_index,6880,0,0,3381,3379,pg_catalog,pg_statistic_ext,pg_statistic_ext_relid_index,441,13319
1654125746.926869,3381,3997,pg_catalog,pg_statistic_ext,pg_statistic_ext_name_index,0,0,0,3381,3997,pg_catalog,pg_statistic_ext,pg_statistic_ext_name_index,0,0
1654125746.926869,2618,2692,pg_catalog,pg_rewrite,pg_rewrite_oid_index,159,106,106,2618,2692,pg_catalog,pg_rewrite,pg_rewrite_oid_index,103,162
1654125746.926869,2618,2693,pg_catalog,pg_rewrite,pg_rewrite_rel_rulename_index,1093,1112,1059,2618,2693,pg_catalog,pg_rewrite,pg_rewrite_rel_rulename_index,209,1700
1654125746.926869,2620,2702,pg_catalog,pg_trigger,pg_trigger_oid_index,0,0,0,2620,2702,pg_catalog,pg_trigger,pg_trigger_oid_index,0,0
1654125746.926869,2620,2701,pg_catalog,pg_trigger,pg_trigger_tgrelid_tgname_index,0,0,0,2620,2701,pg_catalog,pg_trigger,pg_trigger_tgrelid_tgname_index,0,0
1654125746.926869,2620,2699,pg_catalog,pg_trigger,pg_trigger_tgconstraint_index,0,0,0,2620,2699,pg_catalog,pg_trigger,pg_trigger_tgconstraint_index,0,0
1654125746.926869,3466,3468,pg_catalog,pg_event_trigger,pg_event_trigger_oid_index,0,0,0,3466,3468,pg_catalog,pg_event_trigger,pg_event_trigger_oid_index,0,0
1654125746.926869,3466,3467,pg_catalog,pg_event_trigger,pg_event_trigger_evtname_index,783,0,0,3466,3467,pg_catalog,pg_event_trigger,pg_event_trigger_evtname_index,87,696
1654125746.926869,2609,2675,pg_catalog,pg_description,pg_description_o_c_o_index,1158,0,0,2609,2675,pg_catalog,pg_description,pg_description_o_c_o_index,225,2276
1654125746.926869,2605,2660,pg_catalog,pg_cast,pg_cast_oid_index,0,0,0,2605,2660,pg_catalog,pg_cast,pg_cast_oid_index,0,0
1654125746.926869,2605,2661,pg_catalog,pg_cast,pg_cast_source_target_index,147681,33655,33655,2605,2661,pg_catalog,pg_cast,pg_cast_source_target_index,876,150806
1654125746.926869,3501,3502,pg_catalog,pg_enum,pg_enum_oid_index,0,0,0,3501,3502,pg_catalog,pg_enum,pg_enum_oid_index,0,0
1654125746.926869,3501,3534,pg_catalog,pg_enum,pg_enum_typid_sortorder_index,0,0,0,3501,3534,pg_catalog,pg_enum,pg_enum_typid_sortorder_index,0,0
1654125746.926869,3501,3503,pg_catalog,pg_enum,pg_enum_typid_label_index,0,0,0,3501,3503,pg_catalog,pg_enum,pg_enum_typid_label_index,0,0
1654125746.926869,2615,2685,pg_catalog,pg_namespace,pg_namespace_oid_index,3521,3511,3469,2615,2685,pg_catalog,pg_namespace,pg_namespace_oid_index,840,4839
1654125746.926869,2615,2684,pg_catalog,pg_namespace,pg_namespace_nspname_index,12289,7499,7485,2615,2684,pg_catalog,pg_namespace,pg_namespace_nspname_index,927,17400
1654125746.926869,2607,2670,pg_catalog,pg_conversion,pg_conversion_oid_index,0,0,0,2607,2670,pg_catalog,pg_conversion,pg_conversion_oid_index,0,0
1654125746.926869,2607,2669,pg_catalog,pg_conversion,pg_conversion_name_nsp_index,0,0,0,2607,2669,pg_catalog,pg_conversion,pg_conversion_name_nsp_index,0,0
1654125746.926869,2607,2668,pg_catalog,pg_conversion,pg_conversion_default_index,0,0,0,2607,2668,pg_catalog,pg_conversion,pg_conversion_default_index,0,0
1654125746.926869,2608,2674,pg_catalog,pg_depend,pg_depend_reference_index,8073,8056,7654,2608,2674,pg_catalog,pg_depend,pg_depend_reference_index,1438,19841
1654125746.926869,2608,2673,pg_catalog,pg_depend,pg_depend_depender_index,2548,4000,3900,2608,2673,pg_catalog,pg_depend,pg_depend_depender_index,509,9728
1654125746.926869,1262,2672,pg_catalog,pg_database,pg_database_oid_index,8314,8313,8313,1262,2672,pg_catalog,pg_database,pg_database_oid_index,1035,13582
1654125746.926869,1262,2671,pg_catalog,pg_database,pg_database_datname_index,10973,10972,10972,1262,2671,pg_catalog,pg_database,pg_database_datname_index,989,16181
1654125746.926869,2964,2965,pg_catalog,pg_db_role_setting,pg_db_role_setting_databaseid_rol_index,25208,0,0,2964,2965,pg_catalog,pg_db_role_setting,pg_db_role_setting_databaseid_rol_index,463,49953
1654125746.926869,1213,2697,pg_catalog,pg_tablespace,pg_tablespace_oid_index,2905,2905,2905,1213,2697,pg_catalog,pg_tablespace,pg_tablespace_oid_index,1016,4794
1654125746.926869,1213,2698,pg_catalog,pg_tablespace,pg_tablespace_spcname_index,0,0,0,1213,2698,pg_catalog,pg_tablespace,pg_tablespace_spcname_index,36,36
1654125746.926869,1261,2694,pg_catalog,pg_auth_members,pg_auth_members_role_member_index,0,0,0,1261,2694,pg_catalog,pg_auth_members,pg_auth_members_role_member_index,0,0
1654125746.926869,1261,2695,pg_catalog,pg_auth_members,pg_auth_members_member_role_index,0,0,0,1261,2695,pg_catalog,pg_auth_members,pg_auth_members_member_role_index,0,0
1654125746.926869,1214,1233,pg_catalog,pg_shdepend,pg_shdepend_reference_index,240,240,240,1214,1233,pg_catalog,pg_shdepend,pg_shdepend_reference_index,179,269
1654125746.926869,1214,1232,pg_catalog,pg_shdepend,pg_shdepend_depender_index,1159,0,0,1214,1232,pg_catalog,pg_shdepend,pg_shdepend_depender_index,153,1192
1654125746.926869,2396,2397,pg_catalog,pg_shdescription,pg_shdescription_o_c_index,0,0,0,2396,2397,pg_catalog,pg_shdescription,pg_shdescription_o_c_index,0,0
1654125746.926869,3602,3712,pg_catalog,pg_ts_config,pg_ts_config_oid_index,2440,2440,2440,3602,3712,pg_catalog,pg_ts_config,pg_ts_config_oid_index,713,2947
1654125746.926869,3602,3608,pg_catalog,pg_ts_config,pg_ts_config_cfgname_index,2440,2440,2440,3602,3608,pg_catalog,pg_ts_config,pg_ts_config_cfgname_index,713,2947
1654125746.926869,3603,3609,pg_catalog,pg_ts_config_map,pg_ts_config_map_index,0,0,0,3603,3609,pg_catalog,pg_ts_config_map,pg_ts_config_map_index,0,0
1654125746.926869,3600,3605,pg_catalog,pg_ts_dict,pg_ts_dict_oid_index,0,0,0,3600,3605,pg_catalog,pg_ts_dict,pg_ts_dict_oid_index,0,0
1654125746.926869,3600,3604,pg_catalog,pg_ts_dict,pg_ts_dict_dictname_index,0,0,0,3600,3604,pg_catalog,pg_ts_dict,pg_ts_dict_dictname_index,0,0
1654125746.926869,3601,3607,pg_catalog,pg_ts_parser,pg_ts_parser_oid_index,0,0,0,3601,3607,pg_catalog,pg_ts_parser,pg_ts_parser_oid_index,0,0
1654125746.926869,3601,3606,pg_catalog,pg_ts_parser,pg_ts_parser_prsname_index,0,0,0,3601,3606,pg_catalog,pg_ts_parser,pg_ts_parser_prsname_index,0,0
1654125746.926869,3764,3767,pg_catalog,pg_ts_template,pg_ts_template_oid_index,0,0,0,3764,3767,pg_catalog,pg_ts_template,pg_ts_template_oid_index,0,0
1654125746.926869,3764,3766,pg_catalog,pg_ts_template,pg_ts_template_tmplname_index,0,0,0,3764,3766,pg_catalog,pg_ts_template,pg_ts_template_tmplname_index,0,0
1654125746.926869,3079,3080,pg_catalog,pg_extension,pg_extension_oid_index,0,0,0,3079,3080,pg_catalog,pg_extension,pg_extension_oid_index,12,0
1654125746.926869,3079,3081,pg_catalog,pg_extension,pg_extension_name_index,0,0,0,3079,3081,pg_catalog,pg_extension,pg_extension_name_index,12,0
1654125746.926869,2328,112,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_oid_index,0,0,0,2328,112,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_oid_index,0,0
1654125746.926869,2328,548,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_name_index,0,0,0,2328,548,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_name_index,0,0
1654125746.926869,1417,113,pg_catalog,pg_foreign_server,pg_foreign_server_oid_index,0,0,0,1417,113,pg_catalog,pg_foreign_server,pg_foreign_server_oid_index,0,0
1654125746.926869,1417,549,pg_catalog,pg_foreign_server,pg_foreign_server_name_index,0,0,0,1417,549,pg_catalog,pg_foreign_server,pg_foreign_server_name_index,0,0
1654125746.926869,3256,3257,pg_catalog,pg_policy,pg_policy_oid_index,0,0,0,3256,3257,pg_catalog,pg_policy,pg_policy_oid_index,0,0
1654125746.926869,3256,3258,pg_catalog,pg_policy,pg_policy_polrelid_polname_index,0,0,0,3256,3258,pg_catalog,pg_policy,pg_policy_polrelid_polname_index,0,0
1654125746.926869,6000,6001,pg_catalog,pg_replication_origin,pg_replication_origin_roiident_index,0,0,0,6000,6001,pg_catalog,pg_replication_origin,pg_replication_origin_roiident_index,0,0
1654125746.926869,6000,6002,pg_catalog,pg_replication_origin,pg_replication_origin_roname_index,0,0,0,6000,6002,pg_catalog,pg_replication_origin,pg_replication_origin_roname_index,0,0
1654125746.926869,826,828,pg_catalog,pg_default_acl,pg_default_acl_oid_index,0,0,0,826,828,pg_catalog,pg_default_acl,pg_default_acl_oid_index,0,0
1654125746.926869,826,827,pg_catalog,pg_default_acl,pg_default_acl_role_nsp_obj_index,414,0,0,826,827,pg_catalog,pg_default_acl,pg_default_acl_role_nsp_obj_index,86,742
