# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
lithium;60;1682725243;453476;15238048;319580;1.95;216;15238332;1072368;4.33;788628;14599848;184232
lithium;60;1682725303;461196;15260976;297332;1.82;216;15253596;1072444;4.33;788652;14615112;170864
lithium;60;1682725363;445244;15261056;297216;1.81;216;15269704;1062292;4.29;778540;14631220;152492
lithium;60;1682725423;425168;15255840;302400;1.85;216;15284656;1062388;4.29;778536;14646172;141152
lithium;60;1682725483;413720;15259416;295732;1.81;216;15299748;1061640;4.29;778300;14661264;160760
lithium;60;1682725543;380188;15240124;317392;1.94;216;15314076;1061740;4.29;778300;14675592;107576
lithium;60;1682725603;375572;15251192;305412;1.86;216;15329840;1061820;4.29;778300;14691356;55992
lithium;60;1682725663;363596;15256372;299044;1.83;216;15347080;1061904;4.29;778304;14708596;132012
lithium;60;1682725723;339624;15248276;304476;1.86;216;15363036;1061988;4.29;778308;14724552;212256
lithium;60;1682725783;310820;15233616;319480;1.95;216;15377244;1062084;4.29;778320;14738760;212016
lithium;60;1682725843;293868;15232824;319524;1.95;216;15393484;1062176;4.29;778316;14755000;227368
lithium;60;1682725903;346480;15275480;307108;1.87;216;15354020;1062276;4.29;778332;14715528;215116
lithium;60;1682725963;305404;15274124;309056;1.89;216;15393792;1062360;4.29;778332;14755300;202904
lithium;60;1682726023;308968;15284492;322276;1.97;216;15376556;1062452;4.29;778336;14738064;206496
lithium;60;1682726083;310012;15295776;322716;1.97;216;15374920;1062540;4.29;778340;14736428;196760
lithium;60;1682726143;288932;15289256;332964;2.03;216;15385404;1062628;4.29;778344;14746912;187016
lithium;60;1682726203;341200;15301060;321828;1.96;216;15344012;1062716;4.29;778404;14705468;114600
lithium;60;1682726263;289504;15287680;335004;2.05;216;15382384;1062800;4.29;778448;14743792;118060
lithium;60;1682726323;302972;15297724;325116;1.98;216;15379036;1062884;4.29;778496;14740404;40324
lithium;60;1682726383;312712;15297984;323464;1.97;216;15369660;1062984;4.29;778548;14730980;23064
lithium;60;1682726443;287516;15283324;337336;2.06;216;15380288;1063080;4.29;778592;14741564;212436
lithium;60;1682726503;286688;15286656;335140;2.05;216;15384532;1063164;4.29;778636;14745764;241736
lithium;60;1682726563;296292;15291304;329828;2.01;216;15379640;1063256;4.29;778688;14740828;236556
lithium;60;1682726623;291320;15284752;336400;2.05;216;15378144;1063336;4.29;778728;14739292;245136
lithium;60;1682726683;295732;15294112;327208;2.00;216;15383144;1063416;4.29;778748;14744256;229876
lithium;60;1682726743;329172;15306872;313896;1.92;216;15362532;1063512;4.29;778804;14723592;196600
lithium;60;1682726803;307276;15298800;321976;1.97;216;15376400;1063596;4.29;778840;14737420;213236
lithium;60;1682726863;326884;15309732;309740;1.89;216;15367800;1063684;4.29;778896;14728772;164604
lithium;60;1682726923;298900;15290068;329172;2.01;216;15376208;1063772;4.29;778932;14737140;87604
lithium;60;1682726983;323880;15303000;316532;1.93;216;15364236;1063852;4.30;778984;14725128;168184
lithium;60;1682727043;285400;15287776;332796;2.03;216;15387560;1063928;4.30;779028;14748412;43356
lithium;60;1682727103;319860;15284112;336600;2.06;216;15349524;1064028;4.30;779076;14710328;19272
lithium;60;1682727163;312936;15293320;324928;1.98;216;15365700;1064112;4.30;779112;14726464;160264
lithium;60;1682727223;294968;15291168;326680;1.99;216;15381616;1064212;4.30;779172;14742328;240712
lithium;60;1682727283;297940;15266120;352052;2.15;216;15353632;1074536;4.34;789328;14714304;230440
lithium;60;1682727343;288000;15266864;351168;2.14;216;15364400;1074620;4.34;789364;14725032;213952
lithium;60;1682727403;299312;15281188;335592;2.05;216;15367500;1074708;4.34;789416;14728088;197232
lithium;60;1682727463;290544;15275156;342592;2.09;216;15370304;1074784;4.34;789456;14730852;209844
lithium;60;1682727523;316556;15296012;321716;1.96;216;15365244;1064640;4.30;779396;14725744;216580
