# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
lithium;60;1682726863;lo;24.27;24.27;8.34;8.34;0.00;0.00;0.00;0.00
lithium;60;1682726863;enp1s0;391.90;377.57;82.10;163.36;0.00;0.00;0.00;0.00
lithium;60;1682726923;lo;28.35;28.35;8.88;8.88;0.00;0.00;0.00;0.00
lithium;60;1682726923;enp1s0;448.15;432.30;93.26;185.56;0.00;0.00;0.00;0.00
lithium;60;1682726983;lo;25.72;25.72;8.50;8.50;0.00;0.00;0.00;0.00
lithium;60;1682726983;enp1s0;374.68;361.25;78.40;155.56;0.00;0.00;0.00;0.00
lithium;60;1682727043;lo;26.38;26.38;8.60;8.60;0.00;0.00;0.00;0.00
lithium;60;1682727043;enp1s0;385.67;371.78;80.60;159.95;0.00;0.00;0.00;0.00
lithium;60;1682727103;lo;28.15;28.15;8.82;8.82;0.00;0.00;0.00;0.00
lithium;60;1682727103;enp1s0;411.32;397.13;85.60;170.36;0.00;0.00;0.00;0.00
lithium;60;1682727163;lo;24.10;24.10;8.32;8.32;0.00;0.00;0.00;0.00
lithium;60;1682727163;enp1s0;370.54;356.56;78.18;154.51;0.00;0.00;0.00;0.00
lithium;60;1682727223;lo;28.05;28.05;8.80;8.80;0.00;0.00;0.00;0.00
lithium;60;1682727223;enp1s0;387.42;373.03;81.83;160.97;0.00;0.00;0.00;0.00
lithium;60;1682727283;lo;26.07;26.07;8.55;8.55;0.00;0.00;0.00;0.00
lithium;60;1682727283;enp1s0;387.88;374.75;81.37;161.10;0.00;0.00;0.00;0.00
lithium;60;1682727343;lo;26.83;26.83;8.69;8.69;0.00;0.00;0.00;0.00
lithium;60;1682727343;enp1s0;446.08;430.13;93.07;185.51;0.00;0.00;0.00;0.00
lithium;60;1682727403;lo;28.05;28.05;8.84;8.84;0.00;0.00;0.00;0.00
lithium;60;1682727403;enp1s0;376.37;362.30;78.45;156.42;0.00;0.00;0.00;0.00
lithium;60;1682727463;lo;24.35;24.35;8.34;8.34;0.00;0.00;0.00;0.00
lithium;60;1682727463;enp1s0;378.88;364.68;79.17;157.40;0.00;0.00;0.00;0.00
lithium;60;1682727523;lo;28.25;28.25;8.87;8.87;0.00;0.00;0.00;0.00
lithium;60;1682727523;enp1s0;436.60;421.47;91.37;181.69;0.00;0.00;0.00;0.00
lithium;60;1682727583;lo;24.72;24.72;8.40;8.40;0.00;0.00;0.00;0.00
lithium;60;1682727583;enp1s0;424.62;408.98;88.98;176.38;0.00;0.00;0.00;0.00
lithium;60;1682727643;lo;28.13;28.13;8.85;8.85;0.00;0.00;0.00;0.00
lithium;60;1682727643;enp1s0;382.93;369.50;80.03;158.44;0.00;0.00;0.00;0.00
lithium;60;1682727703;lo;25.40;25.40;8.43;8.43;0.00;0.00;0.00;0.00
lithium;60;1682727703;enp1s0;425.55;409.70;89.64;177.14;0.00;0.00;0.00;0.00
lithium;60;1682727763;lo;27.27;27.27;8.75;8.75;0.00;0.00;0.00;0.00
lithium;60;1682727763;enp1s0;389.23;375.17;81.38;161.39;0.00;0.00;0.00;0.00
lithium;60;1682727823;lo;28.12;28.12;8.83;8.83;0.00;0.00;0.00;0.00
lithium;60;1682727823;enp1s0;389.77;375.92;81.20;161.72;0.00;0.00;0.00;0.00
lithium;60;1682727883;lo;23.97;23.97;8.34;8.34;0.00;0.00;0.00;0.00
lithium;60;1682727883;enp1s0;352.93;340.32;73.85;146.44;0.00;0.00;0.00;0.00
lithium;60;1682727943;lo;28.40;28.40;8.87;8.87;0.00;0.00;0.00;0.00
lithium;60;1682727943;enp1s0;380.23;366.20;80.26;157.95;0.00;0.00;0.00;0.00
lithium;60;1682728003;lo;25.25;25.25;8.51;8.51;0.00;0.00;0.00;0.00
lithium;60;1682728003;enp1s0;443.75;427.47;93.48;184.44;0.00;0.00;0.00;0.00
lithium;60;1682728063;lo;28.33;28.33;8.79;8.79;0.00;0.00;0.00;0.00
lithium;60;1682728063;enp1s0;410.02;395.50;85.65;170.92;0.00;0.00;0.00;0.00
lithium;60;1682728123;lo;24.27;24.27;8.36;8.36;0.00;0.00;0.00;0.00
lithium;60;1682728123;enp1s0;348.05;336.73;72.49;144.25;0.00;0.00;0.00;0.00
lithium;60;1682728183;lo;28.07;28.07;8.86;8.86;0.00;0.00;0.00;0.00
lithium;60;1682728183;enp1s0;364.28;350.25;76.63;151.21;0.00;0.00;0.00;0.00
lithium;60;1682728243;lo;28.25;28.25;8.86;8.86;0.00;0.00;0.00;0.00
lithium;60;1682728243;enp1s0;401.92;386.52;84.31;166.67;0.00;0.00;0.00;0.00
lithium;60;1682728303;lo;24.83;24.83;8.41;8.41;0.00;0.00;0.00;0.00
lithium;60;1682728303;enp1s0;413.43;398.08;86.20;170.76;0.00;0.00;0.00;0.00
lithium;60;1682728363;lo;28.10;28.10;8.86;8.86;0.00;0.00;0.00;0.00
lithium;60;1682728363;enp1s0;378.43;364.67;78.83;156.81;0.00;0.00;0.00;0.00
lithium;60;1682728423;lo;24.73;24.73;8.41;8.41;0.00;0.00;0.00;0.00
lithium;60;1682728423;enp1s0;403.55;388.05;83.66;167.05;0.00;0.00;0.00;0.00
lithium;60;1682728483;lo;28.45;28.45;8.86;8.86;0.00;0.00;0.00;0.00
lithium;60;1682728483;enp1s0;468.47;452.08;97.88;194.16;0.00;0.00;0.00;0.00
lithium;60;1682728543;lo;26.25;26.25;8.56;8.56;0.00;0.00;0.00;0.00
lithium;60;1682728543;enp1s0;416.15;401.07;87.09;173.13;0.00;0.00;0.00;0.00
lithium;60;1682728603;lo;25.40;25.40;8.50;8.50;0.00;0.00;0.00;0.00
lithium;60;1682728603;enp1s0;345.23;332.25;72.11;143.18;0.00;0.00;0.00;0.00
lithium;60;1682728663;lo;28.23;28.23;8.82;8.82;0.00;0.00;0.00;0.00
lithium;60;1682728663;enp1s0;425.28;410.68;88.54;177.23;0.00;0.00;0.00;0.00
lithium;60;1682728723;lo;24.67;24.67;8.37;8.37;0.00;0.00;0.00;0.00
lithium;60;1682728723;enp1s0;416.42;400.65;87.64;173.44;0.00;0.00;0.00;0.00
lithium;60;1682728783;lo;28.53;28.53;8.90;8.90;0.00;0.00;0.00;0.00
lithium;60;1682728783;enp1s0;430.02;413.95;90.53;177.68;0.00;0.00;0.00;0.00
