# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
lithium;60;1682725243;lo;27.50;27.50;12.07;12.07;0.00;0.00;0.00;0.00
lithium;60;1682725243;enp1s0;442.93;426.95;92.19;184.16;0.00;0.00;0.00;0.00
lithium;60;1682725303;lo;28.38;28.38;8.87;8.87;0.00;0.00;0.00;0.00
lithium;60;1682725303;enp1s0;436.80;421.75;90.54;181.72;0.00;0.00;0.00;0.00
lithium;60;1682725363;lo;27.82;27.82;8.80;8.80;0.00;0.00;0.00;0.00
lithium;60;1682725363;enp1s0;372.58;359.20;78.05;154.13;0.00;0.00;0.00;0.00
lithium;60;1682725423;lo;24.07;24.07;8.30;8.30;0.00;0.00;0.00;0.00
lithium;60;1682725423;enp1s0;367.93;355.23;76.45;153.43;0.00;0.00;0.00;0.00
lithium;60;1682725483;lo;28.20;28.20;8.86;8.86;0.00;0.00;0.00;0.00
lithium;60;1682725483;enp1s0;416.72;401.37;87.08;173.08;0.00;0.00;0.00;0.00
lithium;60;1682725543;lo;26.55;26.55;8.64;8.64;0.00;0.00;0.00;0.00
lithium;60;1682725543;enp1s0;391.20;376.80;82.06;162.16;0.00;0.00;0.00;0.00
lithium;60;1682725603;lo;25.87;25.87;8.54;8.54;0.00;0.00;0.00;0.00
lithium;60;1682725603;enp1s0;419.88;404.78;87.43;173.94;0.00;0.00;0.00;0.00
lithium;60;1682725663;lo;28.32;28.32;8.93;8.93;0.00;0.00;0.00;0.00
lithium;60;1682725663;enp1s0;411.77;396.77;86.00;171.70;0.00;0.00;0.00;0.00
lithium;60;1682725723;lo;23.88;23.88;8.26;8.26;0.00;0.00;0.00;0.00
lithium;60;1682725723;enp1s0;400.63;386.20;83.66;166.59;0.00;0.00;0.00;0.00
lithium;60;1682725783;lo;28.17;28.17;8.85;8.85;0.00;0.00;0.00;0.00
lithium;60;1682725783;enp1s0;417.03;402.30;86.57;173.03;0.00;0.00;0.00;0.00
lithium;60;1682725843;lo;26.08;26.08;8.62;8.62;0.00;0.00;0.00;0.00
lithium;60;1682725843;enp1s0;423.00;407.80;88.22;174.59;0.00;0.00;0.00;0.00
lithium;60;1682725903;lo;27.35;27.35;8.69;8.69;0.00;0.00;0.00;0.00
lithium;60;1682725903;enp1s0;466.67;449.78;97.80;193.91;0.00;0.00;0.00;0.00
lithium;60;1682725963;lo;28.18;28.18;8.88;8.88;0.00;0.00;0.00;0.00
lithium;60;1682725963;enp1s0;385.05;370.80;80.16;160.02;0.00;0.00;0.00;0.00
lithium;60;1682726023;lo;23.93;23.93;8.25;8.25;0.00;0.00;0.00;0.00
lithium;60;1682726023;enp1s0;385.25;371.83;80.42;159.78;0.00;0.00;0.00;0.00
lithium;60;1682726083;lo;28.25;28.25;8.83;8.83;0.00;0.00;0.00;0.00
lithium;60;1682726083;enp1s0;403.82;389.12;84.91;167.62;0.00;0.00;0.00;0.00
lithium;60;1682726143;lo;24.73;24.73;8.40;8.40;0.00;0.00;0.00;0.00
lithium;60;1682726143;enp1s0;425.22;409.67;88.70;176.12;0.00;0.00;0.00;0.00
lithium;60;1682726203;lo;28.17;28.17;8.86;8.86;0.00;0.00;0.00;0.00
lithium;60;1682726203;enp1s0;404.85;391.38;84.88;168.21;0.00;0.00;0.00;0.00
lithium;60;1682726263;lo;27.63;27.63;8.80;8.80;0.00;0.00;0.00;0.00
lithium;60;1682726263;enp1s0;386.38;372.83;80.94;160.75;0.00;0.00;0.00;0.00
lithium;60;1682726323;lo;25.80;25.80;8.53;8.53;0.00;0.00;0.00;0.00
lithium;60;1682726323;enp1s0;460.68;444.92;96.52;191.32;0.00;0.00;0.00;0.00
lithium;60;1682726383;lo;28.40;28.40;8.88;8.88;0.00;0.00;0.00;0.00
lithium;60;1682726383;enp1s0;459.38;443.42;95.78;190.58;0.00;0.00;0.00;0.00
lithium;60;1682726443;lo;25.03;25.03;8.46;8.46;0.00;0.00;0.00;0.00
lithium;60;1682726443;enp1s0;440.98;425.13;91.82;182.80;0.00;0.00;0.00;0.00
lithium;60;1682726503;lo;27.88;27.88;8.78;8.78;0.00;0.00;0.00;0.00
lithium;60;1682726503;enp1s0;365.75;352.22;76.80;152.00;0.00;0.00;0.00;0.00
lithium;60;1682726563;lo;24.45;24.45;8.35;8.35;0.00;0.00;0.00;0.00
lithium;60;1682726563;enp1s0;411.80;397.17;86.43;171.11;0.00;0.00;0.00;0.00
lithium;60;1682726623;lo;28.20;28.20;8.82;8.82;0.00;0.00;0.00;0.00
lithium;60;1682726623;enp1s0;425.70;410.08;89.27;177.78;0.00;0.00;0.00;0.00
lithium;60;1682726683;lo;26.70;26.70;8.62;8.62;0.00;0.00;0.00;0.00
lithium;60;1682726683;enp1s0;394.67;380.45;82.58;163.50;0.00;0.00;0.00;0.00
lithium;60;1682726743;lo;25.48;25.48;8.51;8.51;0.00;0.00;0.00;0.00
lithium;60;1682726743;enp1s0;373.20;359.78;78.10;154.98;0.00;0.00;0.00;0.00
lithium;60;1682726803;lo;28.10;28.10;8.82;8.82;0.00;0.00;0.00;0.00
lithium;60;1682726803;enp1s0;373.58;359.92;77.44;155.12;0.00;0.00;0.00;0.00
