# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
lithium;60;1683036457;8797.00;58660.80;2140.38;0.00;3436.98;0.00;0.00;0.00;0.00
lithium;60;1683036517;7026.47;70369.80;566.03;0.00;4058.78;0.00;0.00;0.00;0.00
lithium;60;1683036577;4412.53;65315.33;551.07;0.00;2472.00;0.00;0.00;0.00;0.00
lithium;60;1683036637;4671.27;80239.00;569.47;0.00;3000.18;0.00;0.00;0.00;0.00
lithium;60;1683036697;3481.13;85544.13;265.93;0.00;2496.25;0.00;0.00;0.00;0.00
lithium;60;1683036757;3873.47;81424.73;273.25;0.00;2589.98;0.00;0.00;0.00;0.00
lithium;60;1683036817;3104.93;75382.93;528.95;0.00;2689.88;0.00;0.00;0.00;0.00
lithium;60;1683036877;2572.73;82829.13;684.77;0.00;2678.45;0.00;0.00;0.00;0.00
lithium;60;1683036937;11293.73;89833.20;668.72;0.00;4313.32;0.00;0.00;0.00;0.00
lithium;60;1683036997;21490.93;92965.40;647.52;0.00;6081.35;0.00;0.00;0.00;0.00
lithium;60;1683037057;931.13;93097.13;576.13;0.00;2505.67;0.00;0.00;0.00;0.00
lithium;60;1683037117;1425.80;83935.13;609.25;0.00;2409.60;0.00;0.00;0.00;0.00
lithium;60;1683037177;988.87;81381.93;504.23;0.00;2246.77;0.00;0.00;0.00;0.00
lithium;60;1683037237;799.20;85059.29;229.75;0.00;1939.51;0.00;0.00;0.00;0.00
lithium;60;1683037297;790.87;90868.53;218.62;0.00;2022.03;0.00;0.00;0.00;0.00
lithium;60;1683037357;1015.80;81933.73;322.00;0.00;2092.78;0.00;0.00;0.00;0.00
lithium;60;1683037417;1116.40;91971.47;230.55;0.00;2105.85;0.00;0.00;0.00;0.00
lithium;60;1683037477;3069.73;86554.53;646.43;0.00;2433.73;0.00;0.00;0.00;0.00
lithium;60;1683037537;896.80;91304.27;504.33;0.00;2424.02;0.00;0.00;0.00;0.00
lithium;60;1683037597;769.80;86170.73;379.22;0.00;2193.82;0.00;0.00;0.00;0.00
lithium;60;1683037657;7192.13;80950.73;787.87;0.00;2583.28;0.00;0.00;0.00;0.00
lithium;60;1683037717;893.67;81776.80;510.42;0.00;2201.38;0.00;0.00;0.00;0.00
lithium;60;1683037777;863.33;87714.67;503.20;0.00;2291.00;0.00;0.00;0.00;0.00
lithium;60;1683037837;700.40;78592.73;510.40;0.00;2184.88;0.00;0.00;0.00;0.00
lithium;60;1683037897;766.93;81301.40;207.68;0.00;1901.50;0.00;0.00;0.00;0.00
lithium;60;1683037957;769.53;75076.27;433.65;0.00;2145.87;0.00;0.00;0.00;0.00
lithium;60;1683038017;1494.73;92798.60;270.87;0.00;2001.87;0.00;0.00;0.00;0.00
lithium;60;1683038077;2816.19;82307.05;305.45;0.00;2094.09;0.00;0.00;0.00;0.00
lithium;60;1683038137;706.93;83837.87;384.08;0.00;2163.60;0.00;0.00;0.00;0.00
lithium;60;1683038197;635.27;75670.20;573.05;0.00;2158.77;0.00;0.00;0.00;0.00
lithium;60;1683038257;585.33;76269.73;179.27;0.00;1707.02;0.00;0.00;0.00;0.00
lithium;60;1683038317;524.53;86535.67;258.08;0.00;1934.65;0.00;0.00;0.00;0.00
lithium;60;1683038377;495.13;82171.93;168.68;0.00;1861.05;0.00;0.00;0.00;0.00
lithium;60;1683038437;478.13;85048.53;389.57;0.00;2165.18;0.00;0.00;0.00;0.00
lithium;60;1683038497;511.67;73610.00;503.68;0.00;2062.82;0.00;0.00;0.00;0.00
lithium;60;1683038557;520.47;81627.33;524.72;0.00;2217.57;0.00;0.00;0.00;0.00
lithium;60;1683038617;3032.13;80075.93;651.22;0.00;2486.88;0.00;0.00;0.00;0.00
lithium;60;1683038677;459.13;81784.53;505.23;0.00;2152.27;0.00;0.00;0.00;0.00
lithium;60;1683038737;423.33;68407.33;506.00;0.00;1809.63;0.00;0.00;0.00;0.00
lithium;60;1683038797;3872.87;71113.87;4322.35;0.42;6077.72;0.00;0.00;0.00;0.00
lithium;60;1683038857;494.00;76493.33;563.88;0.00;2180.08;0.00;0.00;0.00;0.00
lithium;60;1683038917;4437.27;77925.00;640.98;0.00;2406.87;0.00;0.00;0.00;0.00
lithium;60;1683038977;372.13;68218.47;589.68;0.00;1899.10;0.00;0.00;0.00;0.00
lithium;60;1683039037;438.47;80369.13;216.73;0.00;1780.65;0.00;0.00;0.00;0.00
lithium;60;1683039097;671.13;96375.33;427.83;0.00;2316.40;0.00;0.00;0.00;0.00
lithium;60;1683039157;350.27;82502.73;437.65;0.00;2079.90;0.00;0.00;0.00;0.00
lithium;60;1683039217;2257.73;69298.40;311.98;0.00;1764.48;0.00;0.00;0.00;0.00
lithium;60;1683039277;468.20;80124.80;220.65;0.00;1884.68;0.00;0.00;0.00;0.00
lithium;60;1683039337;426.93;82472.47;165.83;0.00;1969.10;0.00;0.00;0.00;0.00
lithium;60;1683039397;474.27;72334.00;360.60;0.00;1995.43;0.00;0.00;0.00;0.00
lithium;60;1683039457;186.93;74307.87;179.33;0.00;1596.10;0.00;0.00;0.00;0.00
