# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
lithium;60;1683037177;lo;2598.98;2598.98;855.76;855.76;0.00;0.00;0.00;0.00
lithium;60;1683037177;enp1s0;0.60;0.08;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683037237;lo;2821.93;2821.93;927.87;927.87;0.00;0.00;0.00;0.00
lithium;60;1683037237;enp1s0;0.60;0.10;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683037297;lo;2782.02;2782.02;919.55;919.55;0.00;0.00;0.00;0.00
lithium;60;1683037297;enp1s0;0.58;0.08;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683037357;lo;2771.80;2771.80;914.55;914.55;0.00;0.00;0.00;0.00
lithium;60;1683037357;enp1s0;0.70;0.20;0.05;0.02;0.00;0.00;0.00;0.00
lithium;60;1683037417;lo;2794.43;2794.43;922.34;922.34;0.00;0.00;0.00;0.00
lithium;60;1683037417;enp1s0;0.62;0.10;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683037477;lo;2675.87;2675.87;882.83;882.83;0.00;0.00;0.00;0.00
lithium;60;1683037477;enp1s0;0.60;0.10;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683037537;lo;2817.13;2817.13;929.43;929.43;0.00;0.00;0.00;0.00
lithium;60;1683037537;enp1s0;0.57;0.07;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037597;lo;2735.35;2735.35;905.35;905.35;0.00;0.00;0.00;0.00
lithium;60;1683037597;enp1s0;0.58;0.08;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683037657;lo;2806.60;2806.60;927.21;927.21;0.00;0.00;0.00;0.00
lithium;60;1683037657;enp1s0;0.72;0.20;0.05;0.02;0.00;0.00;0.00;0.00
lithium;60;1683037717;lo;2610.52;2610.52;862.39;862.39;0.00;0.00;0.00;0.00
lithium;60;1683037717;enp1s0;0.50;0.00;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037777;lo;2729.68;2729.68;901.36;901.36;0.00;0.00;0.00;0.00
lithium;60;1683037777;enp1s0;0.58;0.08;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683037837;lo;2776.20;2776.20;918.09;918.09;0.00;0.00;0.00;0.00
lithium;60;1683037837;enp1s0;0.57;0.07;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037897;lo;2728.48;2728.48;896.94;896.94;0.00;0.00;0.00;0.00
lithium;60;1683037897;enp1s0;0.57;0.07;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683037957;lo;2669.18;2669.18;880.64;880.64;0.00;0.00;0.00;0.00
lithium;60;1683037957;enp1s0;0.67;0.17;0.05;0.01;0.00;0.00;0.00;0.00
lithium;60;1683038017;lo;2442.27;2442.27;809.71;809.71;0.00;0.00;0.00;0.00
lithium;60;1683038017;enp1s0;0.58;0.08;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683038077;lo;2664.95;2664.95;881.29;881.29;0.00;0.00;0.00;0.00
lithium;60;1683038077;enp1s0;0.57;0.07;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038137;lo;2814.92;2814.92;932.84;932.84;0.00;0.00;0.00;0.00
lithium;60;1683038137;enp1s0;0.57;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038197;lo;2766.73;2766.73;917.28;917.28;0.00;0.00;0.00;0.00
lithium;60;1683038197;enp1s0;0.60;0.10;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683038257;lo;2494.47;2494.47;825.09;825.09;0.00;0.00;0.00;0.00
lithium;60;1683038257;enp1s0;0.68;0.18;0.05;0.01;0.00;0.00;0.00;0.00
lithium;60;1683038317;lo;2684.58;2684.58;886.21;886.21;0.00;0.00;0.00;0.00
lithium;60;1683038317;enp1s0;0.57;0.07;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038377;lo;2812.22;2812.22;926.93;926.93;0.00;0.00;0.00;0.00
lithium;60;1683038377;enp1s0;0.58;0.07;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038437;lo;2726.87;2726.87;905.54;905.54;0.00;0.00;0.00;0.00
lithium;60;1683038437;enp1s0;0.55;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038497;lo;2652.08;2652.08;874.12;874.12;0.00;0.00;0.00;0.00
lithium;60;1683038497;enp1s0;0.57;0.07;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683038557;lo;2691.87;2691.87;888.63;888.63;0.00;0.00;0.00;0.00
lithium;60;1683038557;enp1s0;0.67;0.15;0.04;0.01;0.00;0.00;0.00;0.00
lithium;60;1683038617;lo;2827.77;2827.77;932.45;932.45;0.00;0.00;0.00;0.00
lithium;60;1683038617;enp1s0;0.58;0.07;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683038677;lo;2687.93;2687.93;885.99;885.99;0.00;0.00;0.00;0.00
lithium;60;1683038677;enp1s0;0.55;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038737;lo;2301.92;2301.92;759.37;759.37;0.00;0.00;0.00;0.00
lithium;60;1683038737;enp1s0;0.55;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038797;lo;2435.55;2435.55;811.14;811.14;0.00;0.00;0.00;0.00
lithium;60;1683038797;enp1s0;12.10;10.65;69.10;0.94;0.00;0.00;0.00;0.00
lithium;60;1683038857;lo;2736.00;2736.00;908.48;908.48;0.00;0.00;0.00;0.00
lithium;60;1683038857;enp1s0;0.68;0.17;0.05;0.01;0.00;0.00;0.00;0.00
lithium;60;1683038917;lo;2664.65;2664.65;880.76;880.76;0.00;0.00;0.00;0.00
lithium;60;1683038917;enp1s0;0.55;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038977;lo;2248.80;2248.80;747.18;747.18;0.00;0.00;0.00;0.00
lithium;60;1683038977;enp1s0;0.55;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039037;lo;2677.98;2677.98;880.10;880.10;0.00;0.00;0.00;0.00
lithium;60;1683039037;enp1s0;0.57;0.07;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039097;lo;2565.43;2565.43;849.48;849.48;0.00;0.00;0.00;0.00
lithium;60;1683039097;enp1s0;0.60;0.08;0.04;0.01;0.00;0.00;0.00;0.00
lithium;60;1683039157;lo;2251.43;2251.43;745.03;745.03;0.00;0.00;0.00;0.00
lithium;60;1683039157;enp1s0;0.65;0.15;0.04;0.01;0.00;0.00;0.00;0.00
lithium;60;1683039217;lo;2280.43;2280.43;756.75;756.75;0.00;0.00;0.00;0.00
lithium;60;1683039217;enp1s0;0.55;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039277;lo;2580.28;2580.28;854.65;854.65;0.00;0.00;0.00;0.00
lithium;60;1683039277;enp1s0;0.58;0.08;0.04;0.01;0.00;0.00;0.00;0.00
lithium;60;1683039337;lo;2836.57;2836.57;936.34;936.34;0.00;0.00;0.00;0.00
lithium;60;1683039337;enp1s0;0.55;0.03;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039397;lo;2572.90;2572.90;849.20;849.20;0.00;0.00;0.00;0.00
lithium;60;1683039397;enp1s0;0.57;0.07;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039457;lo;2347.92;2347.92;776.86;776.86;0.00;0.00;0.00;0.00
lithium;60;1683039457;enp1s0;0.68;0.18;0.05;0.01;0.00;0.00;0.00;0.00
lithium;60;1683039517;lo;2396.75;2396.75;796.58;796.58;0.00;0.00;0.00;0.00
lithium;60;1683039517;enp1s0;0.50;0.00;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039577;lo;2561.53;2561.53;847.35;847.35;0.00;0.00;0.00;0.00
lithium;60;1683039577;enp1s0;0.60;0.08;0.03;0.01;0.00;0.00;0.00;0.00
lithium;60;1683039637;lo;2340.93;2340.93;770.97;770.97;0.00;0.00;0.00;0.00
lithium;60;1683039637;enp1s0;0.50;0.00;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039697;lo;2502.15;2502.15;827.08;827.08;0.00;0.00;0.00;0.00
lithium;60;1683039697;enp1s0;0.57;0.07;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039757;lo;2262.53;2262.53;752.99;752.99;0.00;0.00;0.00;0.00
lithium;60;1683039757;enp1s0;0.63;0.13;0.04;0.01;0.00;0.00;0.00;0.00
lithium;60;1683039817;lo;2353.00;2353.00;782.47;782.47;0.00;0.00;0.00;0.00
lithium;60;1683039817;enp1s0;0.57;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039877;lo;2495.88;2495.88;824.49;824.49;0.00;0.00;0.00;0.00
lithium;60;1683039877;enp1s0;0.55;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039937;lo;2513.15;2513.15;832.60;832.60;0.00;0.00;0.00;0.00
lithium;60;1683039937;enp1s0;0.55;0.05;0.03;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039997;lo;2602.38;2602.38;857.88;857.88;0.00;0.00;0.00;0.00
lithium;60;1683039997;enp1s0;0.52;0.03;0.03;0.00;0.00;0.00;0.00;0.00
