# hostname;interval;timestamp;pswpin/s;pswpout/s
lithium;60;1683036457;0.00;0.00
lithium;60;1683036517;0.00;0.00
lithium;60;1683036577;0.00;0.00
lithium;60;1683036637;0.00;0.00
lithium;60;1683036697;0.00;0.00
lithium;60;1683036757;0.00;0.00
lithium;60;1683036817;0.00;0.00
lithium;60;1683036877;0.00;0.00
lithium;60;1683036937;0.00;0.00
lithium;60;1683036997;0.00;0.00
lithium;60;1683037057;0.00;0.00
lithium;60;1683037117;0.00;0.00
lithium;60;1683037177;0.00;0.00
lithium;60;1683037237;0.00;0.00
lithium;60;1683037297;0.00;0.00
lithium;60;1683037357;0.00;0.00
lithium;60;1683037417;0.00;0.00
lithium;60;1683037477;0.00;0.00
lithium;60;1683037537;0.00;0.00
lithium;60;1683037597;0.00;0.00
lithium;60;1683037657;0.00;0.00
lithium;60;1683037717;0.00;0.00
lithium;60;1683037777;0.00;0.00
lithium;60;1683037837;0.00;0.00
lithium;60;1683037897;0.00;0.00
lithium;60;1683037957;0.00;0.00
lithium;60;1683038017;0.00;0.00
lithium;60;1683038077;0.00;0.00
lithium;60;1683038137;0.00;0.00
lithium;60;1683038197;0.00;0.00
lithium;60;1683038257;0.00;0.00
lithium;60;1683038317;0.00;0.00
lithium;60;1683038377;0.00;0.00
lithium;60;1683038437;0.00;0.00
lithium;60;1683038497;0.00;0.00
lithium;60;1683038557;0.00;0.00
lithium;60;1683038617;0.00;0.00
lithium;60;1683038677;0.00;0.00
lithium;60;1683038737;0.00;0.00
lithium;60;1683038797;0.00;0.00
lithium;60;1683038857;0.00;0.00
lithium;60;1683038917;0.00;0.00
lithium;60;1683038977;0.00;0.00
lithium;60;1683039037;0.00;0.00
lithium;60;1683039097;0.00;0.00
lithium;60;1683039157;0.00;0.00
lithium;60;1683039217;0.00;0.00
lithium;60;1683039277;0.00;0.00
lithium;60;1683039337;0.00;0.00
lithium;60;1683039397;0.00;0.00
lithium;60;1683039457;0.00;0.00
lithium;60;1683039517;0.00;0.00
lithium;60;1683039577;0.00;0.00
lithium;60;1683039637;0.00;0.00
lithium;60;1683039697;0.00;0.00
lithium;60;1683039757;0.00;0.00
lithium;60;1683039817;0.00;0.00
lithium;60;1683039877;0.00;0.00
lithium;60;1683039937;0.00;0.00
lithium;60;1683039997;0.00;0.00
