# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
lithium;60;1683036457;-1;16.64;0.00;20.06;21.07;2.15;40.08
lithium;60;1683036457;0;16.43;0.00;19.64;22.34;2.18;39.41
lithium;60;1683036457;1;16.81;0.00;19.46;21.56;2.10;40.08
lithium;60;1683036457;2;17.24;0.00;19.74;21.13;2.13;39.76
lithium;60;1683036457;3;16.05;0.00;21.42;19.27;2.18;41.08
lithium;60;1683036517;-1;16.27;0.00;18.60;20.62;1.26;43.25
lithium;60;1683036517;0;17.53;0.00;20.35;21.32;1.23;39.57
lithium;60;1683036517;1;16.92;0.00;18.76;20.75;1.26;42.31
lithium;60;1683036517;2;15.63;0.00;15.95;21.72;1.32;45.38
lithium;60;1683036517;3;15.01;0.00;19.34;18.69;1.24;45.72
lithium;60;1683036577;-1;16.73;0.00;19.47;19.06;2.08;42.67
lithium;60;1683036577;0;17.67;0.00;19.14;19.56;2.20;41.43
lithium;60;1683036577;1;16.57;0.00;20.13;19.26;2.01;42.03
lithium;60;1683036577;2;16.13;0.00;18.89;19.94;2.01;43.03
lithium;60;1683036577;3;16.54;0.00;19.71;17.47;2.08;44.20
lithium;60;1683036637;-1;16.57;0.00;18.56;19.43;1.69;43.75
lithium;60;1683036637;0;19.03;0.00;20.08;18.89;1.66;40.34
lithium;60;1683036637;1;15.76;0.00;17.76;19.98;1.78;44.71
lithium;60;1683036637;2;15.14;0.00;15.57;19.78;1.67;47.84
lithium;60;1683036637;3;16.34;0.00;20.81;19.07;1.65;42.13
lithium;60;1683036697;-1;16.55;0.00;19.45;19.27;1.54;43.20
lithium;60;1683036697;0;18.10;0.00;22.35;19.52;1.57;38.45
lithium;60;1683036697;1;16.36;0.00;18.45;20.01;1.56;43.62
lithium;60;1683036697;2;16.20;0.00;17.36;19.57;1.54;45.32
lithium;60;1683036697;3;15.54;0.00;19.65;17.96;1.47;45.39
lithium;60;1683036757;-1;16.56;0.00;18.55;19.00;1.39;44.51
lithium;60;1683036757;0;17.67;0.00;20.26;19.95;1.40;40.71
lithium;60;1683036757;1;17.02;0.00;17.97;19.51;1.39;44.11
lithium;60;1683036757;2;17.12;0.00;18.01;18.79;1.39;44.70
lithium;60;1683036757;3;14.42;0.00;17.94;17.76;1.37;48.52
lithium;60;1683036817;-1;16.87;0.00;18.62;18.44;1.37;44.71
lithium;60;1683036817;0;16.73;0.00;18.01;18.67;1.35;45.24
lithium;60;1683036817;1;17.60;0.00;18.54;19.06;1.44;43.36
lithium;60;1683036817;2;17.22;0.00;19.06;18.16;1.33;44.24
lithium;60;1683036817;3;15.94;0.00;18.85;17.86;1.36;45.99
lithium;60;1683036877;-1;17.03;0.00;19.07;18.52;1.25;44.13
lithium;60;1683036877;0;17.52;0.00;19.91;19.03;1.16;42.39
lithium;60;1683036877;1;17.74;0.00;19.60;19.40;1.26;42.01
lithium;60;1683036877;2;17.09;0.00;18.25;17.38;1.32;45.96
lithium;60;1683036877;3;15.77;0.00;18.53;18.28;1.25;46.17
lithium;60;1683036937;-1;16.84;0.00;19.51;18.89;1.50;43.26
lithium;60;1683036937;0;17.61;0.00;19.85;19.67;1.51;41.37
lithium;60;1683036937;1;15.34;0.00;17.56;19.64;1.54;45.93
lithium;60;1683036937;2;19.04;0.00;20.11;18.87;1.47;40.50
lithium;60;1683036937;3;15.39;0.00;20.51;17.37;1.48;45.24
lithium;60;1683036997;-1;16.38;0.00;22.16;17.63;1.76;42.06
lithium;60;1683036997;0;17.78;0.00;22.00;18.25;1.72;40.24
lithium;60;1683036997;1;14.18;0.00;18.73;18.26;1.82;47.02
lithium;60;1683036997;2;17.88;0.00;27.00;16.76;1.67;36.68
lithium;60;1683036997;3;15.67;0.00;20.93;17.26;1.83;44.31
lithium;60;1683037057;-1;16.00;0.00;18.68;18.74;1.16;45.42
lithium;60;1683037057;0;15.48;0.00;17.57;19.63;1.10;46.22
lithium;60;1683037057;1;15.62;0.00;16.67;19.00;1.18;47.53
lithium;60;1683037057;2;19.06;0.00;21.67;19.33;1.22;38.71
lithium;60;1683037057;3;13.84;0.00;18.80;17.01;1.12;49.22
lithium;60;1683037117;-1;16.27;0.00;18.12;19.10;1.37;45.14
lithium;60;1683037117;0;15.79;0.00;16.66;20.19;1.38;45.98
lithium;60;1683037117;1;16.16;0.00;17.92;19.19;1.40;45.33
lithium;60;1683037117;2;17.91;0.00;19.63;19.14;1.35;41.97
lithium;60;1683037117;3;15.23;0.00;18.28;17.86;1.35;47.28
lithium;60;1683037177;-1;16.49;0.00;18.78;18.49;1.08;45.16
lithium;60;1683037177;0;16.91;0.00;19.34;18.99;1.09;43.68
lithium;60;1683037177;1;16.89;0.00;18.61;18.98;1.07;44.45
lithium;60;1683037177;2;16.90;0.00;17.99;18.09;1.09;45.94
lithium;60;1683037177;3;15.27;0.00;19.18;17.91;1.07;46.57
lithium;60;1683037237;-1;16.60;0.00;18.37;18.52;1.14;45.37
lithium;60;1683037237;0;18.02;0.00;19.79;18.29;1.15;42.75
lithium;60;1683037237;1;16.30;0.00;16.17;18.98;1.20;47.34
lithium;60;1683037237;2;16.72;0.00;18.58;18.80;1.09;44.82
lithium;60;1683037237;3;15.36;0.00;18.96;18.02;1.10;46.56
lithium;60;1683037297;-1;16.85;0.00;18.89;19.00;1.25;44.01
lithium;60;1683037297;0;16.10;0.00;17.81;19.80;1.12;45.18
lithium;60;1683037297;1;17.95;0.00;18.62;19.96;1.34;42.14
lithium;60;1683037297;2;17.85;0.00;18.72;18.79;1.19;43.45
lithium;60;1683037297;3;15.49;0.00;20.41;17.44;1.37;45.28
lithium;60;1683037357;-1;16.89;0.00;18.77;18.74;1.15;44.45
lithium;60;1683037357;0;16.33;0.00;16.35;19.59;1.12;46.61
lithium;60;1683037357;1;17.93;0.00;19.33;19.16;1.16;42.42
lithium;60;1683037357;2;17.63;0.00;19.44;18.80;1.16;42.97
lithium;60;1683037357;3;15.68;0.00;19.97;17.40;1.17;45.79
lithium;60;1683037417;-1;16.52;0.00;18.65;18.70;1.33;44.79
lithium;60;1683037417;0;18.60;0.00;20.22;19.74;1.27;40.17
lithium;60;1683037417;1;16.27;0.00;17.57;19.96;1.34;44.85
lithium;60;1683037417;2;17.81;0.00;18.83;18.83;1.32;43.22
lithium;60;1683037417;3;13.41;0.00;17.99;16.29;1.40;50.90
lithium;60;1683037477;-1;17.35;0.00;18.56;18.55;1.15;44.38
lithium;60;1683037477;0;21.11;0.00;21.64;18.82;1.07;37.36
lithium;60;1683037477;1;15.83;0.00;15.21;20.24;1.22;47.50
lithium;60;1683037477;2;19.06;0.00;19.87;18.93;1.19;40.95
lithium;60;1683037477;3;13.41;0.00;17.54;16.20;1.14;51.72
lithium;60;1683037537;-1;16.57;0.00;19.02;18.66;1.23;44.52
lithium;60;1683037537;0;18.47;0.00;20.68;19.24;1.20;40.41
lithium;60;1683037537;1;15.30;0.00;18.70;19.12;1.20;45.67
lithium;60;1683037537;2;17.93;0.00;19.52;18.55;1.27;42.74
lithium;60;1683037537;3;14.57;0.00;17.21;17.73;1.25;49.24
lithium;60;1683037597;-1;16.87;0.00;18.90;18.30;1.17;44.76
lithium;60;1683037597;0;17.72;0.00;19.36;18.27;1.20;43.44
lithium;60;1683037597;1;16.11;0.00;19.83;18.86;1.07;44.13
