ctime,datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,session_time,active_time,idle_in_transaction_time,sessions,sessions_abandoned,sessions_fatal,sessions_killed,stats_reset
1682719655.836674,0,,0,0,0,1303,52719,17428,12652,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682719655.836674,14779,postgres,0,1378,0,8498,202206,753372,90556,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682719655.836674,22501,dbt2,101,1582211,7170,29801443,302369606,84608575,68265139,9590041,17762436,625900,0,0,0,10,,,0,0,255684080.909,228259077.76,7532189.995,1196,541,0,0,2023-04-28 07:35:51.975166-07
1682719655.836674,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719655.836674,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719715.938662,0,,0,0,0,1332,53928,17768,12976,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682719715.938662,14779,postgres,0,1380,0,8530,202257,754613,90570,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682719715.938662,22501,dbt2,103,1622030,7304,30485988,309889470,86753993,70062857,9830601,18207188,641479,0,0,0,10,,,0,0,262392812.48,233204769.765,7710040.113,1232,541,0,0,2023-04-28 07:35:51.975166-07
1682719715.938662,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719715.938662,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719775.894912,0,,0,0,0,1364,54095,17847,13023,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682719775.894912,14779,postgres,0,1382,0,8562,202308,755854,90584,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682719775.894912,22501,dbt2,103,1663806,7508,31307093,317785744,89079428,71854199,10084634,18672507,657719,0,0,0,10,,,0,0,268403491.367,238875483.233,7883877.184,1238,541,0,0,2023-04-28 07:35:51.975166-07
1682719775.894912,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719775.894912,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719835.936803,0,,0,0,0,1396,54262,17926,13070,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682719835.936803,14779,postgres,0,1384,0,8594,202359,757095,90598,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682719835.936803,22501,dbt2,102,1703165,7682,32013796,325141323,91135639,73532823,10325476,19116436,673290,0,0,0,11,,,0,0,274407809.354,244562047.13,8046370.105,1244,541,0,0,2023-04-28 07:35:51.975166-07
1682719835.936803,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719835.936803,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719896.001507,0,,0,0,0,1415,54437,17999,13115,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682719896.001507,14779,postgres,0,1386,0,8626,202410,758336,90612,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682719896.001507,22501,dbt2,106,1743213,7865,32745774,332686312,93282894,75276933,10567748,19572351,689638,0,0,0,12,,,0,0,280414958.908,250220922.747,8223420.474,1251,541,0,0,2023-04-28 07:35:51.975166-07
1682719896.001507,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719896.001507,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719955.985779,0,,0,0,0,1447,54565,18085,13153,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682719955.985779,14779,postgres,0,1388,0,8658,202461,759577,90626,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682719955.985779,22501,dbt2,105,1781486,8047,33418962,339863386,95288908,76900492,10801116,20000154,704519,0,0,0,12,,,0,0,286422632.124,255855648.773,8410893.14,1255,541,0,0,2023-04-28 07:35:51.975166-07
1682719955.985779,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682719955.985779,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682720016.104477,0,,0,0,0,1479,54727,18147,13199,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682720016.104477,14779,postgres,0,1390,0,8690,202512,760818,90640,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682720016.104477,22501,dbt2,105,1819970,8227,34129874,347047598,97325930,78557388,11035291,20429022,719409,0,0,0,12,,,0,0,292432883.269,261517728.898,8588481.067,1261,541,0,0,2023-04-28 07:35:51.975166-07
1682720016.104477,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682720016.104477,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682720076.045610,0,,0,0,0,1511,54828,18211,13231,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682720076.045610,14779,postgres,0,1392,0,8722,202563,762059,90654,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682720076.045610,22501,dbt2,104,1855229,8390,34771581,353705005,99211747,80089499,11247472,20825867,733527,0,0,0,12,,,0,0,298422863.456,267163289.189,8766513.451,1264,541,0,0,2023-04-28 07:35:51.975166-07
1682720076.045610,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682720076.045610,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
