Time,UID,PID,%usr,%system,%guest,%wait,%CPU,CPU,minflt/s,majflt/s,VSZ,RSS,%MEM,StkSize,StkRef,kB_rd/s,kB_wr/s,kB_ccwr/s,iodelay,cswch/s,nvcswch/s,threads,fd-nr,Command
1683036458,0,9,0.00,2.11,0.00,0.88,2.11,3,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,177.64,27.45,1,-1,"kworker/u8:0-btrfs-compressed-write"
1683036458,0,11,0.00,1.00,0.00,0.45,1.00,3,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,103.56,9.36,1,-1,"kworker/u8:1-btrfs-worker"
1683036458,0,15,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,6.59,0.00,1,-1,"ksoftirqd/0"
1683036458,0,16,0.00,0.30,0.00,0.52,0.30,0,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,292.89,0.02,1,-1,"rcu_preempt"
1683036458,0,17,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,0.45,0.00,1,-1,"migration/0"
1683036458,0,21,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,0.48,0.00,1,-1,"migration/1"
1683036458,0,22,0.00,0.00,0.00,0.02,0.00,1,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,5.21,0.00,1,-1,"ksoftirqd/1"
1683036458,0,26,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,0.60,0.00,1,-1,"migration/2"
1683036458,0,27,0.02,0.00,0.00,0.02,0.02,2,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,4.56,0.00,1,-1,"ksoftirqd/2"
1683036458,0,31,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,0.48,0.00,1,-1,"migration/3"
1683036458,0,32,0.00,0.00,0.00,0.03,0.00,3,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,5.19,0.00,1,-1,"ksoftirqd/3"
1683036458,0,33,0.00,0.33,0.00,0.02,0.33,3,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,4.15,0.25,1,-1,"kworker/3:0-events"
1683036458,0,37,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,0.13,0.00,1,-1,"kauditd"
1683036458,0,39,0.00,2.93,0.00,1.17,2.93,0,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,312.05,28.53,1,-1,"kworker/u8:2-btrfs-delalloc"
1683036458,0,41,0.00,0.00,0.00,0.02,0.00,2,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,1.98,0.00,1,-1,"kcompactd0"
1683036458,0,43,0.00,0.27,0.00,0.02,0.27,1,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,4.39,0.18,1,-1,"kworker/1:1-events"
1683036458,0,53,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,0.07,0.00,1,-1,"watchdogd"
1683036458,0,54,0.00,0.28,0.00,0.02,0.28,1,0.00,0.00,0,0,0.00,0,0,-1.00,-1.00,-1.00,0,153.09,0.00,1,-1,"kworker/1:1H-kblockd"
