ctime,name,blks_zeroed,blks_hit,blks_read,blks_written,blks_exists,flushes,truncates,stats_reset
1719457505.907751,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719457505.907751,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719457505.907751,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719457505.907751,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719457505.907751,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719457505.907751,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719457505.907751,Xact,705,89723279,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719457505.907751,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
