# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
potassium;60;1682725242;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725242;enp1s0;423.78;438.52;182.11;91.35;0.00;0.00;0.00;0.00
potassium;60;1682725302;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725302;enp1s0;423.67;437.65;182.39;90.77;0.00;0.00;0.00;0.00
potassium;60;1682725362;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725362;enp1s0;360.57;373.02;154.49;78.26;0.00;0.00;0.00;0.00
potassium;60;1682725422;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725422;enp1s0;354.33;365.98;152.96;76.12;0.00;0.00;0.00;0.00
potassium;60;1682725482;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725482;enp1s0;402.60;416.90;173.33;87.19;0.00;0.00;0.00;0.00
potassium;60;1682725542;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725542;enp1s0;377.00;390.43;162.07;82.01;0.00;0.00;0.00;0.00
potassium;60;1682725602;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725602;enp1s0;404.22;418.22;173.47;87.08;0.00;0.00;0.00;0.00
potassium;60;1682725662;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725662;enp1s0;399.78;413.82;172.82;86.51;0.00;0.00;0.00;0.00
potassium;60;1682725722;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725722;enp1s0;383.83;397.32;165.43;83.13;0.00;0.00;0.00;0.00
potassium;60;1682725782;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725782;enp1s0;404.08;417.67;173.53;86.68;0.00;0.00;0.00;0.00
potassium;60;1682725842;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725842;enp1s0;407.52;421.78;174.45;88.05;0.00;0.00;0.00;0.00
potassium;60;1682725902;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725902;enp1s0;450.58;466.45;193.94;97.85;0.00;0.00;0.00;0.00
potassium;60;1682725962;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682725962;enp1s0;371.70;384.95;160.17;80.21;0.00;0.00;0.00;0.00
potassium;60;1682726022;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726022;enp1s0;372.10;384.38;159.70;80.26;0.00;0.00;0.00;0.00
potassium;60;1682726082;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726082;enp1s0;390.90;404.70;168.25;85.27;0.00;0.00;0.00;0.00
potassium;60;1682726142;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726142;enp1s0;410.23;424.80;176.15;88.63;0.00;0.00;0.00;0.00
potassium;60;1682726202;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726202;enp1s0;390.35;402.75;167.61;84.52;0.00;0.00;0.00;0.00
potassium;60;1682726262;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726262;enp1s0;373.97;386.43;161.03;81.05;0.00;0.00;0.00;0.00
potassium;60;1682726322;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726322;enp1s0;444.45;459.20;190.92;96.34;0.00;0.00;0.00;0.00
potassium;60;1682726382;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726382;enp1s0;449.13;464.28;192.86;96.84;0.00;0.00;0.00;0.00
potassium;60;1682726442;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726442;enp1s0;421.77;436.33;181.02;90.91;0.00;0.00;0.00;0.00
potassium;60;1682726502;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726502;enp1s0;353.18;365.70;152.28;76.84;0.00;0.00;0.00;0.00
potassium;60;1682726562;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726562;enp1s0;397.43;411.18;171.06;86.42;0.00;0.00;0.00;0.00
potassium;60;1682726622;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726622;enp1s0;409.25;423.82;177.30;88.96;0.00;0.00;0.00;0.00
potassium;60;1682726682;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
potassium;60;1682726682;enp1s0;382.12;395.37;164.04;82.76;0.00;0.00;0.00;0.00
