ctime,datname,nspname,relname,locktype,database,relation,page,tuple,virtualxid,transactionid,classid,objid,objsubid,virtualtransaction,pid,mode,granted,fastpath,waitstart
1683036517.663679,dbt2,public,item,relation,22501,22525,,,,,,,,6/11226,3916,AccessShareLock,t,t,
1683036517.663679,dbt2,public,new_order,relation,22501,22516,,,,,,,,6/11226,3916,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,order_line,relation,22501,22522,,,,,,,,6/11226,3916,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,orders,relation,22501,22519,,,,,,,,6/11226,3916,RowExclusiveLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_constraint,relation,22501,2606,,,,,,,,9/4,3958,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_constraint_conrelid_contypid_conname_index,relation,22501,2665,,,,,,,,9/4,3958,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_index,relation,22501,2610,,,,,,,,7/26,3957,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_index,relation,22501,2610,,,,,,,,9/4,3958,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_index_indexrelid_index,relation,22501,2679,,,,,,,,7/26,3957,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_index_indrelid_index,relation,22501,2678,,,,,,,,7/26,3957,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_namespace,relation,22501,2615,,,,,,,,9/4,3958,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_namespace,relation,22501,2615,,,,,,,,8/6,3954,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_namespace,relation,22501,2615,,,,,,,,7/26,3957,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_namespace_nspname_index,relation,22501,2684,,,,,,,,8/6,3954,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_namespace_nspname_index,relation,22501,2684,,,,,,,,7/26,3957,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_namespace_oid_index,relation,22501,2685,,,,,,,,7/26,3957,AccessShareLock,t,t,
1683036517.663679,dbt2,pg_catalog,pg_namespace_oid_index,relation,22501,2685,,,,,,,,8/6,3954,AccessShareLock,t,t,
1683036517.663679,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,6/11226,3916,AccessShareLock,t,t,
1683036517.663679,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,5/11226,3917,AccessShareLock,t,t,
1683036517.663679,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,5/11226,3917,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,3/28146,3913,AccessShareLock,t,t,
1683036517.663679,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,3/28146,3913,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,pk_district,relation,22501,22541,,,,,,,,5/11226,3917,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,pk_district,relation,22501,22541,,,,,,,,6/11226,3916,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,pk_district,relation,22501,22541,,,,,,,,6/11226,3916,AccessShareLock,t,t,
1683036517.663679,dbt2,public,pk_district,relation,22501,22541,,,,,,,,3/28146,3913,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,pk_item,relation,22501,22563,,,,,,,,6/11226,3916,AccessShareLock,t,t,
1683036517.663679,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,6/11226,3916,AccessShareLock,t,t,
1683036517.663679,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,6/11226,3916,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,3/28146,3913,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,4/11276,3914,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,6/11226,3916,AccessShareLock,t,t,
1683036517.663679,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,5/11226,3917,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,stock,relation,22501,22528,,,,,,,,6/11226,3916,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,stock,relation,22501,22528,,,,,,,,6/11226,3916,AccessShareLock,t,t,
1683036517.663679,dbt2,public,warehouse,relation,22501,22502,,,,,,,,5/11226,3917,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,warehouse,tuple,22501,22502,25,17,,,,,,4/11276,3914,ExclusiveLock,t,f,
1683036517.663679,dbt2,public,warehouse,relation,22501,22502,,,,,,,,3/28146,3913,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,warehouse,relation,22501,22502,,,,,,,,4/11276,3914,RowExclusiveLock,t,t,
1683036517.663679,dbt2,public,warehouse,relation,22501,22502,,,,,,,,6/11226,3916,AccessShareLock,t,t,
1683036577.655542,dbt2,public,customer,relation,22501,22508,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,customer,relation,22501,22508,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,customer,relation,22501,22508,,,,,,,,4/16421,3914,AccessShareLock,t,t,
1683036577.655542,dbt2,public,customer,relation,22501,22508,,,,,,,,6/16372,3916,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,customer,relation,22501,22508,,,,,,,,6/16372,3916,AccessShareLock,t,t,
1683036577.655542,dbt2,public,customer,relation,22501,22508,,,,,,,,4/16421,3914,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,district,relation,22501,22505,,,,,,,,4/16421,3914,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,district,relation,22501,22505,,,,,,,,3/33296,3913,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,district,relation,22501,22505,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,district,relation,22501,22505,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,district,relation,22501,22505,,,,,,,,6/16372,3916,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,district,relation,22501,22505,,,,,,,,5/16373,3917,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,history,relation,22501,22513,,,,,,,,4/16421,3914,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,history,relation,22501,22513,,,,,,,,6/16372,3916,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,i_customer,relation,22501,22568,,,,,,,,4/16421,3914,AccessShareLock,t,t,
1683036577.655542,dbt2,public,i_customer,relation,22501,22568,,,,,,,,6/16372,3916,AccessShareLock,t,t,
1683036577.655542,dbt2,public,item,relation,22501,22525,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,item,relation,22501,22525,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,new_order,relation,22501,22516,,,,,,,,5/16373,3917,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,new_order,relation,22501,22516,,,,,,,,3/33296,3913,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,order_line,relation,22501,22522,,,,,,,,5/16373,3917,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,order_line,relation,22501,22522,,,,,,,,3/33296,3913,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,orders,relation,22501,22519,,,,,,,,5/16373,3917,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,orders,relation,22501,22519,,,,,,,,3/33296,3913,RowExclusiveLock,t,t,
1683036577.655542,dbt2,pg_catalog,pg_namespace,relation,22501,2615,,,,,,,,8/8,3967,AccessShareLock,t,t,
1683036577.655542,dbt2,pg_catalog,pg_namespace_nspname_index,relation,22501,2684,,,,,,,,8/8,3967,AccessShareLock,t,t,
1683036577.655542,dbt2,pg_catalog,pg_namespace_oid_index,relation,22501,2685,,,,,,,,8/8,3967,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,6/16372,3916,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,6/16372,3916,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,4/16421,3914,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,4/16421,3914,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_district,relation,22501,22541,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_district,relation,22501,22541,,,,,,,,5/16373,3917,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_district,relation,22501,22541,,,,,,,,6/16372,3916,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_district,relation,22501,22541,,,,,,,,4/16421,3914,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_district,relation,22501,22541,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_district,relation,22501,22541,,,,,,,,3/33296,3913,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_item,relation,22501,22563,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_item,relation,22501,22563,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,3/33296,3913,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,5/16373,3917,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,4/16421,3914,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,6/16372,3916,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,stock,relation,22501,22528,,,,,,,,5/16373,3917,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,stock,relation,22501,22528,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,stock,relation,22501,22528,,,,,,,,3/33296,3913,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,stock,relation,22501,22528,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036577.655542,dbt2,public,warehouse,relation,22501,22502,,,,,,,,6/16372,3916,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,warehouse,relation,22501,22502,,,,,,,,5/16373,3917,AccessShareLock,t,t,
1683036577.655542,dbt2,public,warehouse,relation,22501,22502,,,,,,,,4/16421,3914,RowExclusiveLock,t,t,
1683036577.655542,dbt2,public,warehouse,relation,22501,22502,,,,,,,,3/33296,3913,AccessShareLock,t,t,
1683036637.616272,dbt2,public,customer,relation,22501,22508,,,,,,,,6/22833,3916,AccessShareLock,t,t,
1683036637.616272,dbt2,public,customer,relation,22501,22508,,,,,,,,3/39747,3913,AccessShareLock,t,t,
1683036637.616272,dbt2,public,customer,relation,22501,22508,,,,,,,,5/22839,3917,AccessShareLock,t,t,
1683036637.616272,dbt2,public,customer,relation,22501,22508,,,,,,,,5/22839,3917,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,customer,relation,22501,22508,,,,,,,,4/22888,3914,AccessShareLock,t,t,
1683036637.616272,dbt2,public,district,relation,22501,22505,,,,,,,,3/39747,3913,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,district,relation,22501,22505,,,,,,,,3/39747,3913,AccessShareLock,t,t,
1683036637.616272,dbt2,public,district,relation,22501,22505,,,,,,,,5/22839,3917,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,district,relation,22501,22505,,,,,,,,4/22888,3914,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,district,relation,22501,22505,,,,,,,,4/22888,3914,AccessShareLock,t,t,
1683036637.616272,dbt2,public,district,relation,22501,22505,,,,,,,,6/22833,3916,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,district,relation,22501,22505,,,,,,,,6/22833,3916,AccessShareLock,t,t,
1683036637.616272,dbt2,public,history,relation,22501,22513,,,,,,,,5/22839,3917,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,i_customer,relation,22501,22568,,,,,,,,5/22839,3917,AccessShareLock,t,t,
1683036637.616272,dbt2,public,item,relation,22501,22525,,,,,,,,3/39747,3913,AccessShareLock,t,t,
1683036637.616272,dbt2,public,item,relation,22501,22525,,,,,,,,4/22888,3914,AccessShareLock,t,t,
1683036637.616272,dbt2,public,item,relation,22501,22525,,,,,,,,6/22833,3916,AccessShareLock,t,t,
1683036637.616272,dbt2,public,new_order,relation,22501,22516,,,,,,,,6/22833,3916,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,new_order,relation,22501,22516,,,,,,,,3/39747,3913,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,new_order,relation,22501,22516,,,,,,,,4/22888,3914,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,order_line,relation,22501,22522,,,,,,,,6/22833,3916,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,order_line,relation,22501,22522,,,,,,,,3/39747,3913,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,order_line,relation,22501,22522,,,,,,,,4/22888,3914,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,orders,relation,22501,22519,,,,,,,,3/39747,3913,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,orders,relation,22501,22519,,,,,,,,4/22888,3914,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,orders,relation,22501,22519,,,,,,,,6/22833,3916,RowExclusiveLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_index,relation,22501,2610,,,,,,,,8/12,3984,AccessShareLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_index_indexrelid_index,relation,22501,2679,,,,,,,,8/12,3984,AccessShareLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_index_indrelid_index,relation,22501,2678,,,,,,,,8/12,3984,AccessShareLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_namespace,relation,22501,2615,,,,,,,,7/50,3985,AccessShareLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_namespace,relation,22501,2615,,,,,,,,8/12,3984,AccessShareLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_namespace_nspname_index,relation,22501,2684,,,,,,,,8/12,3984,AccessShareLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_namespace_nspname_index,relation,22501,2684,,,,,,,,7/50,3985,AccessShareLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_namespace_oid_index,relation,22501,2685,,,,,,,,7/50,3985,AccessShareLock,t,t,
1683036637.616272,dbt2,pg_catalog,pg_namespace_oid_index,relation,22501,2685,,,,,,,,8/12,3984,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,5/22839,3917,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,5/22839,3917,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,4/22888,3914,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,3/39747,3913,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_customer,relation,22501,22543,,,,,,,,6/22833,3916,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_district,relation,22501,22541,,,,,,,,3/39747,3913,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,pk_district,relation,22501,22541,,,,,,,,3/39747,3913,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_district,relation,22501,22541,,,,,,,,6/22833,3916,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_district,relation,22501,22541,,,,,,,,5/22839,3917,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,pk_district,relation,22501,22541,,,,,,,,4/22888,3914,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_district,relation,22501,22541,,,,,,,,4/22888,3914,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,pk_district,relation,22501,22541,,,,,,,,6/22833,3916,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,pk_item,relation,22501,22563,,,,,,,,4/22888,3914,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_item,relation,22501,22563,,,,,,,,3/39747,3913,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_item,relation,22501,22563,,,,,,,,6/22833,3916,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,3/39747,3913,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,6/22833,3916,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,4/22888,3914,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,6/22833,3916,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,4/22888,3914,RowExclusiveLock,t,t,
1683036637.616272,dbt2,public,pk_stock,relation,22501,22565,,,,,,,,3/39747,3913,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,4/22888,3914,AccessShareLock,t,t,
1683036637.616272,dbt2,public,pk_warehouse,relation,22501,22539,,,,,,,,6/22833,3916,AccessShareLock,t,t,
