# hostname;interval;timestamp;pswpin/s;pswpout/s
pgsql1.dbt2.internal;60;1653527593;0.00;0.00
pgsql1.dbt2.internal;60;1653527653;0.00;0.00
pgsql1.dbt2.internal;60;1653527713;0.00;0.00
