# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
pgsql1.dbt2.internal;60;1653527593;35780948;64666160;29927336;45.55;0;28885212;19406616;29.53;16247736;12701192;769992
pgsql1.dbt2.internal;60;1653527653;35219620;64649888;30488664;46.40;0;29430268;19415024;29.55;18085572;11408804;1304996
pgsql1.dbt2.internal;60;1653527713;36591504;64697180;29116780;44.31;0;28105676;19383716;29.50;18885328;9277508;496
